,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,43,1,1,9/10/2023,CIN,@,CLE,"L, 3-24",*,14,31,3,9.1,221,7.1,31,2.2,1,51,3.6,1,1,0,3,10,10,33.3,13,0,7,9,27.3,0,,1,-1,0,-1,-1,0,0,0
2,44,2,2,9/17/2023,CIN,,BAL,"L, 24-27",*,27,41,13,31,221,5.4,80,3,2,142,5.3,1,2,0,2,5.1,3,7.7,6,0,4,5,11.6,1,5,1,5,0,5,5,0,0,0
3,45,3,3,9/25/2023,CIN,,LAR,"W, 19-16",*,26,49,12,23.5,344,7,123,4.7,2.5,136,5.2,3,2,1,4,8.7,9,19.6,9,3,2,7,13.7,0,,3,-2,0,-2,-0.7,0,0,0
4,46,4,4,10/1/2023,CIN,@,TEN,"L, 3-27",*,20,30,8,24.2,137,4.6,57,2.9,1.9,108,5.4,2,2,0,1,3.6,4,14.3,10,1,7,11,31.4,2,1,3,1,1,1,0.3,0,0,0
5,47,5,5,10/8/2023,CIN,@,ARI,"W, 34-20",*,36,46,19,38.8,300,6.5,162,4.5,3.5,155,4.3,0,1,0,0,0,8,17.8,12,2,1,6,11.8,2,7,4,7,1,7,1.8,0,0,0
6,48,6,6,10/15/2023,CIN,,SEA,"W, 17-13",*,24,35,10,26.3,196,5.6,72,3,2.1,113,4.7,1,0,0,2,5.7,3,8.6,8,1,2,6,15.4,1,5,2,4,1,4,2,0,0,0
7,49,7,8,10/29/2023,CIN,@,SFO,"W, 31-17",*,28,32,17,48.6,181,5.7,157,5.6,4.9,126,4.5,0,0,0,2,6.3,0,0,3,0,3,6,15.8,3,10.3,6,43,4,39,6.5,4,0.7,0
8,50,8,9,11/5/2023,CIN,,BUF,"W, 24-18",*,31,44,17,37.8,261,5.9,165,5.3,3.8,183,5.9,2,2,0,4,9.5,4,9.5,13,0,5,6,13,1,7,5,4,1,4,0.8,0,0,0
9,51,9,10,11/12/2023,CIN,,HOU,"L, 27-30",*,27,40,11,25,354,8.9,184,6.8,4.6,163,6,0,1,0,3,7.7,8,20.5,8,6,4,14,29.8,3,6.7,5,20,1,14,2.8,6,1.2,0
10,52,10,11,11/16/2023,CIN,@,BAL,"L, 20-34",*,11,17,5,26.3,100,5.9,39,3.5,2.3,62,5.6,0,0,0,0,0,3,17.6,1,0,2,4,20,1,7,1,7,0,7,7,0,0,0
,,,,,,,,5-May,,244,365,115,29.6,2315,6.3,1070,4.4,2.9,1239,5.1,10,11,1,21,5.9,52,14.7,83,13,37,74,18.4,14,6.5,31,88,9,78,2.5,10,0.3,0
