,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,32,1,1,9/10/2020,KAN,,HOU,"W, 34-20",*,24,32,16,48.5,147,4.6,78,3.3,2.4,133,5.5,0,0,0,1,3.1,5,15.6,13,1,2,4,12.1,0,,0,0,0,0,,0,,0,
2,33,2,2,9/20/2020,KAN,@,LAC,"W, 23-20 (OT)",*,27,47,15,31.3,339,7.2,186,6.9,4,116,4.3,1,4,0,1,2.3,10,23.3,2,9,7,17,31.5,6,9,6,54,4,38,6.3,16,2.7,0,
3,34,3,3,9/28/2020,KAN,@,BAL,"W, 34-20",*,31,42,22,52.4,346,8.2,207,6.7,4.9,178,5.7,1,1,0,1,2.4,5,12.2,20,5,4,9,19.6,4,6.5,4,26,2,19,4.8,7,1.8,0,
4,35,4,4,10/5/2020,KAN,,NWE,"W, 26-10",*,19,29,12,40,235,8.1,58,3.1,2,178,9.4,0,1,0,0,0,8,28.6,2,3,0,4,11.4,5,6.8,8,28,1,28,3.5,0,0,0,
5,36,5,5,10/11/2020,KAN,,LVR,"L, 32-40",*,22,43,15,32.6,440,10.2,179,8.1,4.2,161,7.3,1,1,0,1,2.4,11,26.2,3,16,2,21,42,4,4.3,6,21,1,8,1.3,13,2.2,1,6
6,37,6,6,10/19/2020,KAN,@,BUF,"W, 26-17",*,21,26,10,37,161,6.2,121,5.8,4.7,104,5,0,0,0,3,11.5,1,3.8,0,1,3,5,15.2,6,5.5,10,36,1,27,2.7,9,0.9,1,10
7,38,7,7,10/25/2020,KAN,@,DEN,"W, 43-16",*,15,23,8,30.8,164,7.1,80,5.3,3.5,120,8,0,1,0,1,4.5,6,27.3,8,1,3,7,26.9,0,,0,0,0,0,,0,,0,
8,39,8,8,11/1/2020,KAN,,NYJ,"W, 35-9",*,31,42,19,45.2,388,9.2,218,7,5.2,198,6.4,0,0,0,2,4.8,7,16.7,16,1,3,4,9.5,0,,0,0,0,0,,0,,0,
9,40,9,9,11/8/2020,KAN,,CAR,"W, 33-31",*,30,45,18,38.3,407,9,235,7.8,5.2,137,4.6,0,0,1,3,6.8,10,22.7,10,0,6,8,16.7,1,6,1,6,1,6,6,0,0,0,
10,41,10,11,11/22/2020,KAN,@,LVR,"W, 35-31",*,34,45,21,46.7,352,7.8,217,6.4,4.8,131,3.9,0,2,0,2,4.7,3,7,9,1,5,6,12.8,2,9,4,16,1,16,4,0,0,0,
11,42,11,12,11/29/2020,KAN,@,TAM,"W, 27-24",*,37,49,19,37.3,485,9.9,306,8.3,6.2,156,4.2,0,4,0,1,2.2,6,13.3,9,6,6,14,26.4,2,6,4,28,3,27,6.8,1,0.3,0,
12,43,12,13,12/6/2020,KAN,,DEN,"W, 22-16",*,25,40,18,43.9,378,9.5,166,6.6,4.2,152,6.1,3,0,0,5,12.5,5,12.5,12,5,3,9,20.5,3,9,4,26,2,26,6.5,0,0,0,
13,44,13,14,12/13/2020,KAN,@,MIA,"W, 33-27",*,24,34,15,40.5,318,9.4,188,7.8,5.5,205,8.5,0,0,0,2,5.9,5,14.7,12,2,3,8,20.5,2,2,5,9,1,9,1.8,0,0,0,
14,45,14,15,12/20/2020,KAN,@,NOR,"W, 32-29",*,26,47,16,31.4,422,9,126,4.8,2.7,128,4.9,2,3,0,3,6.8,7,15.9,7,7,9,20,37,3,13,7,37,4,37,5.3,0,0,0,
15,46,15,16,12/27/2020,KAN,,ATL,"W, 17-14",*,24,44,14,31.8,328,7.5,108,4.5,2.5,170,7.1,0,3,0,2,4.9,11,26.8,18,4,5,9,19.6,2,11,3,21,1,20,6.7,1,0.3,0,
,,,,,,,,14-1,,390,588,238,39,4910,8.4,2473,6.3,4.2,2267,5.8,8,20,1,28,4.9,100,17.6,141,62,61,145,22.3,40,7.3,62,308,22,261,4.2,47,0.8,2,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
