,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,63,1,1,9/10/2018,OAK,,LAR,"L, 13-33",*,29,40,11,26.8,209,5.2,114,3.9,2.9,189,6.5,0,3,0,1,2.7,4,10.8,7,8,0,9,21.4,1,6,2,1,0,1,0.5,0,0,0
2,64,2,2,9/16/2018,OAK,@,DEN,"L, 19-20",*,29,32,16,48.5,185,5.8,166,5.7,5.2,122,4.2,0,0,0,1,3.1,1,3.1,9,2,0,3,9.1,0,,0,0,0,0,,0,,0
3,65,3,3,9/23/2018,OAK,@,MIA,"L, 20-28",*,27,39,17,40.5,233,6,113,4.2,2.9,232,8.6,0,1,0,4,10.5,6,15.8,9,6,3,12,28.6,0,,2,-2,0,-2,-1,0,0,0
4,66,4,4,9/30/2018,OAK,,CLE,"W, 45-42 (OT)",*,35,58,20,32.8,474,8.2,243,6.9,4.2,194,5.5,0,1,1,8,14.3,8,14.3,24,11,5,19,31.1,0,,2,1,1,0,0,1,0.5,0
5,67,5,5,10/7/2018,OAK,@,LAC,"L, 10-26",*,24,33,10,27.8,228,6.9,149,6.2,4.5,119,5,0,1,2,0,0,2,6.7,8,3,2,8,21.6,1,5,1,5,0,-7,-7,12,12,0
6,68,6,6,10/14/2018,OAK,,SEA,"L, 3-27",*,23,31,8,21.6,91,2.9,2,0.1,0.1,140,6.1,0,1,0,3,10,3,10,1,1,5,12,30,3,10.3,4,31,3,31,7.8,0,0,0
7,69,7,8,10/28/2018,OAK,,IND,"L, 28-42",*,21,28,12,42.9,198,7.1,131,6.2,4.7,113,5.4,0,0,0,1,3.6,5,17.9,3,2,1,3,10.7,0,,2,0,1,0,0,0,0,0
8,70,8,9,11/1/2018,OAK,@,SFO,"L, 3-34",*,16,21,9,32.1,106,5,55,3.4,2.6,116,7.3,0,1,0,1,5,2,10,7,5,1,13,43.3,2,3,3,5,0,5,1.7,0,0,0
9,71,9,10,11/11/2018,OAK,,LAC,"L, 6-20",*,24,37,12,29.3,208,5.6,117,4.9,3.2,126,5.3,0,3,0,3,8.8,5,14.7,7,5,2,11,26.2,1,3,2,2,0,2,1,0,0,0
10,72,10,11,11/18/2018,OAK,@,ARI,"W, 23-21",*,19,31,9,25.7,235,7.6,93,4.9,3,99,5.2,0,1,2,3,10.7,3,10.7,13,4,3,11,31.4,0,,0,0,0,0,,0,,0
11,73,11,12,11/25/2018,OAK,@,BAL,"L, 17-34",*,16,34,9,24.3,305,9,91,5.7,2.7,103,6.4,0,1,0,3,9.1,9,27.3,13,7,3,13,35.1,0,,0,0,0,0,,0,,0
12,74,12,13,12/2/2018,OAK,,KAN,"L, 33-40",*,29,38,16,39,317,8.3,173,6,4.6,112,3.9,0,2,0,1,2.8,5,13.9,9,4,1,8,19.5,0,,1,8,0,8,8,0,0,0
13,75,13,14,12/9/2018,OAK,,PIT,"W, 24-21",*,25,34,17,44.7,301,8.9,230,9.2,6.8,92,3.7,0,2,0,2,6.3,2,6.3,14,4,1,9,23.7,0,,1,-1,0,-1,-1,0,0,0
14,76,14,15,12/16/2018,OAK,@,CIN,"L, 16-30",*,21,38,12,27.9,316,8.3,161,7.7,4.2,102,4.9,0,3,2,1,3,6,18.2,5,1,1,7,16.3,0,,0,0,0,0,,0,,0
15,77,15,16,12/24/2018,OAK,,DEN,"W, 27-14",*,19,26,8,29.6,170,6.5,102,5.4,3.9,65,3.4,0,0,0,1,3.8,2,7.7,4,3,0,4,14.8,0,,4,-3,0,-3,-0.8,0,0,0
16,78,16,17,12/30/2018,OAK,@,KAN,"L, 3-35",*,24,33,11,30.6,208,6.3,126,5.3,3.8,59,2.5,0,1,0,0,0,3,9.4,8,3,0,6,16.7,0,,0,0,0,0,,0,,0
,,,,,,,,12-Apr,,381,553,197,32.6,3784,6.8,2066,5.4,3.7,1983,5.2,0,21,7,33,6.3,66,12.6,141,69,28,148,24.2,8,6.4,24,47,5,34,1.4,13,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
