,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,1,4,4,10/2/2022,PIT,,NYJ,"L, 20-24",,10,13,6,46.2,167,12.8,80,8,6.2,40,4,0,0,0,1,7.7,1,7.7,1,0,2,2,13.3,2,5,6,15,4,14,2.3,1,0.2,0
2,2,5,5,10/9/2022,PIT,@,BUF,"L, 3-38",*,34,52,19,34.5,363,7,190,5.6,3.7,137,4,1,2,0,1,2,5,10,14,0,5,8,14.3,1,10,1,10,0,10,10,0,0,0
3,3,6,6,10/16/2022,PIT,,TAM,"W, 20-18",*,11,18,5,26.3,75,4.2,32,2.9,1.8,35,3.2,0,3,0,0,0,4,26.7,8,2,0,3,14.3,2,8,2,16,0,8,4,8,4,0
4,4,7,7,10/23/2022,PIT,@,MIA,"L, 10-16",*,32,44,14,30.4,301,6.8,144,4.5,3.3,113,3.5,0,1,1,1,2.4,6,14.3,8,1,3,6,12.2,3,6.7,3,20,1,19,6.3,1,0.3,0
5,5,8,8,10/30/2022,PIT,@,PHI,"L, 13-35",*,25,38,8,18.2,239,6.3,57,2.3,1.5,134,5.4,1,0,0,1,2.6,8,21.1,11,0,5,11,22.4,5,6.4,7,37,4,36,5.1,1,0.1,0
6,6,9,10,11/13/2022,PIT,,NOR,"W, 20-10",*,18,30,9,25,221,7.4,106,5.9,3.5,93,5.2,0,4,0,1,3.8,5,19.2,6,3,0,9,22.5,4,11,8,51,4,39,4.9,12,1.5,0
7,7,10,11,11/20/2022,PIT,,CIN,"L, 30-37",*,25,42,10,22.7,422,10,193,7.7,4.6,72,2.9,0,4,0,1,2.6,9,23.7,9,5,5,12,27.3,0,,2,14,1,14,7,0,0,0
8,8,11,12,11/28/2022,PIT,@,IND,"W, 24-17",*,20,28,10,32.3,163,5.8,93,4.7,3.3,81,4.1,0,0,0,1,3.6,4,14.3,10,4,0,7,20.6,3,7.3,6,32,2,29,4.8,3,0.5,0
9,9,12,13,12/4/2022,PIT,@,ATL,"W, 19-16",*,16,28,10,35.7,256,9.1,92,5.8,3.3,105,6.6,0,1,0,3,11.1,7,25.9,10,6,4,10,32.3,3,6.3,7,14,1,13,1.9,1,0.1,0
10,10,13,14,12/11/2022,PIT,,BAL,"L, 14-16",*,0,1,0,0,4,4,0,,0,0,,1,0,0,0,0,1,100,0,1,0,2,50,2,8,2,16,1,16,8,0,0,0
11,11,15,16,12/24/2022,PIT,,LVR,"W, 13-10",*,26,39,13,33.3,198,5.1,138,5.3,3.5,106,4.1,1,3,0,3,8.3,5,13.9,4,5,4,9,22.5,1,6,3,9,2,7,2.3,2,0.7,0
12,12,16,17,1/1/2023,PIT,@,BAL,"W, 16-13",*,15,27,9,31,192,7.1,82,5.5,3,86,5.7,2,0,0,0,0,4,14.8,5,3,3,8,27.6,0,,5,2,3,1,0.2,1,0.2,0
13,13,17,18,1/8/2023,PIT,,CLE,"W, 28-14",*,13,29,10,33.3,322,11.1,124,9.5,4.3,71,5.5,2,1,0,3,10.7,8,28.6,9,4,1,6,19.4,1,1,3,1,0,1,0.3,0,0,0
,,,,,,,,6-Jul,,245,389,123,29.6,2923,7.5,1331,5.4,3.4,1073,4.4,8,19,1,16,4.3,67,18.2,95,34,32,93,21,27,7.3,55,237,23,207,3.8,30,0.5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
