,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,88,2,2,9/14/2025,ARI,,CAR,"W, 27-22",,0,0,0,,0,,0,,,0,,0,0,0,0,,0,,0,0,0,0,,0,,1,2,1,0,0,2,2,0,
2,89,5,5,10/5/2025,ARI,,TEN,"L, 21-22",,0,1,0,0,9,9,0,,0,0,,0,0,0,0,0,1,100,0,0,0,0,0,0,,0,0,0,0,,0,,0,
3,90,6,6,10/12/2025,ARI,@,IND,"L, 27-31",*,27,44,17,37,391,8.9,191,7.1,4.3,129,4.8,0,3,0,1,2.4,10,24.4,11,9,10,21,44.7,1,12,3,19,3,1,0.3,18,6,0,
4,91,7,7,10/19/2025,ARI,,GNB,"L, 23-27",*,25,36,13,31,312,8.7,180,7.2,5,99,4,1,1,0,2,5.7,4,11.4,7,0,5,11,23.9,4,6,6,26,2,22,3.7,4,0.7,1,6
5,92,8,9,11/3/2025,ARI,@,DAL,"W, 27-17",*,21,31,14,38.9,248,8,134,6.4,4.3,127,6,1,1,0,0,0,7,23.3,15,2,6,13,35.1,1,4,5,4,1,4,0.8,0,0,0,
6,93,9,10,11/9/2025,ARI,@,SEA,"L, 22-44",*,22,44,13,26.5,324,7.4,139,6.3,3.2,119,5.4,0,1,0,1,2.3,10,23.3,11,4,4,13,24.5,4,7.8,4,31,1,21,5.3,10,2.5,1,4
7,94,10,11,11/16/2025,ARI,,SFO,"L, 22-41",*,47,57,18,31.6,388,6.8,254,5.4,4.5,198,4.2,1,3,0,1,1.9,4,7.4,3,1,4,5,8.8,0,,2,-2,1,-2,-1,0,0,0,
8,95,11,12,11/23/2025,ARI,,JAX,"L, 24-27 (OT)",*,33,49,15,27.3,383,7.8,158,4.8,3.2,159,4.8,0,4,0,1,2.2,7,15.6,16,5,8,19,32.8,3,6.7,3,20,2,11,3.7,9,3,0,
9,96,12,13,11/30/2025,ARI,@,TAM,"L, 17-20",*,29,40,16,38.1,289,7.2,156,5.4,3.9,145,5,0,2,1,0,0,7,18.9,14,3,5,10,22.2,3,5.3,3,16,1,13,4.3,3,1,0,
10,97,13,14,12/7/2025,ARI,,LAR,"L, 17-45",*,25,44,15,31.9,352,8,139,5.6,3.2,132,5.3,0,1,0,1,2.3,12,27.9,9,6,8,17,34,3,5.7,4,22,1,18,4.5,4,1,0,
11,98,14,15,12/14/2025,ARI,@,HOU,"L, 20-40",*,27,40,14,33.3,250,6.3,108,4,2.7,141,5.2,0,2,0,1,2.6,4,10.5,4,2,1,5,11.6,1,3,3,6,1,4,1.3,2,0.7,0,
12,99,15,16,12/21/2025,ARI,,ATL,"L, 19-26",*,16,31,9,27.3,228,7.4,114,7.1,3.7,89,5.6,1,1,0,2,6.7,6,20,8,2,2,6,18.2,0,,1,5,1,4,4,1,1,0,
13,100,16,17,12/28/2025,ARI,@,CIN,"L, 14-37",*,21,37,9,22,285,7.7,94,4.5,2.5,118,5.6,0,2,0,0,0,8,22.9,4,5,4,13,31.7,0,,0,0,0,0,,0,,0,
14,101,17,18,1/4/2026,ARI,@,LAR,"L, 20-37",*,22,31,12,32.4,232,7.5,142,6.5,4.6,101,4.6,0,4,0,1,3.7,1,3.7,2,6,6,18,46.2,2,11,3,19,1,19,6.3,0,0,0,
,,,,,,,,12-Feb,,315,485,165,31.3,3691,7.6,1809,5.7,3.7,1557,4.9,4,25,1,11,2.4,81,17.6,104,45,63,151,27.5,22,6.8,38,168,16,115,3,53,1.4,2,19
