,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,98,1,1,9/10/2023,DAL,@,NYG,"W, 40-0",*,13,24,8,33.3,161,6.7,72,5.5,3,71,5.5,0,0,0,4,16.7,3,12.5,7,1,3,4,16.7,0,,1,6,0,6,6,0,0,0,
2,99,2,2,9/17/2023,DAL,,NYJ,"W, 30-10",*,31,38,16,41,166,4.4,94,3,2.5,161,5.2,0,1,0,0,0,4,10.8,10,0,3,4,10,1,15,6,14,2,-7,-1.2,21,3.5,0,
3,100,3,3,9/24/2023,DAL,@,ARI,"L, 16-28",*,25,40,11,26.2,206,5.2,105,4.2,2.6,144,5.8,1,3,0,2,5.4,1,2.7,8,3,2,7,15.6,3,8,3,24,2,22,7.3,2,0.7,1,3
4,101,4,4,10/1/2023,DAL,,NWE,"W, 38-3",*,28,34,14,37.8,207,6.1,152,5.4,4.5,109,3.9,1,0,0,2,5.9,2,5.9,17,0,4,7,18.9,0,,1,-1,0,-1,-1,0,0,0,
5,102,5,5,10/8/2023,DAL,@,SFO,"L, 10-42",*,14,24,5,18.5,304,12.7,78,5.6,3.3,75,5.4,0,0,0,2,8.3,5,20.8,6,0,4,7,25.9,0,,1,2,1,2,2,0,0,0,
6,103,6,6,10/16/2023,DAL,@,LAC,"W, 20-17",*,21,30,12,34.3,265,8.8,147,7,4.9,125,6,0,0,0,4,13.3,3,10,7,2,1,8,21.1,3,8,7,40,2,28,4,12,1.7,0,
7,104,7,8,10/29/2023,DAL,,LAR,"W, 43-20",*,25,31,16,47.1,269,8.7,178,7.1,5.7,126,5,0,0,0,0,0,1,3.2,11,0,0,3,7.9,4,4.8,4,19,2,19,4.8,0,0,0,
8,105,8,9,11/5/2023,DAL,@,PHI,"L, 23-28",*,29,44,19,38.8,420,9.5,248,8.6,5.6,126,4.3,0,0,0,4,9.1,9,20.5,6,5,4,14,26.4,4,3.5,6,14,2,10,1.7,4,0.7,0,
9,106,9,10,11/12/2023,DAL,,NYG,"W, 49-17",*,26,35,16,45.7,383,10.9,287,11,8.2,117,4.5,0,0,0,1,2.9,6,17.1,11,1,4,5,13.5,2,8.5,2,17,2,17,8.5,0,0,0,
10,107,10,11,11/19/2023,DAL,@,CAR,"W, 33-10",*,25,38,10,26.3,209,5.5,106,4.2,2.8,83,3.3,1,0,0,2,5.3,4,10.5,17,1,4,5,12.8,1,3,2,6,1,6,3,0,0,0,
11,108,11,12,11/23/2023,DAL,,WAS,"W, 45-10",*,22,32,15,46.9,470,14.7,251,11.4,7.8,80,3.6,1,0,0,1,3.1,6,18.8,8,0,2,2,6.1,1,10,1,10,1,10,10,0,0,0,
12,109,12,13,11/30/2023,DAL,,SEA,"W, 41-35",*,29,41,19,42.2,240,5.9,169,5.8,4.1,130,4.5,1,1,0,4,10,4,10,10,1,2,7,15.2,1,7,7,23,1,8,1.1,15,2.1,0,
13,110,13,14,12/10/2023,DAL,,PHI,"W, 33-13",*,24,39,13,31,266,6.8,129,5.4,3.3,142,5.9,1,0,0,4,10.3,2,5.1,5,3,0,6,14,1,4,3,11,2,6,2,5,1.7,0,
14,111,14,15,12/17/2023,DAL,@,BUF,"L, 10-31",*,21,34,6,16.2,262,7.7,82,3.9,2.4,52,2.5,1,2,0,2,6.3,4,12.5,6,0,3,6,14.6,4,6.8,4,27,2,22,5.5,5,1.3,0,
15,112,15,16,12/24/2023,DAL,@,MIA,"L, 20-22",*,20,32,9,25,177,5.5,141,7.1,4.4,112,5.6,2,3,0,2,6.9,5,17.2,9,3,7,14,36.8,2,12,5,25,1,21,4.2,4,0.8,0,
16,113,16,17,12/30/2023,DAL,,DET,"W, 20-19",*,26,38,12,29.3,394,10.4,185,7.1,4.9,160,6.2,0,0,0,2,5.3,7,18.4,17,6,4,13,31,1,5,2,5,0,2,1,3,1.5,0,
17,114,17,18,1/7/2024,DAL,@,WAS,"W, 38-10",*,31,36,21,58.3,187,5.2,129,4.2,3.6,150,4.8,1,0,0,2,5.6,2,5.6,8,0,0,0,0,0,,0,0,0,0,,0,,0,
,,,,,,,,5-Dec,,410,590,222,35.3,4586,7.8,2553,6.2,4.3,1963,4.8,10,10,0,38,6.6,68,11.7,163,26,47,112,17,28,6.9,55,242,21,171,3.1,71,1.3,1,55
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
