,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,249,1,1,9/7/2025,PIT,@,NYJ,"W, 34-32",*,22,30,14,41.2,139,4.6,71,3.2,2.4,173,7.9,0,1,0,1,3.4,2,6.9,12,0,3,7,20.6,0,,1,-1,0,-1,-1,0,0,0
2,250,2,2,9/14/2025,PIT,,SEA,"L, 17-31",*,18,33,5,13.9,184,5.6,71,3.9,2.2,132,7.3,0,4,0,2,6.9,5,17.2,2,7,5,15,40.5,1,3,1,3,0,3,3,0,0,0
3,251,3,3,9/21/2025,PIT,@,NWE,"W, 21-14",*,16,23,5,21.7,114,5,32,2,1.4,107,6.7,0,0,0,1,4.3,6,26.1,7,2,3,5,20.8,1,3,4,1,0,1,0.3,0,0,0
4,252,4,4,9/28/2025,PIT,,MIN,"W, 24-21",*,18,22,6,25,73,3.3,54,3,2.5,146,8.1,0,0,0,1,4.5,3,13.6,12,3,1,6,24,1,10,3,8,1,8,2.7,0,0,0
5,253,5,6,10/12/2025,PIT,,CLE,"W, 23-9",*,21,30,11,36.7,220,7.3,103,4.9,3.4,132,6.3,0,1,0,2,6.9,4,13.8,8,4,2,6,19.4,1,1,1,1,0,1,1,0,0,0
6,254,6,7,10/16/2025,PIT,@,CIN,"L, 31-33",*,23,34,12,35.3,309,9.1,106,4.6,3.1,143,6.2,0,0,0,0,0,7,20.6,2,1,1,2,5.7,1,6,1,6,0,6,6,0,0,0
7,255,7,8,10/26/2025,PIT,,GNB,"L, 25-35",*,24,36,10,25.6,233,6.5,131,5.5,3.6,88,3.7,1,3,0,1,3,3,9.1,2,2,2,7,17.9,0,,0,0,0,0,,0,,0
8,256,8,9,11/2/2025,PIT,,IND,"W, 27-20",*,25,35,10,26.3,103,2.9,55,2.2,1.6,148,5.9,1,1,0,3,8.8,3,8.8,14,0,0,3,7.7,1,1,2,0,0,0,0,0,0,0
9,257,9,10,11/9/2025,PIT,@,LAC,"L, 10-25",*,16,31,6,17.6,251,8.1,47,2.9,1.5,114,7.1,0,3,0,1,3.6,8,28.6,0,0,2,5,14.7,0,,0,0,0,0,,0,,0
10,258,10,11,11/16/2025,PIT,,CIN,"W, 34-12",*,9,15,5,31.3,82,5.5,14,1.6,0.9,102,11.3,0,0,0,0,0,4,26.7,2,1,2,4,23.5,1,8,1,8,1,8,8,0,0,0
11,259,12,13,11/30/2025,PIT,,BUF,"L, 7-26",*,10,21,4,18.2,99,4.7,20,2,1,97,9.7,2,1,0,1,5,6,30,5,0,1,2,9.1,0,,1,0,0,0,0,0,0,0
12,260,13,14,12/7/2025,PIT,@,BAL,"W, 27-22",*,23,34,7,20.6,211,6.2,124,5.4,3.6,160,7,1,1,0,1,3,5,15.2,6,1,1,2,5.7,1,1,2,0,1,0,0,0,0,0
13,261,14,15,12/15/2025,PIT,,MIA,"W, 28-15",*,23,27,11,36.7,92,3.4,50,2.2,1.9,174,7.6,1,0,0,0,0,2,7.4,8,1,0,4,13.3,0,,0,0,0,0,,0,,0
14,262,15,16,12/21/2025,PIT,@,DET,"W, 29-24",*,27,41,14,32.6,325,7.9,145,5.4,3.5,121,4.5,1,3,0,2,5.3,5,13.2,2,1,1,4,8.9,2,4.5,2,9,0,6,3,3,1.5,0
15,263,16,17,12/28/2025,PIT,@,CLE,"L, 6-13",*,21,39,9,22,230,5.9,80,3.8,2.1,88,4.2,1,0,2,1,2.7,11,29.7,5,2,3,7,16.7,1,6,1,6,0,6,6,0,0,0
16,264,17,18,1/4/2026,PIT,,BAL,"W, 26-24",*,31,47,14,28.6,325,6.9,100,3.2,2.1,194,6.3,0,3,0,0,0,8,18.2,10,2,1,5,10,1,20,1,20,1,20,20,0,0,0
,,,,,,,,6-Oct,,327,498,143,27.1,2990,6,1203,3.7,2.4,2119,6.5,8,21,2,17,3.6,82,17.3,97,27,28,84,15.6,12,5.7,21,61,4,58,2.8,3,0.1,0
