,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,1,1,1,9/10/2018,NYJ,@,DET,"W, 48-17",*,16,21,10,43.5,166,7.9,115,7.2,5.5,83,5.2,0,1,0,1,5,2,10,4,8,0,10,43.5,0,,6,-1,1,-1,-0.2,0,0,0,
2,2,2,2,9/16/2018,NYJ,,MIA,"L, 12-20",*,25,41,17,38.6,397,9.7,161,6.4,3.9,173,6.9,0,0,0,3,7.3,8,19.5,9,6,0,9,20,1,1,2,1,0,-2,-1,3,1.5,0,
3,3,3,3,9/20/2018,NYJ,@,CLE,"L, 17-21",*,15,31,9,27.3,202,6.5,61,4.1,2,108,7.2,0,3,0,0,0,8,28.6,10,6,3,11,33.3,0,,0,0,0,0,,0,,0,
4,4,4,4,9/30/2018,NYJ,@,JAX,"L, 12-31",*,17,34,6,16.2,360,10.6,91,5.4,2.7,76,4.5,0,4,0,0,0,8,26.7,8,6,1,10,25.6,2,4,2,8,1,8,4,0,0,0,
5,5,5,5,10/7/2018,NYJ,,DEN,"W, 34-16",*,10,22,7,30.4,197,9,118,11.8,5.4,80,8,0,0,0,2,9.1,3,13.6,10,0,1,2,8.7,0,,3,5,2,1,0.3,4,1.3,0,
6,6,6,6,10/14/2018,NYJ,,IND,"W, 42-34",*,24,30,12,37.5,210,7,146,6.1,4.9,134,5.6,0,1,1,0,0,2,7.1,2,1,0,3,8.8,2,5.5,6,8,0,8,1.3,0,0,0,
7,7,7,7,10/21/2018,NYJ,,MIN,"L, 17-37",*,17,42,7,15.6,490,11.7,85,5,2,121,7.1,0,2,0,4,10,12,30,11,7,0,10,21.3,2,8,6,18,4,-2,-0.3,20,3.3,2,3
8,8,8,8,10/28/2018,NYJ,@,CHI,"L, 10-24",*,14,29,8,26.7,236,8.1,101,7.2,3.5,52,3.7,0,4,0,3,12,4,16,9,5,1,7,21.9,2,9,5,22,2,22,4.4,0,0,0,
9,9,9,9,11/4/2018,NYJ,@,MIA,"L, 6-13",*,21,39,8,18.6,329,8.4,100,4.8,2.6,129,6.1,0,3,0,2,5.6,7,19.4,7,7,2,13,30.2,0,,0,0,0,0,,0,,0,
10,10,13,14,12/9/2018,NYJ,@,BUF,"W, 27-23",*,16,24,9,37.5,181,7.5,111,6.9,4.6,59,3.7,0,1,0,0,0,5,21.7,6,4,0,4,16.7,0,,4,10,0,3,0.8,7,1.8,0,
11,11,14,15,12/15/2018,NYJ,,HOU,"L, 22-29",*,24,38,11,26.8,398,10.5,183,7.6,4.8,70,2.9,0,3,0,1,2.9,5,14.3,5,9,3,15,33.3,4,8,6,35,4,21,3.5,14,2.3,0,
12,12,15,16,12/23/2018,NYJ,,GNB,"L, 38-44 (OT)",*,24,35,18,48.6,371,10.6,211,8.8,6,130,5.4,0,2,0,1,3,5,15.2,11,5,0,7,18.4,1,1,3,4,1,4,1.3,0,0,0,
13,13,16,17,12/30/2018,NYJ,@,NWE,"L, 3-38",*,16,28,8,25,306,10.9,126,7.9,4.5,41,2.6,0,0,0,2,7.1,6,21.4,15,5,1,10,30.3,1,28,1,28,1,28,28,0,0,0,
,,,,,,,,9-Apr,,239,414,130,29.3,3843,9.3,1609,6.7,3.9,1256,5.3,0,24,1,19,4.9,75,19.3,107,69,12,111,24.2,15,7.7,44,138,16,90,2,48,1.1,2,22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
