,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,73,1,1,9/10/2023,TAM,@,MIN,"W, 20-17",*,21,34,9,25.7,252,7.4,90,4.3,2.6,83,4,2,2,0,1,3.1,5,15.6,19,4,1,6,15.8,3,2.7,8,11,2,4,0.5,7,0.9,0,
2,74,2,2,9/17/2023,TAM,,CHI,"W, 27-17",*,26,34,10,29.4,256,7.5,172,6.6,5.1,145,5.6,1,2,0,1,3.1,3,9.4,7,5,1,6,16.2,3,6,6,17,0,8,1.3,9,1.5,1,6
3,75,3,3,9/25/2023,TAM,,PHI,"L, 11-25",*,15,25,10,37,264,10.6,90,6,3.6,56,3.7,0,0,0,2,8,6,24,6,2,2,6,21.4,1,2,1,2,0,1,1,1,1,0,
4,76,4,4,10/1/2023,TAM,@,NOR,"W, 26-9",*,25,32,13,39.4,171,5.3,114,4.6,3.6,132,5.3,0,3,0,0,0,2,6.9,6,0,2,3,7.9,5,6.8,8,31,2,29,3.6,2,0.3,0,
5,77,5,6,10/15/2023,TAM,,DET,"L, 6-20",*,19,37,12,31.6,443,12,144,7.6,3.9,62,3.3,3,1,0,1,2.8,9,25,11,6,2,9,22.5,2,3,2,6,0,6,3,0,0,0,
6,78,6,7,10/22/2023,TAM,,ATL,"L, 13-16",*,27,42,13,28.9,318,7.6,121,4.5,2.9,154,5.7,1,1,0,2,4.9,5,12.2,10,3,3,9,19.6,1,31,3,32,2,7,2.3,25,8.3,0,
7,79,7,8,10/26/2023,TAM,@,BUF,"L, 18-24",*,25,42,10,22.2,311,7.4,104,4.2,2.5,133,5.3,2,2,0,2,5,4,10,11,1,7,11,22.9,3,6.3,3,19,1,6,2,13,4.3,0,
8,80,8,9,11/5/2023,TAM,@,HOU,"L, 37-39",*,21,30,10,31.3,264,8.8,151,7.2,5,114,5.4,0,0,0,0,0,6,20,5,7,3,12,35.3,2,3,4,4,1,1,0.3,3,0.8,0,
9,81,9,10,11/12/2023,TAM,,TEN,"W, 20-6",*,18,29,12,37.5,350,12.1,160,8.9,5.5,118,6.6,1,0,0,2,6.9,6,20.7,10,0,2,5,14.7,2,5.5,3,12,2,11,3.7,1,0.3,0,
10,82,10,11,11/19/2023,TAM,@,SFO,"L, 14-27",*,29,45,14,28.6,407,9,121,4.2,2.7,125,4.3,1,1,0,2,4.5,7,15.9,8,0,3,7,14,1,3,3,5,1,5,1.7,0,0,0,
11,83,11,12,11/26/2023,TAM,@,IND,"L, 20-27",*,20,30,9,25,203,6.8,110,5.5,3.7,89,4.5,2,1,0,3,10.3,1,3.4,5,2,1,9,24.3,1,14,3,14,1,11,3.7,3,1,0,
12,84,12,13,12/3/2023,TAM,,CAR,"W, 21-18",*,14,29,7,23.3,314,10.8,96,6.9,3.3,106,7.6,0,2,0,3,11.1,5,18.5,11,0,2,3,10,0,,2,-2,0,-2,-1,0,0,0,
13,85,13,14,12/10/2023,TAM,@,ATL,"W, 29-25",*,14,29,8,26.7,283,9.8,43,3.1,1.5,101,7.2,1,0,0,1,3.4,9,31,2,0,0,1,3.2,1,2,3,3,1,2,0.7,1,0.3,1,3
14,86,14,15,12/17/2023,TAM,@,GNB,"W, 34-20",*,22,28,18,54.5,253,9,199,9,7.1,182,8.3,0,1,0,0,0,2,7.4,7,3,0,8,24.2,0,,2,-2,0,-2,-1,0,0,0,
15,87,15,16,12/24/2023,TAM,,JAX,"W, 30-12",*,26,35,17,45.9,229,6.5,188,7.2,5.4,95,3.7,3,0,0,2,5.7,2,5.7,10,1,2,5,12.8,2,4,5,5,1,3,0.6,2,0.4,1,5
16,88,16,17,12/31/2023,TAM,,NOR,"L, 13-23",*,22,33,10,28.6,286,8.7,162,7.4,4.9,147,6.7,2,0,0,2,6.1,4,12.1,3,1,1,4,11.4,0,,1,-1,0,-1,-1,0,0,0,
17,89,17,18,1/7/2024,TAM,@,CAR,"W, 9-0",*,20,32,6,17.1,250,7.8,52,2.6,1.6,85,4.3,1,1,0,0,0,5,16.1,10,2,3,8,21.6,2,4.5,5,7,2,7,1.4,0,0,1,5
,,,,,,,,8-Sep,,364,566,188,31,4854,8.6,2117,5.8,3.7,1927,5.3,20,17,0,24,4.4,81,14.8,141,37,35,112,17.6,29,5.9,62,163,16,96,1.5,67,1.1,4,15.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
