,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,39,1,1,9/12/2021,CAR,,NYJ,"W, 19-14",*,24,35,14,38.9,273,7.8,132,5.5,3.8,147,6.1,0,2,0,1,3,7,21.2,12,5,7,13,36.1,0,,5,-1,1,-1,-0.2,0,0,0,
2,40,2,2,9/19/2021,CAR,,NOR,"W, 26-7",*,26,38,18,45,270,7.1,150,5.8,3.9,155,6,0,3,0,1,2.9,5,14.3,12,6,1,9,22,1,7,1,7,0,7,7,0,0,0,
3,41,3,3,9/23/2021,CAR,@,HOU,"W, 24-9",*,23,34,15,40.5,269,7.9,191,8.3,5.6,113,4.9,0,1,0,4,12.1,3,9.1,7,2,3,8,21.1,1,4,8,11,4,3,0.4,8,1,2,4
4,42,4,4,10/3/2021,CAR,@,DAL,"L, 28-36",*,26,39,13,29.5,350,9,108,4.2,2.8,193,7.4,0,0,0,0,0,10,25.6,10,4,5,14,30.4,2,10.5,6,35,4,35,5.8,0,0,0,
5,43,5,5,10/10/2021,CAR,,PHI,"L, 18-21",*,21,37,9,22.5,291,7.9,107,5.1,2.9,70,3.3,0,3,0,3,8.8,5,14.7,7,5,5,13,31,2,5,2,10,1,10,5,0,0,0,
6,44,6,6,10/17/2021,CAR,,MIN,"L, 28-34 (OT)",*,17,41,8,17.8,423,10.3,116,6.8,2.8,91,5.4,0,2,0,7,17.9,10,25.6,17,11,0,15,31.3,3,16.3,4,48,3,48,12,0,0,0,
7,45,7,7,10/24/2021,CAR,@,NYG,"L, 3-25",*,16,25,6,21.4,121,4.8,32,2,1.3,80,5,0,1,0,3,12.5,3,12.5,6,3,2,8,28.6,0,,0,0,0,0,,0,,0,
8,46,8,8,10/31/2021,CAR,@,ATL,"W, 19-13",*,13,24,7,29.2,117,4.9,57,4.4,2.4,72,5.5,1,2,0,2,9.1,5,22.7,6,2,3,5,17.9,4,12.8,8,66,5,58,7.3,8,1,0,
9,47,9,9,11/7/2021,CAR,,NWE,"L, 6-24",*,16,33,8,23.5,183,5.5,63,3.9,1.9,109,6.8,3,4,0,0,0,7,24.1,9,11,2,14,37.8,3,3,3,9,0,9,3,0,0,0,
10,48,15,16,12/26/2021,CAR,,TAM,"L, 6-32",,15,32,7,19.4,280,8.8,85,5.7,2.7,105,7,0,2,0,2,6.7,10,33.3,19,1,5,10,27,1,11,1,11,1,11,11,0,0,0,
11,49,16,17,1/2/2022,CAR,@,NOR,"L, 10-18",*,17,26,8,24.2,100,3.8,42,2.5,1.6,90,5.3,0,2,0,2,8.3,2,8.3,7,3,3,13,38.2,1,6,2,7,1,6,3,1,0.5,0,
12,50,17,18,1/9/2022,CAR,@,TAM,"L, 17-41",*,29,42,10,22.7,270,6.4,68,2.3,1.6,151,5.2,2,1,0,2,4.9,4,9.8,17,7,4,13,26.5,5,3.8,8,19,0,19,2.4,0,0,0,
,,,,,,,,8-Apr,,243,406,123,27.9,2947,7.3,1151,4.7,2.8,1376,5.7,6,23,0,27,7,71,18.5,129,60,40,135,29.1,23,8.1,48,222,20,205,4.3,17,0.4,2,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
