,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,30,3,3,9/23/2018,PHI,,IND,"W, 20-16",*,25,37,12,28.6,288,7.8,163,6.5,4.4,92,3.7,0,0,0,2,5.4,4,10.8,9,6,1,12,27.3,2,5,3,10,1,-4,-1.3,14,4.7,1,3
2,31,4,4,9/30/2018,PHI,@,TEN,"L, 23-26 (OT)",*,33,50,18,33.3,375,7.5,203,6.2,4.1,145,4.4,0,0,0,4,8,11,22,19,0,6,10,17.9,2,4,2,8,0,6,3,2,1,0,
3,32,5,5,10/7/2018,PHI,,MIN,"L, 21-23",*,24,35,15,39.5,307,8.8,188,7.8,5.4,123,5.1,0,2,1,1,3.1,5,15.6,10,2,0,5,11.9,4,5.8,5,26,1,24,4.8,2,0.4,0,
4,33,6,6,10/11/2018,PHI,@,NYG,"W, 34-13",*,26,36,15,40.5,234,6.5,134,5.2,3.7,144,5.5,0,0,0,1,2.8,2,5.6,9,1,4,6,15.4,2,7,2,14,1,14,7,0,0,0,
5,34,7,7,10/21/2018,PHI,,CAR,"L, 17-21",*,30,37,14,34.1,300,8.1,182,6.1,4.9,128,4.3,0,0,0,0,0,4,10.8,16,3,3,10,24.4,0,,3,3,2,0,0,3,1,0,
6,35,8,8,10/28/2018,PHI,@,JAX,"W, 24-18",*,21,30,15,44.1,242,8.1,120,5.7,4,166,7.9,0,0,0,0,0,5,16.7,6,6,2,12,32.4,3,10.3,6,28,2,28,4.7,0,0,0,
7,36,9,10,11/11/2018,PHI,,DAL,"L, 20-27",*,32,44,20,43.5,379,8.6,230,7.2,5.2,130,4.1,0,0,1,1,2.3,2,4.7,10,6,4,12,25.5,1,5,2,7,1,7,3.5,0,0,0,
8,37,10,11,11/18/2018,PHI,@,NOR,"L, 7-48",*,19,33,9,25,315,9.5,84,4.4,2.5,72,3.8,0,0,0,0,0,9,27.3,9,4,2,9,25,0,,1,6,0,6,6,0,0,0,
9,38,11,12,11/25/2018,PHI,,NYG,"W, 25-22",*,20,28,11,35.5,154,5.5,111,5.6,4,125,6.3,0,0,0,3,10.7,2,7.1,9,3,3,9,29,0,,2,-2,0,-2,-1,0,0,0,
10,39,12,13,12/3/2018,PHI,,WAS,"W, 28-13",*,27,39,18,46.2,204,5.2,116,4.3,3,190,7,0,1,0,0,0,8,21.1,19,8,2,10,25.6,0,,4,-4,0,-4,-1,0,0,0,
11,40,13,14,12/9/2018,PHI,@,DAL,"L, 23-29 (OT)",*,22,32,12,35.3,276,8.6,140,6.4,4.4,88,4,0,0,0,3,9.4,5,15.6,7,5,4,11,30.6,2,1,4,-3,0,-12,-3,9,2.3,0,
,,,,,,,,6-May,,279,401,159,36.8,3074,7.7,1671,6,4.2,1403,5,0,3,2,15,3.8,57,14.4,123,44,31,106,23.7,16,5.8,34,93,8,63,1.9,30,0.9,1,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
