,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,223,1,1,9/11/2022,IND,@,HOU,"T, 20-20 (OT)",*,32,50,20,38.5,317,6.3,180,5.6,3.6,172,5.4,2,0,0,3,6,5,10,11,4,4,10,18.5,2,6,4,12,2,12,3,0,0,0
2,224,2,2,9/18/2022,IND,@,JAX,"L, 0-24",*,16,30,6,17.1,256,8.5,131,8.2,4.4,64,4,2,1,0,1,3.4,5,17.2,10,4,7,16,45.7,0,,0,0,0,0,,0,,0
3,225,3,3,9/25/2022,IND,,KAN,"W, 20-17",*,27,37,12,28.6,165,4.5,106,3.9,2.9,116,4.3,0,1,0,2,5.6,6,16.7,17,1,5,11,25.6,1,3,3,4,1,2,0.7,2,0.7,0
4,226,4,4,10/2/2022,IND,,TEN,"L, 17-24",*,27,37,17,42.5,236,6.4,205,7.6,5.5,151,5.6,2,0,0,0,0,7,18.9,7,2,3,8,19.5,1,2,2,-4,0,-4,-2,0,0,0
5,227,5,5,10/6/2022,IND,@,DEN,"W, 12-9 (OT)",*,26,41,14,29.8,260,6.3,138,5.3,3.4,113,4.3,0,4,1,2,5.6,3,8.3,14,3,6,15,31.3,1,1,1,1,0,1,1,0,0,0
6,228,6,6,10/16/2022,IND,,JAX,"W, 34-27",*,42,58,22,37.9,299,5.2,180,4.3,3.1,209,5,2,3,0,1,1.8,6,10.9,18,4,6,10,17.2,0,,1,-4,0,-4,-4,0,0,0
7,229,7,7,10/23/2022,IND,@,TEN,"L, 10-19",*,33,44,12,25.5,177,4,124,3.8,2.8,119,3.6,2,3,0,1,2.4,4,9.8,11,4,7,14,29.2,1,2,1,2,0,2,2,0,0,0
8,230,10,10,11/13/2022,IND,@,LVR,"W, 25-20",*,21,28,10,34.5,172,6.1,108,5.1,3.9,114,5.4,0,1,0,2,7.4,1,3.7,11,0,0,1,3.3,1,39,4,38,2,34,8.5,4,1,0
9,231,11,11,11/20/2022,IND,,PHI,"L, 16-17",*,23,32,9,25,194,6.1,109,4.7,3.4,104,4.5,0,1,0,0,0,5,16.1,5,6,0,10,27.8,0,,1,1,1,1,1,0,0,0
10,232,12,12,11/28/2022,IND,,PIT,"L, 17-24",*,22,34,11,29.7,214,6.3,127,5.8,3.7,72,3.3,0,2,0,3,9.4,2,6.3,15,2,5,10,25.6,2,10,4,22,2,18,4.5,4,1,0
11,233,13,13,12/4/2022,IND,@,DAL,"L, 19-54",*,21,37,12,30,218,5.9,133,6.3,3.6,100,4.8,2,1,0,2,5.6,8,22.2,12,2,3,8,20,0,,3,-2,1,-3,-1,1,0.3,0
12,234,14,15,12/17/2022,IND,@,MIN,"L, 36-39 (OT)",*,19,33,11,30.6,255,7.7,102,5.4,3.1,80,4.2,0,0,0,2,6.1,8,24.2,14,1,5,9,24.3,1,1,3,0,0,0,0,0,0,0
,,,,,,,,4/7/2001,,309,461,156,31.3,2763,6,1643,5.3,3.6,1414,4.6,12,17,1,19,4.3,60,13.5,145,33,51,122,24,10,8,27,70,9,59,2.2,11,0.4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
