,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,234,1,1,9/12/2021,PIT,@,BUF,"W, 23-16",*,18,32,9,26.5,196,6.1,103,5.7,3.2,85,4.7,1,0,0,0,0,9,28.1,10,4,4,10,28.6,1,8,4,5,0,5,1.3,0,0,0
2,235,2,2,9/19/2021,PIT,,LVR,"L, 17-26",*,27,40,13,31,388,9.7,138,5.1,3.5,157,5.8,1,1,0,1,2.6,5,12.8,2,4,6,12,28.6,0,,0,0,0,0,,0,,0
3,236,3,3,9/26/2021,PIT,,CIN,"L, 10-24",*,38,58,16,25.8,314,5.4,127,3.3,2.2,191,5,0,0,0,8,13.8,9,15.5,8,3,5,12,19,1,5,1,5,1,5,5,0,0,0
4,237,4,4,10/3/2021,PIT,@,GNB,"L, 17-27",*,26,40,11,26.2,294,7.4,121,4.7,3,111,4.3,1,1,0,1,2.6,8,20.5,10,2,3,7,16.7,0,,0,0,0,0,,0,,0
5,238,5,5,10/10/2021,PIT,,DEN,"W, 27-19",*,15,25,12,46.2,193,7.7,103,6.9,4.1,150,10,1,0,0,2,8,5,20,9,2,1,4,15.4,0,,1,-1,0,-1,-1,0,0,0
6,239,6,6,10/17/2021,PIT,,SEA,"W, 23-20 (OT)",*,29,40,14,34.1,273,6.8,123,4.2,3.1,106,3.7,0,1,0,2,5.1,5,12.8,11,6,1,8,19.5,0,,2,-3,0,-3,-1.5,0,0,0
7,240,7,8,10/31/2021,PIT,@,CLE,"W, 15-10",*,22,34,13,36.1,198,5.8,85,3.9,2.5,181,8.2,0,0,0,0,0,7,20.6,10,1,2,5,13.9,0,,1,0,0,0,0,0,0,0
8,241,8,9,11/8/2021,PIT,,CHI,"W, 29-27",*,21,30,8,23.5,151,5,102,4.9,3.4,103,4.9,0,1,1,0,0,4,14.3,3,3,1,8,23.5,0,,2,0,0,-1,-0.5,1,0.5,0
9,242,10,11,11/21/2021,PIT,@,LAC,"L, 37-41",*,28,44,14,29.8,325,7.4,154,5.5,3.5,119,4.3,2,0,0,0,0,10,22.7,10,1,3,7,14.9,0,,0,0,0,0,,0,,0
10,243,11,12,11/28/2021,PIT,@,CIN,"L, 10-41",*,24,41,15,34.1,296,7.2,167,7,4.1,96,4,0,1,0,3,7.5,9,22.5,5,0,4,7,15.9,0,,0,0,0,0,,0,,0
11,244,12,13,12/5/2021,PIT,,BAL,"W, 20-19",*,21,31,11,34.4,260,8.4,84,4,2.7,152,7.2,2,1,0,2,6.7,4,13.3,13,3,2,6,18.8,0,,1,-1,0,-1,-1,0,0,0
12,245,13,14,12/9/2021,PIT,@,MIN,"L, 28-36",*,28,40,11,24.4,293,7.3,216,7.7,5.4,92,3.3,3,0,1,3,7.7,2,5.1,12,1,2,8,17.4,1,5,1,5,1,3,3,2,2,0
13,246,14,15,12/19/2021,PIT,,TEN,"W, 19-13",*,16,25,7,25,118,4.7,49,3.1,2,99,6.2,1,0,0,1,4,6,24,6,3,0,6,21.4,0,,3,0,1,0,0,0,0,0
14,247,15,16,12/26/2021,PIT,@,KAN,"L, 10-36",*,23,35,10,27,190,5.4,77,3.3,2.2,82,3.6,0,0,0,3,8.6,7,20,7,3,0,5,13.5,0,,0,0,0,0,,0,,0
15,248,16,17,1/3/2022,PIT,,CLE,"W, 26-14",*,24,46,10,20.8,283,6.2,40,1.7,0.9,83,3.5,1,0,0,2,4.3,12,26.1,14,7,3,12,25,0,,1,-1,0,-1,-1,0,0,0
16,249,17,18,1/9/2022,PIT,@,BAL,"W, 16-13 (OT)",*,30,44,14,31.1,283,6.4,119,4,2.7,125,4.2,0,0,0,2,4.5,9,20.5,15,1,1,3,6.7,0,,3,-4,0,-4,-1.3,0,0,0
,,,,,,,,7-Sep,,390,605,188,29.2,4055,6.7,1808,4.6,3,1932,5,13,6,2,30,5,111,18.6,145,44,38,120,18.6,3,6,20,5,3,2,0.1,3,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
