,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,43,3,3,9/23/2024,JAX,@,BUF,"L, 10-47",,5,8,1,11.1,13,1.6,-3,-0.6,-0.4,25,5,0,0,0,0,0,1,12.5,0,0,0,1,11.1,0,,0,0,0,0,,0,,0
2,44,6,6,10/13/2024,JAX,@,CHI,"L, 16-35",,1,1,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,50,0,,0,0,0,0,,0,,0
3,45,10,10,11/10/2024,JAX,,MIN,"L, 7-12",*,14,22,5,20,183,8.3,59,4.2,2.7,52,3.7,0,1,0,2,9.5,3,14.3,7,0,1,4,14.8,2,3.5,5,8,2,6,1.2,2,0.4,0
4,46,11,11,11/17/2024,JAX,@,DET,"L, 6-52",*,17,29,7,23.3,354,12.2,66,3.9,2.3,72,4.2,0,1,0,0,0,9,32.1,15,2,1,4,12.9,1,5,2,7,1,7,3.5,0,0,0
5,47,12,13,12/1/2024,JAX,,HOU,"L, 20-23",,20,32,12,37.5,274,8.6,92,4.6,2.9,143,7.2,1,0,0,1,3.1,8,25,6,0,3,3,8.8,2,3,3,6,0,4,1.3,2,0.7,0
6,48,13,14,12/8/2024,JAX,@,TEN,"W, 10-6",*,23,31,11,34.4,164,5.3,106,4.6,3.4,114,5,1,1,0,2,6.7,1,3.3,5,0,5,6,17.6,2,2.5,3,3,0,3,1,0,0,0
7,49,14,15,12/15/2024,JAX,,NYJ,"L, 25-32",*,31,46,13,27.1,266,5.8,97,3.1,2.1,197,6.4,0,3,0,1,2.3,9,20.9,15,4,1,7,13.7,3,9,4,29,3,14,3.5,15,3.8,0
8,50,15,16,12/22/2024,JAX,@,LVR,"L, 14-19",*,25,39,9,22.5,223,5.7,143,5.7,3.7,104,4.2,2,4,0,0,0,4,11.4,6,2,3,6,15,0,,0,0,0,0,,0,,0
9,51,16,17,12/29/2024,JAX,,TEN,"W, 20-13",*,15,22,9,37.5,124,5.6,73,4.9,3.3,101,6.7,0,1,0,0,0,3,14.3,4,0,1,3,11.5,2,8,6,22,4,17,2.8,5,0.8,0
10,52,17,18,1/5/2025,JAX,@,IND,"L, 23-26 (OT)",*,20,32,10,29.4,262,8.2,125,6.3,3.9,100,5,1,1,0,1,3.2,7,22.6,4,1,3,6,16.7,2,8.5,5,17,2,6,1.2,11,2.2,0
,,,,,,,,8-Feb,,171,262,77,27.9,1869,7.1,764,4.5,2.9,908,5.3,5,12,0,7,2.8,45,18,62,9,18,41,14.1,14,5.9,28,92,12,57,2,35,1.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
