,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,70,1,1,9/7/2025,CIN,@,CLE,"W, 17-16",*,14,23,7,26.9,169,7.3,64,4.6,2.8,49,3.5,0,0,0,2,8.7,3,13,7,1,4,8,28.6,2,1.5,2,3,0,3,1.5,0,0,0
2,71,2,2,9/14/2025,CIN,,JAX,"W, 31-27",*,7,13,6,40,88,6.8,62,8.9,4.8,14,2,1,1,0,0,0,0,0,6,1,2,5,33.3,0,,0,0,0,0,,0,,0
3,72,12,13,11/27/2025,CIN,@,BAL,"W, 32-14",*,24,46,11,23.4,380,8.3,162,6.8,3.5,99,4.1,0,2,0,1,2.3,13,29.5,8,2,5,8,16.3,2,3,3,8,2,7,2.3,1,0.3,0
4,73,13,14,12/7/2025,CIN,@,BUF,"L, 34-39",*,25,36,18,48.6,329,9.1,188,7.5,5.2,96,3.8,1,0,0,2,5.6,3,8.3,11,4,4,9,24.3,0,,0,0,0,0,,0,,0
5,74,14,15,12/14/2025,CIN,,BAL,"L, 0-24",*,25,39,10,23.8,284,7.3,117,4.7,3,108,4.3,0,3,0,3,8.3,3,8.3,2,1,7,11,25,2,2.5,2,5,0,5,2.5,0,0,0
6,75,15,16,12/21/2025,CIN,@,MIA,"W, 45-21",*,25,32,16,47.1,182,5.7,156,6.2,4.9,153,6.1,0,2,0,1,3.3,2,6.7,5,4,2,8,22.9,1,5,2,6,1,6,3,0,0,0
7,76,16,17,12/28/2025,CIN,,ARI,"W, 37-14",*,24,31,16,47.1,259,8.4,132,5.5,4.3,173,7.2,1,2,0,0,0,1,3.4,6,3,1,7,20,1,2,3,2,1,2,0.7,0,0,0
8,77,17,18,1/4/2026,CIN,,CLE,"L, 18-20",*,29,39,16,39,165,4.2,104,3.6,2.7,132,4.6,2,1,0,0,0,3,7.9,11,1,3,6,14,2,8.5,2,17,1,17,8.5,0,0,0
,,,,,,,,3-May,,173,259,100,36.2,1856,7.2,985,5.7,3.8,824,4.8,5,11,0,9,3.6,28,11.3,56,17,28,62,21.7,10,3.8,14,41,5,40,2.9,1,0.1,0
