,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,50,1,1,9/10/2023,LAC,,MIA,"L, 34-36",*,23,33,10,27.8,234,7.1,107,4.7,3.2,122,5.3,0,2,0,1,3.2,6,19.4,7,4,1,8,22.2,0,,5,17,4,17,3.4,0,0,0,
2,51,2,2,9/17/2023,LAC,@,TEN,"L, 24-27 (OT)",*,27,41,14,31.8,441,10.8,192,7.1,4.7,113,4.2,0,2,0,1,2.6,6,15.4,6,1,1,5,11.4,0,,1,0,0,0,0,0,0,0,
3,52,3,3,9/24/2023,LAC,@,MIN,"W, 28-24",*,40,47,21,43.8,319,6.8,209,5.2,4.4,196,4.9,0,0,0,1,2.1,4,8.5,39,3,3,7,14.3,1,12,2,11,1,11,5.5,0,0,0,
4,53,4,4,10/1/2023,LAC,,LVR,"W, 24-17",*,13,24,6,23.1,289,12,82,6.3,3.4,85,6.5,1,0,0,1,4.2,6,25,6,3,3,8,26.7,4,9,12,27,3,20,1.7,7,0.6,1,12
5,54,5,6,10/16/2023,LAC,,DAL,"L, 17-20",*,22,37,12,31.6,246,6.6,96,4.4,2.6,131,6,3,0,0,2,5.4,7,18.9,15,1,7,9,20.5,6,3.3,6,20,1,11,1.8,9,1.5,0,
6,55,6,7,10/22/2023,LAC,@,KAN,"L, 17-31",*,17,30,11,31.4,324,10.8,164,9.6,5.5,95,5.6,1,0,0,1,3.3,7,23.3,9,0,3,8,22.2,1,6,2,5,0,5,2.5,0,0,0,
7,56,7,8,10/29/2023,LAC,,CHI,"W, 30-13",*,31,40,18,45,179,4.5,94,3,2.4,204,6.6,1,2,0,1,2.6,3,7.9,14,5,2,7,17.1,1,1,1,1,0,1,1,0,0,0,
8,57,8,9,11/6/2023,LAC,@,NYJ,"W, 27-6",*,16,30,7,20,160,5.3,72,4.5,2.4,64,4,3,2,0,3,10.7,4,14.3,4,3,7,15,40.5,2,8.5,3,17,1,8,2.7,9,3,0,
9,58,9,10,11/12/2023,LAC,,DET,"L, 38-41",*,27,40,16,40,267,6.7,158,5.9,4,165,6.1,0,0,0,1,2.5,8,20,14,3,5,8,19.5,1,13,4,15,2,2,0.5,13,3.3,1,4
10,59,10,11,11/19/2023,LAC,@,GNB,"L, 20-23",*,21,36,11,28.9,346,9.6,156,7.4,4.3,104,5,1,0,0,4,11.1,6,16.7,8,4,3,9,20.5,6,12.3,8,73,3,62,7.8,11,1.4,0,
11,60,11,12,11/26/2023,LAC,,BAL,"L, 10-20",*,29,44,11,23.4,298,6.8,100,3.4,2.3,117,4,0,2,0,2,4.8,4,9.5,14,7,4,14,27.5,4,11.8,4,47,1,43,10.8,4,1,0,
12,61,12,13,12/3/2023,LAC,@,NWE,"W, 6-0",*,22,37,8,21.6,269,7.3,108,4.9,2.9,104,4.7,0,1,0,4,11.1,4,11.1,14,1,1,2,5.3,1,1,4,-5,0,-5,-1.3,0,0,0,
13,62,13,14,12/10/2023,LAC,,DEN,"L, 7-24",*,9,17,5,23.8,107,6.3,33,3.7,1.9,63,7,1,0,0,0,0,6,35.3,8,1,2,7,33.3,0,,0,0,0,0,,0,,0,
,,,,,,,,8-May,,297,456,150,30.9,3479,7.6,1571,5.3,3.4,1563,5.3,11,11,0,22,4.9,71,16,158,36,42,107,20.9,27,8.4,52,228,16,175,3.4,53,1,2,26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
