,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,13,1,1,9/11/2022,CHI,,SFO,"W, 19-10",*,8,17,4,21.1,162,9.5,54,6.8,3.2,67,8.4,0,0,0,0,0,7,41.2,1,3,1,6,27.3,3,5.3,11,28,3,15,1.4,13,1.2,1,11
2,14,2,2,9/18/2022,CHI,@,GNB,"L, 10-27",*,7,11,2,14.3,121,11,37,5.3,3.4,33,4.7,0,0,0,1,9.1,2,18.2,4,2,2,7,43.8,2,4,8,20,2,19,2.4,1,0.1,1,8
3,15,3,3,9/25/2022,CHI,,HOU,"W, 23-20",*,8,17,5,22.7,153,9,61,7.6,3.6,45,5.6,1,1,0,2,12.5,4,25,4,2,3,10,38.5,4,10.8,8,47,2,35,4.4,12,1.5,0,
4,16,4,4,10/2/2022,CHI,@,NYG,"L, 12-20",*,11,22,6,21.4,215,9.8,97,8.8,4.4,77,7,1,2,0,2,10,4,20,16,1,5,12,34.3,7,7.4,7,52,4,40,5.7,12,1.7,0,
5,17,5,5,10/9/2022,CHI,@,MIN,"L, 22-29",*,15,21,9,39.1,173,8.2,87,5.8,4.1,121,8.1,1,0,0,2,9.5,2,9.5,5,2,1,5,17.2,6,7.5,8,47,3,26,3.3,21,2.6,1,8
6,18,6,6,10/13/2022,CHI,,WAS,"L, 7-12",*,14,27,9,28.1,279,10.3,129,9.2,4.8,61,4.4,2,0,0,1,3.7,8,29.6,9,0,8,13,31,10,8.6,12,88,4,69,5.8,19,1.6,2,6
7,19,7,7,10/24/2022,CHI,@,NWE,"W, 33-14",*,13,21,10,40,205,9.8,110,8.5,5.2,69,5.3,2,0,0,0,0,5,23.8,10,8,2,14,53.8,1,20,14,82,7,68,4.9,14,1,0,
8,20,8,8,10/30/2022,CHI,@,DAL,"L, 29-49",*,17,23,4,14.8,204,8.9,69,4.1,3,82,4.8,1,1,0,1,4.5,1,4.5,5,0,1,5,16.1,4,12.5,8,60,5,39,4.9,21,2.6,0,
9,21,9,9,11/6/2022,CHI,,MIA,"L, 32-35",*,17,28,7,23.3,226,8.1,62,3.6,2.2,61,3.6,0,1,0,3,11.1,6,22.2,16,2,1,5,12.8,9,15.7,15,178,12,156,10.4,22,1.5,1,15
10,22,10,10,11/13/2022,CHI,,DET,"L, 30-31",*,12,20,6,26.1,198,9.9,102,8.5,5.1,65,5.4,1,2,0,0,0,3,16.7,10,6,0,9,34.6,3,5,13,147,6,130,10,17,1.3,1,13
11,23,11,11,11/20/2022,CHI,@,ATL,"L, 24-27",*,14,21,7,28,186,8.9,89,6.4,4.2,64,4.6,0,2,0,0,0,3,15.8,0,2,1,7,22.6,6,6.3,18,85,7,62,3.4,23,1.3,0,
12,24,13,13,12/4/2022,CHI,,GNB,"L, 19-28",*,20,25,8,32,260,10.4,205,10.3,8.2,49,2.5,0,0,0,2,8,3,12,6,1,2,3,11.1,2,3.5,6,71,2,16,2.7,55,9.2,1,6
13,25,14,15,12/18/2022,CHI,,PHI,"L, 20-25",*,14,21,8,29.6,152,7.2,76,5.4,3.6,76,5.4,1,1,0,0,0,5,25,7,0,0,6,18.8,5,13.2,15,95,5,55,3.7,40,2.7,2,7.5
14,26,15,16,12/24/2022,CHI,,BUF,"L, 13-35",*,15,23,4,16,147,6.4,80,5.3,3.5,39,2.6,2,1,0,2,9.1,1,4.5,3,2,2,6,21.4,3,3.7,7,11,0,9,1.3,2,0.3,0,
15,27,16,17,1/1/2023,CHI,@,DET,"L, 10-41",*,7,21,2,7.1,218,10.4,27,3.9,1.3,48,6.9,0,2,0,0,0,5,26.3,6,2,2,11,34.4,4,18.8,10,132,3,117,11.7,15,1.5,0,
,,,,,,,,12-Mar,,192,318,91,24.4,2899,9.1,1285,6.7,4,957,5,12,13,0,16,5.2,59,19.3,102,33,31,119,26.9,69,9.8,160,1143,65,856,5.4,287,1.8,10,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
