,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,84,1,1,9/7/2025,SEA,,SFO,"L, 13-17",*,16,23,6,25,197,8.6,103,6.4,4.5,47,2.9,0,0,1,0,0,4,18.2,4,3,2,6,24,1,5,2,14,1,14,7,0,0,0
2,85,2,2,9/14/2025,SEA,@,PIT,"W, 31-17",*,22,33,13,37.1,265,8,165,7.5,5,130,5.9,2,3,0,0,0,3,10,15,3,5,10,28.6,0,,0,0,0,0,,0,,0
3,86,3,3,9/21/2025,SEA,,NOR,"W, 44-13",*,14,18,10,55.6,158,8.8,155,11.1,8.6,63,4.5,1,1,0,0,0,2,11.8,6,1,2,3,16.7,0,,0,0,0,0,,0,,0
4,87,4,4,9/25/2025,SEA,@,ARI,"W, 23-20",*,18,26,11,37.9,237,9.1,145,8.1,5.6,97,5.4,0,2,0,1,4.2,3,12.5,10,0,0,3,10,1,24,1,24,1,24,24,0,0,0
5,88,5,5,10/5/2025,SEA,,TAM,"L, 35-38",*,28,34,18,52.9,275,8.1,237,8.5,7,104,3.7,1,0,0,0,0,2,5.9,9,4,2,6,17.6,0,,0,0,0,0,,0,,0
6,89,6,6,10/12/2025,SEA,@,JAX,"W, 20-12",*,16,27,10,35.7,355,13.1,200,12.5,7.4,95,5.9,1,3,0,2,8.3,2,8.3,5,2,3,6,20.7,1,6,4,2,1,2,0.5,0,0,0
7,90,7,7,10/20/2025,SEA,,HOU,"W, 27-19",*,17,31,9,27.3,271,8.7,133,7.8,4.3,80,4.7,2,3,0,0,0,8,28.6,8,3,3,8,23.5,1,3,3,1,0,1,0.3,0,0,0
8,91,8,9,11/2/2025,SEA,@,WAS,"W, 38-14",*,21,24,13,54.2,207,8.6,185,8.8,7.7,145,6.9,0,0,0,0,0,1,4.2,6,0,1,1,4.2,0,,0,0,0,0,,0,,0
9,92,9,10,11/9/2025,SEA,,ARI,"W, 44-22",*,10,12,6,46.2,128,10.7,99,9.9,8.3,79,7.9,0,0,0,0,0,1,8.3,5,0,1,2,15.4,0,,3,-2,0,-2,-0.7,0,0,0
10,93,10,11,11/16/2025,SEA,@,LAR,"L, 19-21",*,29,44,15,34.1,342,7.8,166,5.7,3.8,113,3.9,2,2,0,0,0,9,21.4,8,9,3,12,26.7,1,8,2,11,1,11,5.5,0,0,0
11,94,11,12,11/23/2025,SEA,@,TEN,"W, 30-24",*,16,26,9,33.3,245,9.4,122,7.6,4.7,122,7.6,0,1,0,1,4,4,16,7,6,2,9,33.3,0,,1,-1,0,-1,-1,0,0,0
12,95,12,13,11/30/2025,SEA,,MIN,"W, 26-0",*,14,26,8,26.7,93,3.6,18,1.3,0.7,110,7.9,4,3,0,3,13,0,0,16,1,1,6,20,0,,0,0,0,0,,0,,0
13,96,13,14,12/7/2025,SEA,@,ATL,"W, 37-9",*,20,30,11,34.4,255,8.5,135,6.8,4.5,114,5.7,0,0,0,2,6.7,7,23.3,12,5,1,8,23.5,2,10,3,23,2,21,7,2,0.7,0
14,97,14,15,12/14/2025,SEA,,IND,"W, 18-16",*,22,36,9,24.3,241,6.7,146,6.6,4.1,125,5.7,0,1,2,2,6.1,9,27.3,12,1,4,6,15.4,2,2,4,5,2,5,1.3,0,0,0
15,98,15,16,12/18/2025,SEA,,LAR,"W, 38-37 (OT)",*,22,34,11,28.9,206,6.1,117,5.3,3.4,153,7,1,2,1,1,3.2,6,19.4,6,5,2,11,27.5,2,2.5,3,7,1,4,1.3,3,1,0
16,99,16,17,12/28/2025,SEA,@,CAR,"W, 27-10",*,18,27,8,26.7,141,5.2,74,4.1,2.7,73,4.1,2,1,0,3,11.5,2,7.7,15,2,2,7,22.6,1,3,3,2,0,2,0.7,0,0,0
17,100,17,18,1/3/2026,SEA,@,SFO,"W, 13-3",*,20,26,11,39.3,126,4.8,70,3.5,2.7,128,6.4,0,0,0,0,0,3,11.5,5,2,1,5,16.7,2,5.5,6,9,1,6,1,3,0.5,0
,,,,,,,,14-3,,323,477,178,35.3,3742,7.8,2270,7,4.8,1778,5.5,16,22,4,15,3.3,66,14.6,149,47,35,109,21,14,6.4,35,95,10,87,2.5,8,0.2,0
