,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,183,1,1,9/8/2022,LAR,,BUF,"L, 10-31",*,29,41,14,29.2,239,5.8,116,4,2.8,124,4.3,0,0,0,2,4.9,7,17.1,1,1,7,15,30.6,1,2,1,2,1,2,2,0,0,0,
2,184,2,2,9/18/2022,LAR,,ATL,"W, 31-27",*,27,36,16,43.2,249,6.9,150,5.6,4.2,122,4.5,0,0,0,0,0,4,11.1,6,0,0,1,2.7,0,,0,0,0,0,,0,,0,
3,185,3,3,9/25/2022,LAR,@,ARI,"W, 20-12",*,18,25,10,38.5,220,8.8,69,3.8,2.8,180,10,0,0,0,1,4,6,24,10,0,4,5,18.5,1,4,3,2,1,2,0.7,0,0,0,
4,186,4,4,10/3/2022,LAR,@,SFO,"L, 9-24",*,32,48,16,29.1,244,5.1,115,3.6,2.4,139,4.3,2,0,0,2,4.2,9,18.8,19,5,5,17,30.4,1,4,2,6,0,0,0,6,3,1,2
5,187,5,5,10/9/2022,LAR,,DAL,"L, 10-22",*,28,42,9,19.1,322,7.7,136,4.9,3.2,172,6.1,1,2,0,1,2.5,9,22.5,9,6,5,16,34,0,,0,0,0,0,,0,,0,
6,188,6,6,10/16/2022,LAR,,CAR,"W, 24-10",*,26,33,16,47.1,146,4.4,100,3.8,3,153,5.9,0,2,0,0,0,3,9.7,12,5,1,7,20.6,0,,2,-3,0,-3,-1.5,0,0,0,
7,189,7,8,10/30/2022,LAR,,SFO,"L, 14-31",*,22,33,11,31.4,138,4.2,88,4,2.7,99,4.5,0,2,0,1,3.2,5,16.1,9,3,0,5,13.9,1,1,2,-1,1,-1,-0.5,0,0,0,
8,190,8,9,11/6/2022,LAR,@,TAM,"L, 13-16",*,13,27,6,19.4,242,9,68,5.2,2.5,97,7.5,0,0,1,3,11.5,8,30.8,6,2,4,10,32.3,0,,2,-1,0,-1,-0.5,0,0,0,
9,191,10,11,11/20/2022,LAR,@,NOR,"L, 20-27",*,11,18,7,36.8,218,12.1,117,10.6,6.5,42,3.8,0,0,0,1,5.6,3,16.7,5,1,1,3,15,1,4,1,4,0,4,4,0,0,0,
,,,,,,,,6-Mar,,206,303,105,31.6,2018,6.7,959,4.7,3.2,1128,5.5,3,6,1,11,3.7,54,18.2,77,23,27,79,23.4,5,3,13,9,3,3,0.2,6,0.5,1,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
