,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,126,1,1,9/11/2022,MIN,,GNB,"W, 23-7",*,23,32,12,36.4,164,5.1,125,5.4,3.9,152,6.6,0,1,0,0,0,8,25.8,5,3,7,11,33.3,0,,0,0,0,0,,0,,0
2,127,2,2,9/19/2022,MIN,@,PHI,"L, 7-24",*,27,46,16,33.3,258,5.6,117,4.3,2.5,104,3.9,0,1,0,4,8.9,6,13.3,12,3,6,11,22,2,10,2,20,1,7,3.5,13,6.5,0
3,128,3,3,9/25/2022,MIN,,DET,"W, 28-24",*,24,41,16,38.1,333,8.1,141,5.9,3.4,119,5,1,3,1,1,2.7,10,27,16,6,6,13,31,0,,1,-1,0,-1,-1,0,0,0
4,129,4,4,10/2/2022,MIN,@,NOR,"W, 28-25",*,25,38,14,34.1,267,7,161,6.4,4.2,112,4.5,0,4,0,4,11.8,3,8.8,3,2,3,8,19.5,0,,0,0,0,0,,0,,0
5,130,5,5,10/9/2022,MIN,,CHI,"W, 29-22",*,32,41,17,40.5,185,4.5,149,4.7,3.6,147,4.6,2,2,1,1,2.6,3,7.9,5,5,2,8,18.6,1,5,4,4,2,3,0.8,1,0.3,0
6,131,6,6,10/16/2022,MIN,@,MIA,"W, 24-16",*,20,30,7,21.2,167,5.6,76,3.8,2.5,99,5,0,2,0,0,0,3,10.7,14,2,3,8,24.2,0,,2,-5,0,-5,-2.5,0,0,0
7,132,7,8,10/30/2022,MIN,,ARI,"W, 34-26",*,24,36,11,28.2,233,6.5,127,5.3,3.5,105,4.4,1,5,0,0,0,4,12.9,17,4,6,13,31,3,6.3,4,22,2,19,4.8,3,0.8,0
8,133,8,9,11/6/2022,MIN,@,WAS,"W, 20-17",*,22,40,12,28.6,404,10.1,199,9,5,66,3,2,2,0,2,5.3,8,21.1,12,2,9,13,31,0,,2,-2,1,-2,-1,0,0,0
9,134,9,10,11/13/2022,MIN,@,BUF,"W, 33-30 (OT)",*,30,50,14,25.9,430,8.6,242,8.1,4.8,115,3.8,2,0,0,3,6,10,20,13,2,5,11,19.6,2,8,6,12,1,12,2,0,0,0
10,135,10,11,11/20/2022,MIN,,DAL,"L, 3-40",*,12,23,7,23.3,191,8.3,76,6.3,3.3,29,2.4,0,2,0,1,4.8,4,19,4,0,5,12,40,0,,0,0,0,0,,0,,0
11,136,11,12,11/24/2022,MIN,,NWE,"W, 33-26",*,30,37,15,39.5,208,5.6,171,5.7,4.6,128,4.3,0,1,0,1,2.8,4,11.1,9,1,3,5,13.2,0,,1,-1,0,-1,-1,0,0,0
12,137,12,13,12/4/2022,MIN,,NYJ,"W, 27-22",*,21,35,12,32.4,329,9.4,128,6.1,3.7,45,2.1,1,2,0,3,9.1,5,15.2,6,0,7,9,23.7,1,11,3,9,1,-2,-0.7,11,3.7,0
13,138,13,14,12/11/2022,MIN,@,DET,"L, 23-34",*,31,41,18,40.9,451,11,288,9.3,7,137,4.4,0,1,0,1,2.5,4,10,10,1,5,9,20.5,0,,0,0,0,0,,0,,0
14,139,14,15,12/17/2022,MIN,,IND,"W, 39-36 (OT)",*,34,54,22,36.1,436,8.1,180,5.3,3.3,280,8.2,2,1,0,1,1.9,9,17,6,0,4,11,17.7,1,1,2,0,0,-1,-0.5,1,0.5,0
15,140,15,16,12/24/2022,MIN,,NYG,"W, 27-24",*,34,48,17,32.7,322,6.7,150,4.4,3.1,149,4.4,1,0,1,1,2.1,6,12.8,19,3,7,14,26.9,0,,1,2,1,2,2,0,0,0
16,141,16,17,1/1/2023,MIN,@,GNB,"L, 17-41",*,18,31,10,30.3,262,8.5,118,6.6,3.8,87,4.8,2,0,0,2,6.5,3,9.7,3,0,6,8,22.9,2,18.5,3,37,2,35,11.7,2,0.7,0
17,142,17,18,1/8/2023,MIN,@,CHI,"W, 29-13",*,17,20,10,50,166,8.3,121,7.1,6.1,104,6.1,0,0,0,0,0,3,15,5,2,0,2,10,0,,0,0,0,0,,0,,0
,,,,,,,,13-4,,424,643,230,33.4,4806,7.5,2569,6.1,4,1978,4.7,14,27,3,25,4.1,93,15.2,159,36,84,166,23.7,12,9.1,31,97,11,66,2.1,31,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
