,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,165,3,3,9/21/2025,ATL,@,CAR,"L, 0-30",,5,7,1,14.3,10,1.4,10,2,1.4,19,3.8,0,0,0,1,14.3,1,14.3,0,0,0,0,0,0,,0,0,0,0,,0,,0
2,166,7,8,10/26/2025,ATL,,MIA,"L, 10-34",*,21,31,7,21.9,285,9.2,98,4.7,3.2,75,3.6,0,1,0,1,3.3,6,20,9,4,3,8,25,0,,2,2,0,0,0,2,1,0
3,167,10,11,11/16/2025,ATL,,CAR,"L, 27-30 (OT)",,6,14,3,21.4,126,9,24,4,1.7,24,4,0,1,0,1,7.7,2,15.4,3,1,1,2,14.3,0,,1,2,1,2,2,0,0,0
4,168,11,12,11/23/2025,ATL,@,NOR,"W, 24-10",*,16,23,7,26.9,169,7.3,112,7,4.9,87,5.4,0,2,1,0,0,1,5,10,4,0,7,25.9,1,6,2,5,1,5,2.5,0,0,0
5,169,12,13,11/30/2025,ATL,@,NYJ,"L, 24-27",*,21,33,12,34.3,154,4.7,25,1.2,0.8,209,10,0,2,0,2,6.5,2,6.5,13,2,4,8,22.9,0,,0,0,0,0,,0,,0
6,170,13,14,12/7/2025,ATL,,SEA,"L, 9-37",*,15,30,6,19.4,223,7.4,66,4.4,2.2,96,6.4,1,2,0,1,3.6,5,17.9,6,3,5,9,29,0,,0,0,0,0,,0,,0
7,171,14,15,12/11/2025,ATL,@,TAM,"W, 29-28",*,30,44,19,42.2,337,7.7,165,5.5,3.8,208,6.9,0,2,1,3,7.3,7,17.1,12,1,3,5,11.1,0,,0,0,0,0,,0,,0
8,172,15,16,12/21/2025,ATL,@,ARI,"W, 26-19",*,21,35,11,30.6,201,5.7,60,2.9,1.7,137,6.5,1,1,0,3,8.8,6,17.6,11,1,4,6,16.7,0,,5,-3,2,-5,-1,2,0.4,0
9,173,16,17,12/29/2025,ATL,,LAR,"W, 27-24",*,13,20,9,45,144,7.2,69,5.3,3.5,57,4.4,0,0,0,0,0,6,30,2,1,7,8,40,0,,1,1,0,1,1,0,0,0
10,174,17,18,1/4/2026,ATL,,NOR,"W, 19-17",*,18,32,11,30.6,226,7.1,109,6.1,3.4,71,3.9,1,1,1,0,0,5,16.7,4,0,4,8,21.6,1,2,3,0,0,0,0,0,0,0
,,,,,,,,5-May,,166,269,86,30.5,1875,7,738,4.4,2.7,983,5.9,3,12,3,12,4.7,41,16.1,70,17,31,61,21.5,2,4,14,7,4,3,0.2,4,0.3,0
