,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,1,1,1,9/8/2024,CHI,,TEN,"W, 24-17",*,14,29,5,16.1,182,6.3,45,3.2,1.6,48,3.4,3,2,0,1,3.7,9,33.3,9,4,2,8,24.2,2,8,5,15,1,12,2.4,3,0.6,0,
2,2,2,2,9/15/2024,CHI,@,HOU,"L, 13-19",*,23,37,7,15.9,291,7.9,43,1.9,1.2,131,5.7,0,3,0,2,5.9,8,23.5,15,3,3,13,27.1,4,11,5,44,1,31,6.2,13,2.6,0,
3,3,3,3,9/22/2024,CHI,@,IND,"L, 16-21",*,33,52,18,32.1,516,9.9,243,7.4,4.7,120,3.6,0,3,1,1,2.1,11,22.9,6,7,1,12,21.4,0,,1,8,1,8,8,0,0,0,
4,4,4,4,9/29/2024,CHI,,LAR,"W, 24-18",*,17,23,7,26.9,144,6.3,56,3.3,2.4,101,5.9,0,0,0,0,0,6,26.1,9,2,1,6,23.1,0,,5,12,1,10,2,2,0.4,0,
5,5,5,5,10/6/2024,CHI,,CAR,"W, 36-10",*,20,29,12,40,208,7.2,122,6.1,4.2,182,9.1,0,1,0,0,0,6,21.4,12,0,1,2,5.7,5,6.8,5,34,3,28,5.6,6,1.2,0,
6,6,6,6,10/13/2024,CHI,,JAX,"W, 35-16",*,23,29,14,43.8,107,3.7,78,3.4,2.7,148,6.4,1,3,0,0,0,2,7.7,5,1,1,5,14.7,2,21,4,56,3,35,8.8,21,5.3,0,
7,7,7,8,10/27/2024,CHI,@,WAS,"L, 15-18",*,10,24,6,22.2,314,13.1,92,9.2,3.8,39,3.9,0,2,0,0,0,12,54.5,11,5,5,13,39.4,6,7,9,47,2,41,4.6,6,0.7,0,
8,8,8,9,11/3/2024,CHI,@,ARI,"L, 9-29",*,22,41,10,21.3,369,9,130,5.9,3.2,87,4,0,5,0,2,5.6,8,22.2,13,8,3,17,34,3,2,4,5,0,5,1.3,0,0,0,
9,9,9,10,11/10/2024,CHI,,NWE,"L, 3-19",*,16,30,6,15.4,187,6.2,72,4.5,2.4,48,3,2,4,0,1,3.8,4,15.4,9,1,4,14,34.1,2,7.5,2,15,2,8,4,7,3.5,0,
10,10,10,11,11/17/2024,CHI,,GNB,"L, 19-20",*,23,31,12,35.3,212,6.8,111,4.8,3.6,120,5.2,0,0,0,1,3.2,6,19.4,8,0,3,6,15.4,5,9.8,9,70,5,64,7.1,6,0.7,1,9
11,11,11,12,11/24/2024,CHI,,MIN,"L, 27-30 (OT)",*,32,47,14,28,329,7,157,4.9,3.3,183,5.7,1,0,1,3,6.5,9,19.6,19,5,2,10,18.2,5,5.8,6,33,3,33,5.5,0,0,0,
12,12,12,13,11/28/2024,CHI,@,DET,"L, 20-23",*,20,39,11,25,524,13.4,155,7.8,4,101,5.1,0,2,1,2,5.6,9,25,8,0,4,9,18.8,4,9.8,4,39,1,35,8.8,4,1,0,
13,13,13,14,12/8/2024,CHI,@,SFO,"L, 13-38",*,17,23,9,30,137,6,65,3.8,2.8,69,4.1,0,0,0,1,4.3,2,8.7,3,0,1,8,25,2,9.5,4,27,1,18,4.5,9,2.3,2,2
14,14,14,15,12/16/2024,CHI,@,MIN,"L, 12-30",*,18,31,8,24.2,240,7.7,75,4.2,2.4,116,6.4,0,1,0,3,10,5,16.7,15,7,1,10,28.6,2,1.5,4,3,0,-1,-0.3,4,1,0,
15,15,15,16,12/22/2024,CHI,,DET,"L, 17-34",*,26,40,15,35.7,365,9.1,167,6.4,4.2,167,6.4,1,3,0,0,0,6,16.2,19,3,3,8,17.4,4,8.5,6,34,1,17,2.8,17,2.8,0,
16,16,16,17,12/26/2024,CHI,,SEA,"L, 3-6",*,16,28,7,20,202,7.2,14,0.9,0.5,108,6.8,1,2,0,2,7.7,6,23.1,10,2,4,13,34.2,3,8.3,5,37,1,36,7.2,1,0.2,0,
17,17,17,18,1/5/2025,CHI,@,GNB,"W, 24-22",*,21,29,10,33.3,116,4,50,2.4,1.7,98,4.7,0,5,1,1,4.3,1,4.3,3,4,1,6,18.8,2,3.5,3,10,1,5,1.7,5,1.7,2,1.5
,,,,,,,,12-May,,351,562,171,27.1,4443,7.9,1675,4.8,3,1866,5.3,9,36,4,20,3.8,110,21.1,174,52,40,160,23.5,51,7.9,81,489,27,385,4.8,104,1.3,5,16.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
