,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,61,1,1,9/11/2022,CAR,,CLE,"L, 24-26",*,16,27,7,22.6,167,6.2,86,5.4,3.2,149,9.3,5,2,0,0,0,3,12,5,3,0,7,21.9,1,7,5,6,2,6,1.2,0,0,0,
2,62,2,2,9/18/2022,CAR,@,NYG,"L, 16-19",*,14,29,7,22.6,222,7.7,84,6,2.9,61,4.4,2,2,0,2,7.4,9,33.3,13,3,2,7,19.4,5,5.8,6,35,2,27,4.5,8,1.3,0,
3,63,3,3,9/25/2022,CAR,,NOR,"W, 22-14",*,12,25,5,17.9,157,6.3,24,2,1,146,12.2,0,2,0,2,8.7,5,21.7,10,2,2,7,25,0,,1,-1,0,-1,-1,0,0,0,
4,64,4,4,10/2/2022,CAR,,ARI,"L, 16-26",*,22,36,8,21.1,214,5.9,91,4.1,2.5,106,4.8,5,0,0,3,8.3,6,16.7,11,0,1,3,7.9,0,,2,0,0,0,0,0,0,0,
5,65,5,5,10/9/2022,CAR,,SFO,"L, 15-37",*,20,36,7,17.5,271,7.5,106,5.3,2.9,109,5.5,0,2,0,2,5.9,5,14.7,15,3,2,9,22.5,0,,0,0,0,0,,0,,0,
6,66,9,9,11/6/2022,CAR,@,CIN,"L, 21-42",,14,20,8,40,116,5.8,71,5.1,3.6,84,6,0,0,0,1,5,3,15,1,1,0,1,5,0,,0,0,0,0,,0,,0,
7,67,11,11,11/20/2022,CAR,@,BAL,"L, 3-13",*,21,33,7,18.9,169,5.1,118,5.6,3.6,78,3.7,1,2,0,2,6.5,4,12.9,8,0,3,7,17.9,2,6,2,12,1,12,6,0,0,0,
8,68,13,14,12/8/2022,LAR,,LVR,"W, 17-16",,22,35,12,30.8,292,8.3,169,7.7,4.8,61,2.8,1,0,1,2,5.9,9,26.5,10,0,1,5,12.2,2,6,4,10,0,10,2.5,0,0,0,
9,69,14,15,12/19/2022,LAR,@,GNB,"L, 12-24",*,12,21,6,23.1,97,4.6,44,3.7,2.1,67,5.6,1,1,0,2,10,3,15,5,4,3,12,44.4,1,1,1,1,0,1,1,0,0,0,
10,70,15,16,12/25/2022,LAR,,DEN,"W, 51-14",*,24,28,14,50,95,3.4,74,3.1,2.6,156,6.5,0,1,0,0,0,2,7.4,13,0,1,1,3.4,1,2,2,2,0,2,1,0,0,0,
11,71,16,17,1/1/2023,LAR,@,LAC,"L, 10-31",*,11,19,6,27.3,220,11.6,97,8.8,5.1,35,3.2,0,1,0,0,0,5,27.8,13,6,2,11,45.8,2,4.5,3,8,1,2,0.7,6,2,1,3
12,72,17,18,1/8/2023,LAR,@,SEA,"L, 16-19 (OT)",*,13,26,7,22.6,251,9.7,67,5.2,2.6,80,6.2,1,2,0,1,4.2,6,25,6,1,4,10,31.3,1,10,5,16,1,11,2.2,5,1,0,
,,,,,,,,9-Mar,,201,335,94,25.3,2271,6.8,1031,5.1,3.1,1132,5.6,16,15,1,17,5.3,60,18.8,110,23,21,80,20.7,15,5.5,31,89,7,70,2.3,19,0.6,1,31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
