,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,47,1,1,9/13/2021,BAL,@,LVR,"L, 27-33 (OT)",*,19,30,11,33.3,242,8.1,134,7.1,4.5,101,5.3,1,1,0,2,6.9,6,20.7,3,2,5,10,25.6,6,10.5,12,86,4,36,3,50,4.2,3,4
2,48,2,2,9/19/2021,BAL,,KAN,"W, 36-35",*,18,26,11,40.7,249,9.6,120,6.7,4.6,119,6.6,0,0,1,1,4,5,20,12,1,0,2,7.1,1,20,16,107,8,66,4.1,41,2.6,3,5.3
3,49,3,3,9/26/2021,BAL,@,DET,"W, 19-17",*,16,31,10,28.6,529,17.1,226,14.1,7.3,61,3.8,1,3,1,2,7.4,3,11.1,5,5,2,11,27.5,5,10.4,7,58,1,55,7.9,3,0.4,0,
4,50,4,4,10/3/2021,BAL,@,DEN,"W, 23-7",*,22,37,14,35,420,11.4,219,10,5.9,97,4.4,1,2,0,1,2.9,7,20,27,7,4,14,33.3,2,4.5,7,28,2,25,3.6,3,0.4,0,
5,51,5,5,10/11/2021,BAL,,IND,"W, 31-25 (OT)",*,37,43,22,48.9,308,7.2,267,7.2,6.2,175,4.7,0,0,0,2,4.7,3,7,7,0,2,4,7.8,6,7.3,14,62,5,21,1.5,41,2.9,2,7
6,52,6,6,10/17/2021,BAL,,LAC,"W, 34-6",*,19,27,12,40,179,6.6,96,5.1,3.6,71,3.7,0,0,0,2,7.4,6,22.2,17,2,5,10,30.3,3,9.3,8,51,4,25,3.1,26,3.3,2,4
7,53,7,7,10/24/2021,BAL,,CIN,"L, 17-41",*,15,31,9,25,447,14.4,178,11.9,5.7,79,5.3,1,1,0,0,0,13,43.3,10,8,0,13,31,6,7,12,88,5,63,5.3,25,2.1,0,
8,54,8,9,11/7/2021,BAL,,MIN,"W, 34-31 (OT)",*,27,41,15,34.1,323,7.9,125,4.6,3,141,5.2,2,0,0,0,0,10,24.4,13,3,4,10,17.9,12,6.1,21,120,7,81,3.9,39,1.9,0,
9,55,9,10,11/11/2021,BAL,@,MIA,"L, 10-22",*,26,43,12,25.5,307,7.1,129,5,3,109,4.2,2,0,2,2,4.9,7,17.1,26,4,2,10,20.4,2,7,9,39,3,23,2.6,16,1.8,0,
10,56,11,12,11/28/2021,BAL,,CLE,"W, 16-10",*,20,32,6,17.6,278,8.7,111,5.6,3.5,54,2.7,0,0,0,0,0,10,31.3,11,0,2,4,10.8,3,5.3,17,68,5,48,2.8,20,1.2,0,
11,57,12,13,12/5/2021,BAL,@,PIT,"L, 19-20",*,23,37,12,27.3,250,6.8,118,5.1,3.2,135,5.9,1,0,0,6,16.2,4,10.8,18,7,2,16,34,3,11,8,55,4,42,5.3,13,1.6,1,8
12,58,13,14,12/12/2021,BAL,@,CLE,"L, 22-24",*,4,4,1,20,11,2.8,11,2.8,2.8,6,1.5,0,0,0,0,0,0,0,2,0,1,2,40,0,,2,5,0,0,0,5,2.5,0,
,,,,,,,,5-Jul,,246,382,135,32.1,3543,9.3,1734,7,4.5,1148,4.7,9,7,4,18,4.9,74,19.9,151,39,29,106,22.6,49,8,133,767,48,485,3.6,282,2.1,11,12.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
