,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,87,1,1,9/5/2024,BAL,@,KAN,"L, 20-27",*,26,41,11,26.2,271,6.6,107,4.1,2.6,166,6.4,2,1,0,0,0,11,27.5,13,10,1,12,23.5,9,7.8,16,122,7,87,5.4,35,2.2,3,5.3
2,88,2,2,9/15/2024,BAL,,LVR,"L, 23-26",*,21,34,14,38.9,265,7.8,148,7,4.4,99,4.7,2,1,2,0,0,4,12.9,5,2,0,4,10.5,2,8.5,5,45,1,40,8,5,1,0,
3,89,3,3,9/22/2024,BAL,@,DAL,"W, 28-25",*,12,15,8,53.3,47,3.1,31,2.6,2.1,151,12.6,0,0,0,0,0,3,20,6,0,1,1,5.9,2,3,14,87,6,58,4.1,29,2.1,2,7
4,90,4,4,9/29/2024,BAL,,BUF,"W, 35-10",*,13,18,9,47.4,115,6.4,64,4.9,3.6,92,7.1,0,1,0,4,23.5,0,0,3,0,1,2,10.5,0,,6,54,2,42,7,12,2,0,
5,91,5,5,10/6/2024,BAL,@,CIN,"W, 41-38 (OT)",*,26,42,18,41.9,384,9.1,182,7,4.3,166,6.4,1,0,0,1,2.4,13,31,19,5,6,12,25.5,4,6.5,12,55,1,43,3.6,12,1,0,
6,92,6,6,10/13/2024,BAL,,WAS,"W, 30-23",*,20,26,16,57.1,244,9.4,174,8.7,6.7,149,7.5,0,1,0,1,4,2,8,12,5,2,9,30,2,2.5,11,40,3,30,2.7,10,0.9,0,
7,93,7,7,10/21/2024,BAL,@,TAM,"W, 41-31",*,17,22,12,50,184,8.4,141,8.3,6.4,140,8.2,1,1,0,2,9.5,1,4.8,14,1,0,3,11.1,3,11.3,9,52,3,35,3.9,17,1.9,0,
8,94,8,8,10/27/2024,BAL,@,CLE,"L, 24-29",*,23,38,14,34.1,354,9.3,157,6.8,4.1,132,5.7,1,1,2,4,11.4,3,8.6,11,9,3,15,34.9,2,17,8,46,2,32,4,14,1.8,0,
9,95,9,9,11/3/2024,BAL,,DEN,"W, 41-10",*,16,19,12,60,150,7.9,141,8.8,7.4,139,8.7,1,0,0,1,5.3,1,5.3,5,0,0,1,4.5,2,6,3,4,1,3,1,1,0.3,1,3
10,96,10,10,11/7/2024,BAL,,CIN,"W, 35-34",*,25,33,14,42.4,239,7.2,108,4.3,3.3,182,7.3,0,0,0,2,6.1,2,6.1,3,1,1,2,5.4,4,6,7,33,2,14,2,19,2.7,0,
11,97,11,11,11/17/2024,BAL,@,PIT,"L, 16-18",*,16,33,9,25.7,307,9.3,97,6.1,2.9,110,6.9,3,2,0,2,6.5,7,22.6,15,4,4,10,28.6,0,,4,46,2,43,10.8,3,0.8,0,
12,98,12,12,11/25/2024,BAL,@,LAC,"W, 30-23",*,16,22,6,26.1,231,10.5,114,7.1,5.2,63,3.9,0,1,0,0,0,3,14.3,9,4,1,6,26.1,0,,8,15,1,10,1.3,5,0.6,0,
13,99,13,13,12/1/2024,BAL,,PHI,"L, 19-24",*,23,36,11,28.2,362,10.1,138,6,3.8,99,4.3,0,1,0,4,11.4,5,14.3,6,2,2,7,15.9,5,14.8,8,79,5,47,5.9,32,4,0,
14,100,14,15,12/15/2024,BAL,@,NYG,"W, 35-14",*,21,25,13,48.1,258,10.3,175,8.3,7,115,5.5,0,1,0,0,0,2,8.3,12,7,1,10,35.7,1,21,6,65,4,50,8.3,15,2.5,0,
15,101,15,16,12/21/2024,BAL,,PIT,"W, 34-17",*,15,23,12,50,221,9.6,137,9.1,6,70,4.7,0,0,0,2,8.7,4,17.4,15,1,0,2,8,1,8,9,22,1,19,2.1,3,0.3,0,
16,102,16,17,12/25/2024,BAL,@,HOU,"W, 31-2",*,10,15,7,43.8,138,9.2,53,5.3,3.5,115,11.5,1,1,0,0,0,3,21.4,9,2,3,6,33.3,2,15.5,4,87,3,83,20.8,4,1,0,
17,103,17,18,1/4/2025,BAL,,CLE,"W, 35-10",*,16,32,12,37.5,286,8.9,120,7.5,3.8,97,6.1,0,1,1,5,16.7,5,16.7,5,0,5,5,13.2,6,7,9,63,3,30,3.3,33,3.7,1,9
,,,,,,,,5-Dec,,316,474,198,39.8,4056,8.6,2087,6.6,4.4,2085,6.6,12,13,5,28,6.1,69,15.1,162,53,31,107,19.7,45,9,139,915,47,666,4.8,249,1.8,7,19.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
