,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,8,1,1,9/9/2018,HOU,@,NWE,"L, 20-27",*,17,34,8,21.6,377,11.1,117,6.9,3.4,59,3.5,0,1,0,4,12.1,8,24.2,9,4,8,15,35.7,5,9,8,40,3,40,5,0,0,1,8
2,9,2,2,9/16/2018,HOU,@,TEN,"L, 17-20",*,22,32,13,36.1,399,12.5,239,10.9,7.5,71,3.2,0,2,1,0,0,3,10.3,11,10,6,20,50,4,11,5,44,2,37,7.4,7,1.4,0,
3,10,3,3,9/23/2018,HOU,,NYG,"L, 22-27",*,24,40,18,41.9,439,11,220,9.2,5.5,165,6.9,0,0,2,0,0,9,23.7,5,5,8,16,33.3,5,7.2,5,36,2,34,6.8,2,0.4,0,
4,11,4,4,9/30/2018,HOU,@,IND,"W, 37-34 (OT)",*,29,42,23,46.9,303,7.2,219,7.6,5.2,156,5.4,0,0,2,4,10,7,17.5,9,6,3,16,30.8,3,8,6,41,3,38,6.3,3,0.5,0,
5,12,5,5,10/7/2018,HOU,,DAL,"W, 19-16 (OT)",*,33,44,18,40,290,6.6,192,5.8,4.4,183,5.5,0,1,0,1,2.3,5,11.6,16,2,9,12,23.5,6,6.8,10,40,1,40,4,0,0,0,
6,13,6,6,10/14/2018,HOU,,BUF,"W, 20-13",*,15,25,9,28.1,196,7.8,83,5.5,3.3,94,6.3,0,0,0,2,8,4,16,9,5,5,17,51.5,1,3,2,2,1,-1,-0.5,3,1.5,0,
7,14,7,7,10/21/2018,HOU,@,JAX,"W, 20-7",*,12,24,7,28,221,9.2,96,8,4,43,3.6,0,0,0,0,0,10,41.7,6,4,2,7,25,3,3.7,7,13,1,6,0.9,7,1,0,
8,15,8,8,10/25/2018,HOU,,MIA,"W, 42-23",*,16,20,8,40,185,9.3,138,8.6,6.9,101,6.3,0,0,0,0,0,3,15,7,4,0,4,19,1,14,1,14,1,14,14,0,0,0,
9,16,9,9,11/4/2018,HOU,@,DEN,"W, 19-17",*,17,24,11,39.3,159,6.6,99,5.8,4.1,114,6.7,0,2,0,0,0,3,13.6,11,2,0,6,17.6,6,6.3,6,38,0,16,2.7,22,3.7,0,
10,17,10,11,11/18/2018,HOU,@,WAS,"W, 23-21",*,16,24,8,29.6,122,5.1,68,4.3,2.8,140,8.8,0,0,0,2,8.3,5,20.8,9,4,1,8,27.6,2,4,3,7,0,3,1,4,1.3,1,3
11,18,11,12,11/26/2018,HOU,,TEN,"W, 34-17",*,19,24,11,39.3,189,7.9,122,6.4,5.1,88,4.6,0,0,1,2,8.7,2,8.7,10,3,0,7,20.6,6,9,9,70,2,60,6.7,10,1.1,2,4.5
12,19,12,13,12/2/2018,HOU,,CLE,"W, 29-13",*,22,31,12,34.3,221,7.1,105,4.8,3.4,119,5.4,0,2,0,1,3.4,4,13.8,17,4,3,11,27.5,5,5.8,7,30,4,21,3,9,1.3,0,
13,20,13,14,12/9/2018,HOU,,IND,"L, 21-24",*,27,38,14,32.6,257,6.8,115,4.3,3,152,5.6,0,0,0,0,0,7,18.4,11,4,3,12,26.1,3,7,5,35,2,26,5.2,9,1.8,0,
14,21,14,15,12/15/2018,HOU,@,NYJ,"W, 29-22",*,22,28,12,35.3,264,9.4,183,8.3,6.5,111,5,0,2,0,0,0,3,11.5,15,7,3,16,45.7,1,4,4,26,1,21,5.3,5,1.3,0,
15,22,15,16,12/23/2018,HOU,@,PHI,"L, 30-32",*,29,40,17,38.6,418,10.5,271,9.3,6.8,68,2.3,0,3,0,0,0,6,16.2,5,5,4,13,26,6,6.8,8,49,4,49,6.1,0,0,0,
16,23,16,17,12/30/2018,HOU,,JAX,"W, 20-3",*,25,35,13,31.7,230,6.6,134,5.4,3.8,100,4,0,0,0,1,2.9,5,14.3,13,8,4,18,42.9,1,3,13,66,6,48,3.7,18,1.4,1,13
,,,,,,,,5-Nov,,345,505,202,35.6,4270,8.5,2401,7,4.8,1764,5.1,0,13,6,17,3.5,84,17.3,163,77,59,198,31.7,58,7.2,99,551,33,452,4.6,99,1,5,19.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
