,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,39,1,1,9/10/2020,HOU,@,KAN,"L, 20-34",*,20,32,13,36.1,283,8.8,121,6.1,3.8,132,6.6,0,1,0,4,12.9,5,16.1,13,8,3,15,37.5,4,6.8,6,27,3,17,2.8,10,1.7,0,
2,40,2,2,9/20/2020,HOU,,BAL,"L, 16-33",*,25,36,15,37.5,283,7.9,163,6.5,4.5,112,4.5,0,2,1,0,0,6,18.2,18,6,7,17,37.8,5,3.4,5,17,1,16,3.2,1,0.2,0,
3,41,3,3,9/27/2020,HOU,@,PIT,"L, 21-28",*,19,27,12,37.5,285,10.6,182,9.6,6.7,82,4.3,0,0,0,0,0,5,18.5,7,7,6,18,54.5,1,5,1,5,0,5,5,0,0,0,
4,42,4,4,10/4/2020,HOU,,MIN,"L, 23-31",*,20,33,12,33.3,300,9.1,198,9.9,6,102,5.1,0,2,0,1,3.2,7,22.6,9,3,1,7,17.5,4,2.3,5,9,1,6,1.2,3,0.6,1,5
5,43,5,5,10/11/2020,HOU,,JAX,"W, 30-14",*,25,35,16,44.4,366,10.5,223,8.9,6.4,136,5.4,0,0,0,0,0,5,14.3,15,1,4,6,15.8,2,12.5,2,25,1,14,7,11,5.5,0,
6,44,6,6,10/18/2020,HOU,@,TEN,"L, 36-42 (OT)",*,28,37,17,43.6,327,8.8,223,8,6,112,4,0,0,1,1,2.8,5,13.9,9,3,3,8,19,3,6,4,26,1,14,3.5,12,3,0,
7,45,7,7,10/25/2020,HOU,,GNB,"L, 20-35",*,29,39,15,35.7,248,6.4,176,6.1,4.5,133,4.6,0,1,0,3,7.9,3,7.9,12,4,1,8,16.7,6,6.5,7,38,3,32,4.6,6,0.9,1,7
8,46,8,9,11/8/2020,HOU,@,JAX,"W, 27-25",*,19,32,10,29.4,291,9.1,87,4.6,2.7,194,10.2,0,3,0,1,3.4,6,20.7,20,4,2,8,20,6,8.8,10,50,3,36,3.6,14,1.4,1,10
9,47,9,10,11/15/2020,HOU,@,CLE,"L, 7-10",*,20,30,7,21.9,180,6,71,3.6,2.4,92,4.6,1,1,0,0,0,7,24.1,13,1,1,4,11.8,2,6,8,36,4,36,4.5,0,0,0,
10,48,10,11,11/22/2020,HOU,,NWE,"W, 27-20",*,28,37,17,45.9,314,8.5,177,6.3,4.8,167,6,1,0,0,2,5.4,5,13.5,4,8,2,10,23.3,6,6,6,36,2,34,5.7,2,0.3,0,
11,49,11,12,11/26/2020,HOU,@,DET,"W, 41-25",*,17,25,15,55.6,319,12.8,203,11.9,8.1,115,6.8,1,2,0,1,4.3,2,8.7,6,6,1,9,30,3,9,8,24,2,24,3,0,0,0,
12,50,12,13,12/6/2020,HOU,,IND,"L, 20-26",*,26,38,15,34.9,394,10.4,235,9,6.2,106,4.1,0,1,0,0,0,4,10.8,6,5,4,14,29.2,5,5.4,7,38,1,16,2.3,22,3.1,2,3.5
13,51,13,14,12/13/2020,HOU,@,CHI,"L, 7-36",*,21,30,10,27.8,200,6.7,100,4.8,3.3,119,5.7,1,3,0,2,7.4,3,11.1,9,4,4,14,33.3,6,6.5,7,38,3,37,5.3,1,0.1,0,
14,52,14,15,12/20/2020,HOU,@,IND,"L, 20-27",*,33,41,17,37,313,7.6,233,7.1,5.7,140,4.2,1,3,0,1,2.6,3,7.9,7,9,3,17,34.7,3,5.3,6,25,3,17,2.8,8,1.3,0,
15,53,15,16,12/27/2020,HOU,,CIN,"L, 31-37",*,24,33,14,41.2,339,10.3,186,7.8,5.6,138,5.8,0,0,0,1,3,5,15.2,6,2,6,9,24.3,3,11,5,38,3,19,3.8,19,3.8,2,2.5
16,54,16,17,1/3/2021,HOU,,TEN,"L, 38-41",*,28,39,16,37.2,398,10.2,272,9.7,7,93,3.3,0,0,0,2,5.1,8,20.5,14,4,2,10,21.7,3,4,3,12,0,8,2.7,4,1.3,0,
,,,,,,,,12-Apr,,382,544,221,37.3,4840,8.9,2850,7.5,5.2,1973,5.2,5,19,2,19,3.6,79,15.1,168,75,50,174,26.6,62,6.4,90,444,31,331,3.7,113,1.3,7,12.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
