,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,150,1,1,9/9/2018,GNB,,CHI,"W, 24-23",*,20,30,11,34.4,285,9.5,127,6.4,4.2,159,8,0,5,0,0,0,4,16,3,3,2,7,21.2,1,15,1,15,0,15,15,0,0,0,
2,151,2,2,9/16/2018,GNB,,MIN,"T, 29-29 (OT)",*,30,42,11,23.9,300,7.1,158,5.3,3.8,123,4.1,0,4,1,2,5.4,3,8.1,11,4,4,12,25,2,5.5,3,8,1,8,2.7,0,0,0,
3,152,3,3,9/23/2018,GNB,@,WAS,"L, 17-31",*,27,44,11,22.9,328,7.5,99,3.7,2.3,166,6.1,0,3,0,4,9.8,9,22,8,6,2,12,24,2,6.5,2,13,2,13,6.5,0,0,0,
4,153,4,4,9/30/2018,GNB,,BUF,"W, 22-0",*,22,40,12,28.6,423,10.6,154,7,3.9,144,6.5,0,0,0,5,12.5,8,20,8,2,2,6,13,4,8.5,5,31,3,31,6.2,0,0,0,
5,154,5,5,10/7/2018,GNB,@,DET,"L, 23-31",*,32,52,23,41.1,456,8.8,253,7.9,4.9,189,5.9,0,2,0,2,4,14,28,5,4,3,11,19,2,5.5,3,10,2,10,3.3,0,0,0,
6,155,6,6,10/15/2018,GNB,,SFO,"W, 33-30",*,25,46,17,34.7,379,8.2,207,8.3,4.5,218,8.7,0,7,1,1,2.6,11,28.9,14,13,4,20,38.5,3,11.3,3,34,2,32,10.7,2,0.7,0,
7,156,7,8,10/28/2018,GNB,@,LAR,"L, 27-29",*,18,30,11,33.3,257,8.6,170,9.4,5.7,116,6.4,0,2,0,0,0,8,28.6,10,6,5,14,41.2,1,5,1,5,0,3,3,2,2,0,
8,157,8,9,11/4/2018,GNB,@,NWE,"L, 17-31",*,24,43,14,31.8,397,9.2,157,6.5,3.7,102,4.3,0,5,0,1,2.6,8,21.1,10,5,4,10,21.3,3,3.3,4,8,0,1,0.3,7,1.8,0,
9,158,9,10,11/11/2018,GNB,,MIA,"W, 31-12",*,19,28,11,36.7,193,6.9,89,4.7,3.2,110,5.8,0,2,0,2,7.7,3,11.5,9,2,1,5,15.2,3,8,6,21,1,21,3.5,0,0,0,
10,159,10,11,11/15/2018,GNB,@,SEA,"L, 24-27",*,21,30,11,31.4,347,11.6,198,9.4,6.6,134,6.4,0,2,0,2,7.1,4,14.3,7,4,0,9,25,1,3,1,3,1,3,3,0,0,0,
11,160,11,12,11/25/2018,GNB,@,MIN,"L, 17-24",*,17,28,8,25,289,10.3,132,7.8,4.7,66,3.9,0,4,0,0,0,5,20.8,3,6,1,11,34.4,0,,0,0,0,0,,0,,0,
12,161,12,13,12/2/2018,GNB,,ARI,"L, 17-20",*,31,50,15,29.4,424,8.5,109,3.5,2.2,124,4,0,3,0,5,10.6,9,19.1,23,12,3,16,29.6,3,6.7,3,20,2,20,6.7,0,0,0,
13,162,13,14,12/9/2018,GNB,,ATL,"W, 34-20",*,21,32,11,30.6,273,8.5,118,5.6,3.7,78,3.7,0,3,0,0,0,4,13.8,14,5,1,10,25.6,3,14.7,3,44,2,44,14.7,0,0,1,3
14,163,14,15,12/16/2018,GNB,@,CHI,"L, 17-24",*,25,42,15,31.9,461,11,132,5.3,3.1,142,5.7,0,2,0,1,2.5,6,15,10,11,2,18,36,3,8.3,3,25,1,25,8.3,0,0,0,
15,164,15,16,12/23/2018,GNB,@,NYJ,"W, 44-38 (OT)",*,37,55,19,32.2,383,7,196,5.3,3.6,246,6.6,0,3,0,2,3.8,9,17.3,17,6,4,14,22.6,3,10.7,5,32,3,30,6,2,0.4,0,
16,165,16,17,12/30/2018,GNB,,DET,"L, 0-31",*,3,5,0,0,42,8.4,9,3,1.8,17,5.7,0,1,0,0,0,1,25,1,1,0,2,33.3,0,,0,0,0,0,,0,,0,
,,,,,,,,6/9/2001,,372,597,200,31,5237,8.8,2308,6.2,3.9,2134,5.7,0,48,2,27,4.9,106,19.4,153,90,38,177,26,34,8.3,43,269,20,256,6,13,0.3,1,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
