,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,35,1,1,9/10/2023,JAX,@,IND,"W, 31-21",*,24,32,10,29.4,216,6.8,148,6.2,4.6,93,3.9,1,0,0,1,3.1,5,15.6,3,1,1,4,11.1,2,7,7,21,2,19,2.7,2,0.3,0,
2,36,2,2,9/17/2023,JAX,,KAN,"L, 9-17",*,22,41,14,31.1,283,6.9,107,4.9,2.6,109,5,2,1,0,3,7.5,10,25,18,11,2,17,35.4,3,9.7,5,26,1,20,4,6,1.2,1,5
3,37,3,3,9/24/2023,JAX,,HOU,"L, 17-37",*,27,40,12,30,292,7.3,139,5.1,3.5,140,5.2,1,2,0,4,10.5,4,10.5,7,3,5,8,19,2,4.5,3,12,1,11,3.7,1,0.3,0,
4,38,4,4,10/1/2023,JAX,,ATL,"W, 23-7",*,23,30,11,34.4,179,6,122,5.3,4.1,85,3.7,0,0,0,2,6.7,5,16.7,8,3,4,9,25,4,9.8,8,42,3,40,5,2,0.3,0,
5,39,5,5,10/8/2023,JAX,@,BUF,"W, 25-20",*,25,37,16,38.1,294,7.9,206,8.2,5.6,109,4.4,4,0,0,2,5.4,3,8.1,16,5,4,14,29.8,5,6.2,7,31,1,19,2.7,12,1.7,1,7
6,40,6,6,10/15/2023,JAX,,IND,"W, 37-20",*,20,30,6,18.2,222,7.4,85,4.3,2.8,96,4.8,0,2,0,0,0,6,21.4,7,0,2,5,14.3,2,8,3,15,0,13,4.3,2,0.7,0,
7,41,7,7,10/19/2023,JAX,@,NOR,"W, 31-24",*,20,29,8,27.6,187,6.4,60,3,2.1,144,7.2,2,0,0,0,0,5,17.2,5,1,0,1,2.9,5,12.6,8,59,3,56,7,3,0.4,0,
8,42,8,8,10/29/2023,JAX,@,PIT,"W, 20-10",*,24,32,11,31.4,220,6.9,166,6.9,5.2,126,5.3,1,0,0,2,6.3,4,12.5,16,2,2,7,19.4,1,10,1,10,0,0,0,10,10,1,1
9,43,9,10,11/12/2023,JAX,,SFO,"L, 3-34",*,17,29,7,20.6,187,6.4,78,4.6,2.7,107,6.3,2,1,0,0,0,7,25,4,0,4,9,25,2,3.5,2,7,0,7,3.5,0,0,0,
10,44,10,11,11/19/2023,JAX,,TEN,"W, 34-14",*,24,32,13,39.4,304,9.5,179,7.5,5.6,83,3.5,0,1,0,0,0,7,22.6,8,4,2,7,19.4,3,6.3,5,17,2,14,2.8,3,0.6,1,5
11,45,11,12,11/26/2023,JAX,@,HOU,"W, 24-21",*,23,38,13,34.2,322,8.5,154,6.7,4.1,210,9.1,0,1,0,3,8.1,7,18.9,9,0,2,2,5.3,0,,2,0,1,0,0,0,0,0,
12,46,12,13,12/4/2023,JAX,,CIN,"L, 31-34 (OT)",*,22,29,10,32.3,369,12.7,181,8.2,6.2,77,3.5,1,0,0,1,3.4,2,6.9,4,4,1,7,21.2,2,2,5,8,3,3,0.6,5,1,0,
13,47,13,14,12/10/2023,JAX,@,CLE,"L, 27-31",*,28,50,16,29.6,495,9.9,137,4.9,2.7,120,4.3,1,2,0,0,0,11,22.9,10,2,8,14,25,2,6,3,11,0,8,2.7,3,1,0,
14,48,14,15,12/17/2023,JAX,,BAL,"L, 7-23",*,25,43,9,20.5,431,10,169,6.8,3.9,95,3.8,0,0,0,4,9.3,10,23.3,15,0,2,3,6.3,4,10.3,4,41,3,39,9.8,2,0.5,1,4
15,49,15,16,12/24/2023,JAX,@,TAM,"L, 12-30",*,17,29,11,34.4,318,11,136,8,4.7,75,4.4,0,0,0,1,3.4,10,34.5,15,1,1,5,14.3,3,9.7,4,29,3,27,6.8,2,0.5,0,
16,50,17,18,1/7/2024,JAX,@,TEN,"L, 20-28",*,29,43,12,27.9,308,7.2,171,5.9,4,109,3.8,1,2,0,1,2.4,8,19.5,13,2,2,4,8.9,2,5,3,10,0,9,3,1,0.3,0,
,,,,,,,,8-Aug,,370,564,179,29.9,4627,8.2,2238,6,4,1778,4.8,16,12,0,24,4.3,104,18.8,158,39,42,116,18.1,42,7.9,70,339,23,285,4.1,54,0.8,5,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
