,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,219,1,1,9/14/2020,PIT,@,NYG,"W, 26-16",*,21,32,14,41.2,221,6.9,124,5.9,3.9,105,5,0,1,0,3,9.7,4,12.9,7,4,3,9,25.7,1,11,3,9,1,9,3,0,0,0
2,220,2,2,9/20/2020,PIT,,DEN,"W, 26-21",*,29,41,15,35.7,233,5.7,143,4.9,3.5,168,5.8,2,0,0,4,9.8,3,7.3,9,6,2,9,21.4,0,,3,-2,0,-2,-0.7,0,0,0
3,221,3,3,9/27/2020,PIT,,HOU,"W, 28-21",*,23,36,13,34.2,323,9,97,4.2,2.7,140,6.1,0,1,0,3,8.6,6,17.1,13,7,3,12,30.8,1,2,5,-3,0,-5,-1,2,0.4,0
4,222,4,5,10/11/2020,PIT,,PHI,"W, 38-29",*,27,34,13,37.1,196,5.8,101,3.7,3,138,5.1,0,0,0,0,0,4,11.8,6,3,1,5,14.3,0,,2,-2,0,-2,-1,0,0,0
5,223,5,6,10/18/2020,PIT,,CLE,"W, 38-7",*,14,22,5,20.8,173,7.9,98,7,4.5,64,4.6,1,0,0,1,4.5,2,9.1,7,1,0,3,12.5,0,,3,5,1,2,0.7,3,1,0
6,224,6,7,10/25/2020,PIT,@,TEN,"W, 27-24",*,32,49,15,30.6,266,5.4,110,3.4,2.2,158,4.9,0,0,0,3,6.1,6,12.2,17,2,5,7,14.3,0,,1,-1,0,-1,-1,0,0,0
7,225,7,8,11/1/2020,PIT,@,BAL,"W, 28-24",*,21,32,11,32.4,232,7.3,89,4.2,2.8,93,4.4,1,0,0,2,6.3,6,18.8,12,0,4,6,17.6,0,,0,0,0,0,,0,,0
8,226,8,9,11/8/2020,PIT,@,DAL,"W, 24-19",*,29,42,15,35.7,313,7.5,121,4.2,2.9,185,6.4,1,0,0,3,7.1,8,19,7,1,2,3,7,1,8,1,8,1,8,8,0,0,0
9,227,9,10,11/15/2020,PIT,,CIN,"W, 36-10",*,27,46,17,37,431,9.4,181,6.7,3.9,152,5.6,1,0,0,3,6.5,12,26.1,17,1,8,9,19.6,0,,1,0,0,0,0,0,0,0
10,228,10,11,11/22/2020,PIT,@,JAX,"W, 27-3",*,32,46,12,26.1,372,8.1,156,4.9,3.4,111,3.5,0,0,0,1,2.2,8,17.4,19,0,3,3,6.5,0,,0,0,0,0,,0,,0
11,229,11,12,12/2/2020,PIT,,BAL,"W, 19-14",*,36,51,16,31.4,241,4.7,131,3.6,2.6,135,3.8,0,0,0,4,7.8,5,9.8,18,4,6,10,19.6,0,,1,-1,0,-1,-1,0,0,0
12,230,12,13,12/7/2020,PIT,,WAS,"L, 17-23",*,33,53,13,24.5,325,6.1,156,4.7,2.9,149,4.5,3,0,0,6,11.3,5,9.4,9,4,2,6,11.3,0,,1,0,0,0,0,0,0,0
13,231,13,14,12/13/2020,PIT,@,BUF,"L, 15-26",*,21,37,10,26.3,242,6.5,71,3.4,1.9,116,5.5,1,0,0,4,10.8,5,13.5,14,6,4,11,28.9,0,,0,0,0,0,,0,,0
14,232,14,15,12/21/2020,PIT,@,CIN,"L, 17-27",*,20,38,6,15.4,307,8.1,65,3.3,1.7,105,5.3,2,0,0,0,0,10,26.3,15,2,9,12,30.8,0,,2,-1,0,-1,-0.5,0,0,0
15,233,15,16,12/27/2020,PIT,,IND,"W, 28-24",*,34,49,18,36,345,7,207,6.1,4.2,134,3.9,1,0,0,2,4.1,7,14.3,5,1,1,3,6,0,,2,-1,0,-1,-0.5,0,0,0
,,,,,,,,3-Dec,,399,608,193,31.1,4220,6.9,1850,4.6,3,1953,4.9,13,2,0,39,6.4,91,15,175,42,53,108,17.3,3,7,25,11,3,6,0.2,5,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
