,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,18,1,1,9/11/2022,NWE,@,MIA,"L, 7-20",*,21,30,10,31.3,282,9.4,126,6,4.2,87,4.1,1,0,0,0,0,4,13.3,7,2,1,5,15.2,1,2,2,0,0,-1,-0.5,1,0.5,0
2,19,2,2,9/18/2022,NWE,@,PIT,"W, 17-14",*,21,35,10,28.6,327,9.3,166,7.9,4.7,86,4.1,1,1,0,4,11.8,6,17.6,9,2,3,5,13.2,3,3.7,7,6,2,2,0.3,4,0.6,0
3,20,3,3,9/25/2022,NWE,,BAL,"L, 26-37",*,22,32,12,34.3,389,12.2,213,9.7,6.7,108,4.9,0,0,0,0,0,5,15.6,9,0,1,4,10,5,6.2,5,31,2,29,5.8,2,0.4,0
4,21,7,7,10/24/2022,NWE,,CHI,"L, 14-33",*,3,6,1,16.7,62,10.3,11,3.7,1.8,2,0.7,0,0,0,1,16.7,1,16.7,1,1,1,2,22.2,3,8,3,24,1,24,8,0,0,0
5,22,8,8,10/30/2022,NWE,@,NYJ,"W, 22-17",*,24,35,9,22,160,4.6,59,2.5,1.7,135,5.6,0,3,0,1,3.1,5,15.6,9,8,4,18,40.9,3,8.7,7,19,2,16,2.3,3,0.4,0
6,23,9,9,11/6/2022,NWE,,IND,"W, 26-3",*,20,30,6,17.6,164,5.5,62,3.1,2.1,85,4.3,0,1,0,1,3.4,5,17.2,4,7,0,11,32.4,0,,1,-2,0,-2,-2,0,0,0
7,24,10,11,11/20/2022,NWE,,NYJ,"W, 10-3",*,23,27,8,24.2,127,4.7,85,3.7,3.1,161,7,0,0,0,2,7.4,1,3.7,6,1,0,7,21.2,0,,2,3,1,2,1,1,0.5,0
8,25,11,12,11/24/2022,NWE,@,MIN,"L, 26-33",*,28,39,14,33.3,310,7.9,199,7.1,5.1,183,6.5,0,3,1,1,2.9,2,5.7,6,3,0,6,14.3,0,,0,0,0,0,,0,,0
9,26,12,13,12/1/2022,NWE,,BUF,"L, 10-24",*,22,36,7,18.9,221,6.1,54,2.5,1.5,141,6.4,1,2,0,3,8.8,3,8.8,2,4,3,8,21.1,1,5,3,7,1,7,2.3,0,0,0
10,27,13,14,12/12/2022,NWE,@,ARI,"W, 27-13",*,24,35,13,36.1,172,4.9,97,4,2.8,138,5.8,1,2,0,3,9.1,2,6.1,7,3,0,4,10.8,1,2,5,-1,0,-1,-0.2,0,0,0
11,28,14,15,12/18/2022,NWE,@,LVR,"L, 24-30",*,13,31,6,19.4,294,9.5,51,3.9,1.6,61,4.7,2,1,0,2,6.7,10,33.3,5,0,5,5,15.2,2,5.5,4,10,1,10,2.5,0,0,0
12,29,15,16,12/24/2022,NWE,,CIN,"L, 18-22",*,21,33,9,24.3,394,11.9,167,8,5.1,73,3.5,0,1,1,2,6.5,4,12.9,8,1,4,9,24.3,0,,1,-1,0,-1,-1,0,0,0
13,30,16,17,1/1/2023,NWE,,MIA,"W, 23-21",*,20,33,9,25,288,8.7,123,6.2,3.7,81,4.1,2,1,0,3,9.4,7,21.9,13,2,2,7,19.4,0,,3,1,1,1,0.3,0,0,0
14,31,17,18,1/8/2023,NWE,@,BUF,"L, 23-35",*,26,40,13,31.7,284,7.1,153,5.9,3.8,90,3.5,0,1,0,5,12.8,2,5.1,8,0,3,4,9.5,1,3,4,5,1,5,1.3,0,0,0
,,,,,,,,8-Jun,,288,442,127,26.7,3474,7.9,1566,5.4,3.5,1431,5,8,16,2,28,6.6,57,13.4,94,34,27,95,19.2,20,5.8,47,102,12,91,1.9,11,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
