,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,223,1,1,9/7/2025,LAR,,HOU,"W, 14-9",*,21,29,13,40.6,234,8.1,177,8.4,6.1,68,3.2,0,1,0,2,7.1,4,14.3,9,0,3,6,18.8,0,,4,-2,0,-2,-0.5,0,0,0
2,224,2,2,9/14/2025,LAR,@,TEN,"W, 33-19",*,23,33,12,35.3,262,7.9,166,7.2,5,132,5.7,0,0,0,2,6.1,4,12.1,9,1,5,7,20.6,0,,2,-6,0,-6,-3,0,0,0
3,225,3,3,9/21/2025,LAR,@,PHI,"L, 26-33",*,19,33,10,29.4,274,8.3,139,7.3,4.2,57,3,0,0,0,0,0,10,30.3,11,1,6,8,23.5,0,,0,0,0,0,,0,,0
4,226,4,4,9/28/2025,LAR,,IND,"W, 27-20",*,29,41,15,34.1,334,8.1,220,7.6,5.4,155,5.3,0,1,1,1,2.6,6,15.4,11,2,6,11,24.4,1,6,4,4,0,4,1,0,0,0
5,227,5,5,10/2/2025,LAR,,SFO,"L, 23-26 (OT)",*,30,47,18,37.5,528,11.2,269,9,5.7,120,4,1,0,1,4,8.7,8,17.4,6,0,1,2,4.2,0,,1,0,0,0,0,0,0,0
6,228,6,6,10/12/2025,LAR,@,BAL,"W, 17-3",*,17,26,10,35.7,229,8.8,118,6.9,4.5,63,3.7,0,0,0,2,7.7,5,19.2,9,0,0,2,6.9,1,3,4,1,0,1,0.3,0,0,0
7,229,7,7,10/19/2025,LAR,@,JAX,"W, 35-7",*,21,33,14,42.4,357,10.8,117,5.6,3.5,65,3.1,0,0,0,2,6.1,7,21.2,17,8,3,11,32.4,1,2,2,1,0,1,0.5,0,0,0
8,230,8,9,11/2/2025,LAR,,NOR,"W, 34-10",*,24,32,14,41.2,319,10,176,7.3,5.5,105,4.4,0,1,0,0,0,3,9.7,5,2,1,5,14.7,0,,4,-4,0,-4,-1,0,0,0
9,231,9,10,11/9/2025,LAR,@,SFO,"W, 42-26",*,24,36,20,54.1,332,9.2,138,5.8,3.8,142,5.9,0,2,0,0,0,7,20.6,17,6,6,13,35.1,0,,3,-3,0,-3,-1,0,0,0
10,232,10,11,11/16/2025,LAR,,SEA,"W, 21-19",*,15,28,6,21.4,150,5.4,56,3.7,2,74,4.9,1,1,0,1,3.7,7,25.9,11,5,3,8,28.6,0,,0,0,0,0,,0,,0
11,233,11,12,11/23/2025,LAR,,TAM,"W, 34-7",*,25,35,16,44.4,249,7.1,161,6.4,4.6,112,4.5,0,1,0,0,0,6,17.6,7,2,2,5,13.9,0,,0,0,0,0,,0,,0
12,234,12,13,11/30/2025,LAR,@,CAR,"L, 28-31",*,18,28,12,40,221,7.9,119,6.6,4.3,124,6.9,2,1,0,0,0,6,22.2,7,0,0,2,6.7,0,,1,-1,0,-1,-1,0,0,0
13,235,13,14,12/7/2025,LAR,@,ARI,"W, 45-17",*,22,31,13,41.9,223,7.2,185,8.4,6,96,4.4,0,0,0,1,3.2,6,19.4,6,1,2,3,9.7,0,,0,0,0,0,,0,,0
14,236,14,15,12/14/2025,LAR,,DET,"W, 41-34",*,24,38,20,50,471,12.4,248,10.3,6.5,120,5,0,0,0,1,2.6,6,15.8,9,1,6,9,22,1,2,1,2,0,1,1,1,1,0
15,237,15,16,12/18/2025,LAR,@,SEA,"L, 37-38 (OT)",*,29,49,17,34.7,472,9.6,249,8.6,5.1,208,7.2,1,1,0,5,10.4,11,22.9,9,2,3,5,9.8,2,3,2,6,0,5,2.5,1,0.5,0
16,238,16,17,12/29/2025,LAR,@,ATL,"L, 24-27",*,22,38,10,24.4,344,9.1,149,6.8,3.9,120,5.5,0,2,0,2,5.6,6,16.7,8,4,2,9,22,0,,0,0,0,0,,0,,0
17,239,17,18,1/4/2026,LAR,,ARI,"W, 37-20",*,25,40,16,39,359,9,170,6.8,4.3,89,3.6,0,3,1,5,13.9,3,8.3,8,6,3,10,23.8,1,3,1,3,0,3,3,0,0,0
,,,,,,,,5-Dec,,388,597,236,38.1,5358,9,2857,7.4,4.8,1850,4.8,5,14,3,28,4.8,105,18.1,159,41,52,116,18.5,7,3.1,29,1,0,-1,0,2,0.1,0
