,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,66,1,1,9/8/2024,ARI,@,BUF,"L, 28-34",*,21,31,10,28.6,197,6.4,62,3,2,100,4.8,1,0,0,4,12.9,3,9.7,9,4,2,10,26.3,3,15.7,5,57,3,38,7.6,19,3.8,0,
2,67,2,2,9/15/2024,ARI,,LAR,"W, 41-10",*,17,21,9,40.9,214,10.2,165,9.7,7.9,101,5.9,0,0,0,1,4.8,3,14.3,4,2,0,3,11.5,4,12.3,5,59,2,24,4.8,35,7,0,
3,68,3,3,9/22/2024,ARI,,DET,"L, 13-20",*,21,34,10,28.6,409,12,145,6.9,4.3,62,3,0,0,0,0,0,8,23.5,8,3,3,7,18.9,2,12,5,45,2,43,8.6,2,0.4,0,
4,69,4,4,9/29/2024,ARI,,WAS,"L, 14-42",*,16,22,5,19.2,139,6.3,79,4.9,3.6,63,3.9,0,0,0,3,13.6,2,9.1,6,2,1,7,25.9,1,3,1,3,0,3,3,0,0,0,
5,70,5,5,10/6/2024,ARI,@,SFO,"W, 24-23",*,19,30,10,32.3,222,7.4,101,5.3,3.4,94,4.9,1,0,0,0,0,5,16.7,12,1,1,3,9.1,2,8,7,83,3,72,10.3,11,1.6,0,
6,71,6,6,10/13/2024,ARI,@,GNB,"L, 13-34",*,22,32,8,25,194,6.1,116,5.3,3.6,98,4.5,0,0,0,1,3.1,8,25,6,5,1,6,16.7,4,2.8,7,14,0,14,2,0,0,0,
7,72,7,7,10/21/2024,ARI,,LAC,"W, 17-15",*,14,26,10,38.5,143,5.5,58,4.1,2.2,87,6.2,2,1,0,2,8,4,16,10,1,1,2,6.9,3,21.7,6,64,2,64,10.7,0,0,0,
8,73,8,8,10/27/2024,ARI,@,MIA,"W, 28-27",*,26,36,15,41.7,283,7.9,211,8.1,5.9,96,3.7,3,3,0,0,0,2,6.1,10,7,1,8,21.1,2,5.5,5,19,1,9,1.8,10,2,0,
9,74,9,9,11/3/2024,ARI,,CHI,"W, 29-9",*,13,20,7,30.4,126,6.3,58,4.5,2.9,96,7.4,0,1,0,1,5.3,2,10.5,3,2,0,5,21.7,0,,2,6,1,6,3,0,0,0,
10,75,10,10,11/10/2024,ARI,,NYJ,"W, 31-6",*,22,24,15,60,111,4.6,86,3.9,3.6,180,8.2,0,0,0,1,4.2,1,4.2,5,0,2,3,12,0,,3,21,3,13,4.3,8,2.7,0,
11,76,11,12,11/24/2024,ARI,@,SEA,"L, 6-16",*,24,37,15,35.7,285,7.7,141,5.9,3.8,144,6,1,3,0,0,0,5,14.7,7,2,1,8,18.6,1,6,2,9,0,5,2.5,4,2,1,2
12,77,12,13,12/1/2024,ARI,@,MIN,"L, 22-23",*,31,45,13,28.3,287,6.4,160,5.2,3.6,100,3.2,1,1,1,1,2.3,5,11.6,20,1,3,5,9.8,5,7.4,7,48,2,46,6.6,2,0.3,0,
13,78,13,14,12/8/2024,ARI,,SEA,"L, 18-30",*,25,38,14,35,133,3.5,86,3.4,2.3,173,6.9,3,0,0,0,0,4,10.5,8,3,3,8,19,2,8.5,3,16,1,16,5.3,0,0,0,
14,79,14,15,12/15/2024,ARI,,NWE,"W, 30-17",*,23,30,9,30,170,5.7,70,3,2.3,154,6.7,0,1,0,1,3.4,2,6.9,5,0,0,0,0,4,2.8,5,11,0,10,2,1,0.2,0,
15,80,15,16,12/22/2024,ARI,@,CAR,"L, 30-36 (OT)",*,20,32,11,31.4,214,6.7,62,3.1,1.9,140,7,1,3,0,1,3.4,5,17.2,13,4,0,7,17.1,6,7.2,8,63,4,54,6.8,9,1.1,1,8
16,81,16,17,12/28/2024,ARI,@,LAR,"L, 9-13",*,33,48,16,30.8,321,6.7,162,4.9,3.4,159,4.8,1,3,0,1,2.2,5,11.1,19,7,2,13,24.1,2,7.5,4,32,1,31,7.8,1,0.3,0,
17,82,17,18,1/5/2025,ARI,,SFO,"W, 47-24",*,25,35,14,40,221,6.3,121,4.8,3.5,121,4.8,0,3,0,0,0,2,6.3,10,3,2,5,13.9,1,9,3,22,2,20,6.7,2,0.7,0,
,,,,,,,,9-Aug,,372,541,191,33.5,3669,6.8,1883,5.1,3.5,1968,5.3,14,19,1,17,3.3,66,12.7,155,47,23,100,16.3,42,8.7,78,572,27,468,6,104,1.3,2,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
