,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,13,1,1,9/9/2018,CHI,@,GNB,"L, 23-24",*,23,35,8,20.5,222,6.3,85,3.7,2.4,86,3.7,0,2,0,2,6.1,6,18.2,6,6,1,11,25.6,4,7.5,7,32,2,27,3.9,5,0.7,0,
2,14,2,2,9/17/2018,CHI,,SEA,"W, 24-17",*,25,34,11,30.6,207,6.1,99,4,2.9,101,4,0,0,0,0,0,4,11.8,9,6,0,8,20.5,3,9.3,5,24,1,24,4.8,0,0,0,
3,15,3,3,9/23/2018,CHI,@,ARI,"W, 16-14",*,24,35,11,28.9,338,9.7,111,4.6,3.2,109,4.5,0,0,0,0,0,6,17.1,13,0,2,5,12.5,2,4,2,8,0,-5,-2.5,13,6.5,0,
4,16,4,4,9/30/2018,CHI,,TAM,"W, 48-10",*,19,26,15,55.6,270,10.4,222,11.7,8.5,132,6.9,0,2,0,0,0,3,12.5,5,0,1,2,7.1,1,26,3,53,3,51,17,2,0.7,0,
5,17,5,6,10/14/2018,CHI,@,MIA,"L, 28-31 (OT)",*,22,31,11,33.3,339,10.9,176,8,5.7,140,6.4,0,1,0,0,0,6,20,5,8,1,11,30.6,3,4,8,47,3,28,3.5,19,2.4,0,
6,18,6,7,10/21/2018,CHI,,NWE,"L, 31-38",*,26,50,18,34.6,567,11.3,215,8.3,4.3,118,4.5,0,1,1,2,4.2,13,27.1,16,2,3,7,12.1,6,13.5,6,81,5,30,5,51,8.5,0,
7,19,7,8,10/28/2018,CHI,,NYJ,"W, 24-10",*,16,29,11,35.5,266,9.2,94,5.9,3.2,126,7.9,0,0,0,1,3.4,10,34.5,14,2,3,7,20.6,3,10.3,6,51,4,51,8.5,0,0,0,
8,20,8,9,11/4/2018,CHI,@,BUF,"W, 41-9",*,12,20,5,23.8,211,10.6,102,8.5,5.1,33,2.8,0,0,0,0,0,5,25,6,5,3,9,42.9,0,,1,6,1,4,4,2,2,0,
9,21,9,10,11/11/2018,CHI,,DET,"W, 34-22",*,23,30,13,41.9,339,11.3,181,7.9,6,174,7.6,0,0,0,1,3.3,5,16.7,9,2,1,4,12.1,2,7,3,18,2,12,4,6,2,0,
10,22,10,11,11/18/2018,CHI,,MIN,"W, 25-20",*,20,31,12,37.5,244,7.9,101,5.1,3.3,64,3.2,0,1,0,1,3.3,3,10,11,8,1,10,27,5,6.4,10,43,4,38,3.8,5,0.5,0,
11,23,13,14,12/9/2018,CHI,,LAR,"W, 15-6",*,16,30,6,19.4,223,7.4,59,3.7,2,51,3.2,0,2,0,0,0,9,32.1,7,4,0,5,14.7,3,8,6,23,1,23,3.8,0,0,0,
12,24,14,15,12/16/2018,CHI,,GNB,"W, 24-17",*,20,28,11,37.9,198,7.1,113,5.7,4,122,6.1,0,1,0,2,7.4,3,11.1,6,5,0,6,19.4,2,8.5,3,16,1,16,5.3,0,0,0,
13,25,15,16,12/23/2018,CHI,@,SFO,"W, 14-9",*,25,29,12,37.5,179,6.2,140,5.6,4.8,106,4.2,0,0,0,1,3.4,1,3.4,5,8,1,12,37.5,0,,5,3,1,3,0.6,0,0,0,
14,26,16,17,12/30/2018,CHI,@,MIN,"W, 24-10",*,18,26,7,26.9,233,9,111,6.2,4.3,52,2.9,0,0,0,1,3.8,4,15.4,8,3,1,4,14.3,2,8.5,3,16,1,4,1.3,12,4,1,3
,,,,,,,,3-Nov,,289,434,151,33,3836,8.8,1809,6.3,4.2,1414,4.9,0,10,1,11,2.6,78,18.4,120,59,18,101,20.4,36,8.9,68,421,29,306,4.5,115,1.7,1,68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
