,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,78,1,1,9/9/2018,MIA,,TEN,"W, 27-20",*,20,28,9,31,291,10.4,141,7.1,5,89,4.5,0,0,0,1,3.6,5,17.9,10,0,1,2,6.9,0,,4,4,0,3,0.8,1,0.3,0,
2,79,2,2,9/16/2018,MIA,@,NYJ,"W, 20-12",*,17,23,9,33.3,137,6,52,3.1,2.3,116,6.8,0,1,0,1,4.5,4,18.2,9,2,2,8,29.6,0,,8,44,3,44,5.5,0,0,0,
3,80,3,3,9/23/2018,MIA,,OAK,"W, 28-20",*,17,23,10,41.7,229,10,148,8.7,6.4,141,8.3,0,0,0,2,8.7,1,4.3,7,0,2,3,11.5,2,13.5,3,26,2,24,8,2,0.7,0,
4,81,4,4,9/30/2018,MIA,@,NWE,"L, 7-38",*,11,20,4,18.2,216,10.8,45,4.1,2.3,55,5,0,0,0,0,0,5,25,3,5,2,9,40.9,0,,1,0,0,0,0,0,0,0,
5,82,5,5,10/7/2018,MIA,@,CIN,"L, 17-27",*,20,35,10,26.3,202,5.8,70,3.5,2,115,5.8,0,2,1,1,3.1,3,9.4,9,7,4,14,36.8,0,,3,17,1,13,4.3,4,1.3,1,3
6,83,11,12,11/25/2018,MIA,@,IND,"L, 24-27",*,17,25,8,30.8,142,5.7,69,4.1,2.8,135,7.9,0,2,0,1,4.3,2,8.7,8,5,3,9,33.3,1,9,3,14,0,14,4.7,0,0,0,
7,84,12,13,12/2/2018,MIA,,BUF,"W, 21-17",*,16,24,10,37,241,10,99,6.2,4.1,38,2.4,0,0,0,1,4.2,4,16.7,7,0,6,9,33.3,0,,3,-5,0,-5,-1.7,0,0,0,
8,85,13,14,12/9/2018,MIA,,NWE,"W, 34-33",*,14,19,10,43.5,197,10.4,152,10.9,8,113,8.1,0,0,0,2,10.5,2,10.5,11,3,4,11,47.8,0,,1,13,1,8,8,5,5,0,
9,86,14,15,12/16/2018,MIA,@,MIN,"L, 17-41",*,11,24,6,18.2,231,9.6,38,3.5,1.6,70,6.4,0,1,0,1,4.3,6,26.1,16,3,2,14,41.2,1,1,1,1,0,1,1,0,0,0,
10,87,15,16,12/23/2018,MIA,,JAX,"L, 7-17",*,15,22,8,32,102,4.6,57,3.8,2.6,89,5.9,0,1,0,1,4.8,3,14.3,6,2,4,9,33.3,2,11,3,22,1,22,7.3,0,0,0,
11,88,16,17,12/30/2018,MIA,@,BUF,"L, 17-42",*,18,31,8,22.9,245,7.9,41,2.3,1.3,106,5.9,0,2,0,0,0,6,20.7,11,3,2,9,25,1,12,2,9,1,9,4.5,0,0,0,
,,,,,,,,6-May,,176,274,92,29.8,2233,8.1,912,5.2,3.3,1067,6.1,0,9,1,11,4.2,41,15.5,97,30,32,97,30.7,7,10.1,32,145,9,133,4.2,12,0.4,1,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
