,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
2,2,3,3,9/22/2019,NYG,@,TAM,"W, 32-31",*,23,36,11,26.8,353,9.8,187,8.1,5.2,149,6.5,0,0,0,2,5.6,8,22.2,14,13,8,26,59.1,3,7,4,28,3,26,6.5,2,0.5,0,
3,3,4,4,9/29/2019,NYG,,WAS,"W, 24-3",*,23,31,13,41.9,167,5.4,64,2.8,2.1,161,7,0,0,0,1,3.2,5,16.1,10,8,4,12,35.3,3,11.7,5,33,2,33,6.6,0,0,0,
4,4,5,5,10/6/2019,NYG,,MIN,"L, 10-28",*,21,38,8,19,390,10.3,98,4.7,2.6,84,4,0,2,0,0,0,4,11.1,16,3,4,11,25.6,1,8,3,12,3,6,2,6,2,0,
5,5,6,6,10/10/2019,NYG,@,NWE,"L, 14-35",*,15,31,6,18.8,290,9.4,82,5.5,2.6,79,5.3,0,0,0,0,0,9,29,13,3,7,11,33.3,1,9,2,8,0,8,4,0,0,0,
6,6,7,7,10/20/2019,NYG,,ARI,"L, 21-27",*,22,35,14,32.6,265,7.6,143,6.5,4.1,80,3.6,1,0,0,5,14.3,4,11.4,14,6,5,19,40.4,4,8.8,4,35,2,33,8.3,2,0.5,0,
7,7,8,8,10/27/2019,NYG,@,DET,"L, 26-31",*,28,41,15,34.1,307,7.5,185,6.6,4.5,137,4.9,3,1,0,2,5,3,7.5,5,3,3,9,20,1,9,4,13,1,4,1,9,2.3,1,4
8,8,9,9,11/4/2019,NYG,,DAL,"L, 18-37",*,26,41,11,23.9,240,5.9,81,3.1,2,129,5,0,1,0,2,5,9,22.5,10,4,6,15,30,4,6,6,54,3,54,9,0,0,0,
9,9,10,10,11/10/2019,NYG,@,NYJ,"L, 27-34",*,26,40,11,23.9,240,6,129,5,3.2,179,6.9,1,2,0,0,0,7,18.4,13,2,3,11,22.9,2,10,3,20,1,14,4.7,6,2,1,3
10,10,11,12,11/24/2019,NYG,@,CHI,"L, 14-19",*,21,36,9,24.3,246,6.8,73,3.5,2,77,3.7,0,2,0,1,2.9,8,23.5,7,7,7,15,38.5,2,13.5,2,27,1,20,10,7,3.5,0,
11,11,12,13,12/1/2019,NYG,,GNB,"L, 13-31",*,20,37,12,32.4,273,7.4,136,6.8,3.7,104,5.2,0,2,0,1,2.9,10,28.6,7,1,6,7,18.4,1,6,5,6,3,3,0.6,3,0.6,0,
12,12,15,16,12/22/2019,NYG,@,WAS,"W, 41-35 (OT)",*,28,42,16,37.2,368,8.8,209,7.5,5,143,5.1,1,2,0,2,5,5,12.5,8,1,5,7,15.2,3,4,3,12,1,4,1.3,8,2.7,0,
13,13,16,17,12/29/2019,NYG,,PHI,"L, 17-34",*,28,47,13,25.5,521,11.1,232,8.3,4.9,69,2.5,0,0,0,1,2.1,7,14.9,14,5,6,15,28.8,1,17,3,26,1,26,8.7,0,0,0,
,,,,,,,,10-Mar,,284,459,140,28.2,3689,8,1619,5.7,3.5,1408,5,6,12,0,17,3.8,80,17.9,131,56,66,160,30.5,27,8.4,45,279,21,236,5.2,43,1,2,22.5
