,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,15,1,1,9/13/2020,JAX,,IND,"W, 27-20",*,19,20,11,45.8,89,4.5,75,3.9,3.8,98,5.2,0,0,0,0,0,0,0,3,4,0,8,28.6,4,5.5,5,19,0,19,3.8,0,0,0
2,16,2,2,9/20/2020,JAX,@,TEN,"L, 30-33",*,30,45,20,42.6,393,8.7,243,8.1,5.4,96,3.2,1,1,0,2,4.5,6,13.6,16,3,3,8,16,3,6.3,4,19,2,19,4.8,0,0,0
3,17,3,3,9/24/2020,JAX,,MIA,"L, 13-31",*,30,42,14,30.4,313,7.5,114,3.8,2.7,161,5.4,0,0,0,2,4.8,7,16.7,8,3,5,12,24.5,3,7.3,3,22,1,22,7.3,0,0,0
4,18,4,4,10/4/2020,JAX,@,CIN,"L, 25-33",*,27,40,16,37.2,304,7.6,205,7.6,5.1,146,5.4,1,3,1,0,0,4,11.1,9,2,1,6,13.3,2,4.5,2,9,0,7,3.5,2,1,0
5,19,5,5,10/11/2020,JAX,@,HOU,"L, 14-30",*,31,49,16,30.8,295,6,143,4.6,2.9,158,5.1,1,5,0,1,2.3,9,20.5,13,4,2,9,16.4,3,6,4,18,2,18,4.5,0,0,0
6,20,6,6,10/18/2020,JAX,,DET,"L, 16-34",*,25,44,11,24.4,417,9.5,131,5.2,3,112,4.5,1,0,0,3,6.8,11,25,8,11,4,16,34,2,7.5,3,14,2,14,4.7,0,0,0
7,21,7,7,10/25/2020,JAX,@,LAC,"L, 29-39",*,14,27,7,21.9,252,9.3,105,7.5,3.9,68,4.9,0,1,0,1,3.8,10,38.5,9,5,2,12,33.3,4,5.3,4,21,0,19,4.8,2,0.5,0
8,22,13,14,12/13/2020,JAX,,TEN,"L, 10-31",,18,31,11,35.5,270,8.7,91,5.1,2.9,87,4.8,0,3,0,1,3.6,8,28.6,6,4,1,5,15.2,2,11,2,22,2,22,11,0,0,0
9,23,14,15,12/20/2020,JAX,@,BAL,"L, 14-40",*,22,29,11,32.4,225,7.8,136,6.2,4.7,90,4.1,0,2,0,0,0,3,11.1,18,2,2,9,25.7,1,10,2,9,1,9,4.5,0,0,0
,,,,,,,,8-Jan,,216,327,117,33.1,2558,7.8,1243,5.8,3.8,1016,4.7,4,15,1,10,3.2,58,18.6,90,38,20,85,22.5,24,6.6,29,153,10,149,5.1,4,0.1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
