,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,1,1,1,9/12/2021,NYJ,@,CAR,"L, 14-19",*,20,37,10,23.3,360,9.7,156,7.8,4.2,102,5.1,1,1,0,3,8.3,5,13.9,11,7,3,16,37.2,0,,0,0,0,0,,0,,0,
2,2,2,2,9/19/2021,NYJ,,NWE,"L, 6-25",*,19,33,6,16.2,301,9.1,134,7.1,4.1,76,4,0,0,0,0,0,9,27.3,8,5,1,10,25.6,2,10,3,19,1,19,6.3,0,0,0,
3,3,3,3,9/26/2021,NYJ,@,DEN,"L, 0-26",*,19,35,10,25,270,7.7,117,6.2,3.3,43,2.3,0,2,0,4,12.1,6,18.2,12,8,4,17,42.5,0,,1,2,1,2,2,0,0,0,
4,4,4,4,10/3/2021,NYJ,,TEN,"W, 27-24 (OT)",*,21,34,11,31.4,324,9.5,208,9.9,6.1,89,4.2,0,0,0,2,5.9,11,32.4,14,3,0,4,10.8,2,-0.5,3,-2,0,-4,-1.3,2,0.7,0,
5,5,5,5,10/10/2021,NYJ,@,ATL,"L, 20-27",*,19,32,9,26.5,276,8.6,113,5.9,3.5,79,4.2,0,1,0,1,3.2,8,25.8,5,5,3,10,28.6,1,3,1,3,0,3,3,0,0,0,
6,6,6,7,10/24/2021,NYJ,@,NWE,"L, 13-54",*,6,10,4,36.4,41,4.1,26,4.3,2.6,25,4.2,0,1,0,0,0,3,33.3,2,3,2,6,54.5,0,,0,0,0,0,,0,,0,
7,7,11,12,11/28/2021,NYJ,@,HOU,"W, 21-14",*,14,24,6,21.4,103,4.3,49,3.5,2,96,6.9,0,1,0,2,8.7,4,17.4,10,6,1,11,39.3,0,,2,3,1,3,1.5,0,0,0,
8,8,12,13,12/5/2021,NYJ,,PHI,"L, 18-33",*,23,38,15,37.5,314,8.3,114,5,3,112,4.9,0,1,1,4,11.1,8,22.2,3,6,2,10,25,0,,3,0,1,-1,-0.3,1,0.3,0,
9,9,13,14,12/12/2021,NYJ,,NOR,"L, 9-30",*,19,42,9,20,305,7.3,93,4.9,2.2,109,5.7,0,2,0,2,5,15,37.5,12,3,2,8,16.3,4,8.3,4,33,1,33,8.3,0,0,0,
10,10,14,15,12/19/2021,NYJ,@,MIA,"L, 24-31",*,13,23,8,27.6,127,5.5,44,3.4,1.9,126,9.7,1,2,0,0,0,4,19,14,5,2,13,40.6,3,3.7,4,12,2,10,2.5,2,0.5,0,
11,11,15,16,12/26/2021,NYJ,,JAX,"W, 26-21",*,14,22,7,30.4,101,4.6,51,3.6,2.3,51,3.6,1,1,0,2,9.5,2,9.5,8,3,1,5,19.2,3,29.7,4,91,3,37,9.3,54,13.5,1,4
12,12,16,17,1/2/2022,NYJ,,TAM,"L, 24-28",*,19,33,14,41.2,242,7.3,86,4.5,2.6,148,7.8,0,3,0,1,3.3,7,23.3,17,6,3,10,29.4,0,,2,0,0,0,0,0,0,0,
13,13,17,18,1/9/2022,NYJ,@,BUF,"L, 10-27",*,7,20,3,10.7,136,6.8,54,7.7,2.7,33,4.7,2,1,0,4,21.1,5,26.3,11,6,2,16,53.3,2,12,2,24,0,22,11,2,1,0,
,,,,,,,,10-Mar,,213,383,112,26.2,2900,7.6,1245,5.8,3.3,1089,5.1,5,16,1,25,6.8,87,23.8,127,66,26,136,30.6,17,10.5,29,185,10,124,4.3,61,2.1,1,29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
