,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,182,1,1,9/13/2020,GNB,@,MIN,"W, 43-34",*,32,44,17,38.6,391,8.9,209,6.5,4.8,155,4.8,0,3,0,2,4.9,6,14.6,19,4,2,6,13.6,0,,1,2,1,2,2,0,0,0
2,183,2,2,9/20/2020,GNB,,DET,"W, 42-21",*,18,30,13,41.9,277,9.2,140,7.8,4.7,100,5.6,1,0,0,4,13.3,5,16.7,8,0,2,3,9.1,2,6,2,12,0,12,6,0,0,0
3,184,3,3,9/27/2020,GNB,@,NOR,"W, 37-30",*,21,32,14,42.4,288,9,132,6.3,4.1,151,7.2,0,2,0,1,3.3,7,23.3,12,2,2,5,14.7,1,13,2,12,1,12,6,0,0,0
4,185,4,4,10/5/2020,GNB,,ATL,"W, 30-16",*,27,33,17,50,285,8.6,154,5.7,4.7,173,6.4,0,0,0,0,0,5,15.2,14,3,0,4,11.4,1,5,1,5,0,5,5,0,0,0
5,186,5,6,10/18/2020,GNB,@,TAM,"L, 10-38",*,16,35,9,23.1,298,8.5,79,4.9,2.3,81,5.1,0,4,0,4,12.9,6,19.4,18,1,7,12,29.3,2,7,2,14,1,14,7,0,0,0
6,187,6,7,10/25/2020,GNB,@,HOU,"W, 35-20",*,23,34,15,44.1,233,6.9,116,5,3.4,167,7.3,0,0,0,2,5.9,9,26.5,11,1,1,2,5.9,0,,0,0,0,0,,0,,0
7,188,7,8,11/1/2020,GNB,,MIN,"L, 22-28",*,27,41,17,40.5,334,8.1,166,6.1,4,125,4.6,0,3,1,2,5.4,6,16.2,10,3,2,6,13.6,2,4.5,2,9,1,9,4.5,0,0,0
8,189,8,9,11/5/2020,GNB,@,SFO,"W, 34-17",*,25,31,13,40.6,229,7.4,174,7,5.6,131,5.2,0,1,0,1,3.3,2,6.7,11,4,0,5,15.2,1,7,1,7,1,7,7,0,0,0
9,190,9,10,11/15/2020,GNB,,JAX,"W, 24-20",*,24,34,11,31.4,212,6.2,88,3.7,2.6,237,9.9,1,1,0,2,6.1,4,12.1,10,2,2,5,13.9,1,5,3,4,1,4,1.3,0,0,0
10,191,10,11,11/22/2020,GNB,@,IND,"L, 31-34 (OT)",*,27,38,13,33.3,297,7.8,177,6.6,4.7,134,5,0,1,2,1,2.9,6,17.1,5,2,0,3,7.3,2,6.5,3,13,1,13,4.3,0,0,0
11,192,11,12,11/29/2020,GNB,,CHI,"W, 41-25",*,21,29,13,44.8,244,8.4,89,4.2,3.1,122,5.8,0,0,0,2,6.9,3,10.3,11,2,0,2,6.5,2,6,2,12,1,10,5,2,1,0
12,193,12,13,12/6/2020,GNB,,PHI,"W, 30-16",*,25,34,14,38.9,364,10.7,162,6.5,4.8,133,5.3,0,2,0,2,6.3,3,9.4,7,3,4,9,25,0,,4,-3,0,-3,-0.8,0,0,0
13,194,13,14,12/13/2020,GNB,@,DET,"W, 31-24",*,26,33,15,45.5,210,6.4,119,4.6,3.6,171,6.6,1,2,0,0,0,1,3.2,4,0,1,1,2.7,4,3.8,6,13,3,13,2.2,0,0,0
14,195,14,15,12/19/2020,GNB,,CAR,"W, 24-16",*,20,29,8,23.5,123,4.2,37,1.9,1.3,106,5.3,0,3,0,3,11.5,2,7.7,10,5,0,10,27,3,7,5,26,2,26,5.2,0,0,0
15,196,15,16,12/27/2020,GNB,,TEN,"W, 40-14",*,21,25,14,53.8,178,7.1,123,5.9,4.9,108,5.1,0,1,0,0,0,2,8.3,14,1,1,3,10.7,2,9.5,3,19,2,15,5,4,1.3,0
16,197,16,17,1/3/2021,GNB,@,CHI,"W, 35-16",*,19,24,13,52,172,7.2,86,4.5,3.6,154,8.1,0,0,0,1,4.2,2,8.3,4,0,5,6,23.1,1,4,1,4,0,4,4,0,0,0
,,,,,,,,13-3,,372,526,216,39.6,4135,7.9,2051,5.5,3.9,2248,6,3,23,3,27,5.4,69,13.8,168,33,29,82,14.4,24,6.2,38,149,15,143,3.8,6,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
