,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,145,1,1,9/12/2021,SEA,@,IND,"W, 28-16",*,18,23,12,46.2,231,10,142,7.9,6.2,112,6.2,0,2,0,0,0,2,9.5,4,0,3,6,21.4,2,6.5,5,9,2,9,1.8,0,0,0,
2,146,2,2,9/19/2021,SEA,,TEN,"L, 30-33 (OT)",*,22,31,10,29.4,310,10,184,8.4,5.9,159,7.2,0,0,0,0,0,7,22.6,7,6,2,11,30.6,2,9.5,3,16,1,13,4.3,3,1,0,
3,147,3,3,9/26/2021,SEA,@,MIN,"L, 17-30",*,23,32,14,41.2,282,8.8,112,4.9,3.5,186,8.1,0,3,0,0,0,4,13.8,6,7,3,12,32.4,3,2.3,3,7,0,5,1.7,2,0.7,0,
4,148,4,4,10/3/2021,SEA,@,SFO,"W, 28-21",*,16,23,6,23.1,125,5.4,62,3.9,2.7,87,5.4,0,1,0,1,4.5,3,13.6,10,6,3,12,42.9,2,14,4,26,2,26,6.5,0,0,0,
5,149,5,5,10/7/2021,SEA,,LAR,"L, 17-26",*,11,16,6,33.3,191,11.9,121,11,7.6,31,2.8,0,0,0,1,6.3,2,12.5,3,3,2,7,36.8,1,7,2,10,1,10,5,0,0,0,
6,150,9,10,11/14/2021,SEA,@,GNB,"L, 0-17",*,20,40,8,18.6,466,11.7,69,3.5,1.7,92,4.6,0,2,0,3,7.9,8,21.1,7,1,2,6,12.5,5,6.4,5,32,2,18,3.6,14,2.8,1,5
7,151,10,11,11/21/2021,SEA,,ARI,"L, 13-23",*,14,26,9,30,282,10.8,137,9.8,5.3,70,5,1,1,0,4,16,3,12,12,1,2,7,23.3,0,,2,2,1,1,0.5,1,0.5,0,
8,152,11,12,11/29/2021,SEA,@,WAS,"L, 15-17",*,20,31,8,24.2,279,9,151,7.6,4.9,96,4.8,0,0,0,0,0,8,25.8,10,3,8,13,38.2,1,4,2,16,1,9,4.5,7,3.5,0,
9,153,12,13,12/5/2021,SEA,,SFO,"W, 30-23",*,30,37,12,29.3,259,7,140,4.7,3.8,91,3,0,0,0,1,2.7,5,13.5,11,3,3,10,23.3,2,8,3,15,0,15,5,0,0,0,
10,154,13,14,12/12/2021,SEA,@,HOU,"W, 33-13",*,17,28,11,39.3,359,12.8,191,11.2,6.8,69,4.1,1,0,0,1,3.6,7,25,5,8,1,9,31,1,8,2,8,1,8,4,0,0,0,
11,155,14,15,12/21/2021,SEA,@,LAR,"L, 10-20",*,17,31,7,20.6,409,13.2,75,4.4,2.4,81,4.8,0,3,0,1,3.6,5,17.9,8,0,3,6,17.6,0,,0,0,0,0,,0,,0,
12,156,15,16,12/26/2021,SEA,,CHI,"L, 24-25",*,16,27,9,31,228,8.4,73,4.6,2.7,108,6.8,1,0,0,0,0,6,22.2,3,4,2,8,26.7,1,10,2,13,1,13,6.5,0,0,0,
13,157,16,17,1/2/2022,SEA,,DET,"W, 51-29",*,20,29,13,43.3,217,7.5,115,5.8,4,121,6.1,0,1,0,3,10.7,4,14.3,15,4,2,7,21.9,2,9.5,6,24,3,5,0.8,19,3.2,0,
14,158,17,18,1/9/2022,SEA,@,ARI,"W, 38-30",*,15,26,10,37,318,12.2,158,10.5,6.1,80,5.3,0,0,0,1,3.8,8,30.8,12,2,6,9,32.1,1,4,4,5,2,3,0.8,2,0.5,0,
,,,,,,,,8-Jun,,259,400,135,31.2,3956,9.9,1730,6.7,4.3,1383,5.3,3,13,0,16,4.1,72,18.6,113,48,42,123,27,23,7.3,43,183,17,135,3.1,48,1.1,1,43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
