,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,101,1,1,9/7/2023,DET,@,KAN,"W, 21-20",*,22,35,11,30.6,238,6.8,144,6.5,4.1,109,5,3,1,1,3,9.1,4,12.1,12,0,3,4,11.1,0,,5,-1,1,-1,-0.2,0,0,0
2,102,2,2,9/17/2023,DET,,SEA,"L, 31-37 (OT)",*,28,35,17,45.9,290,8.3,212,7.6,6.1,111,4,0,1,0,2,5.9,2,5.9,7,4,4,10,27,0,,0,0,0,0,,0,,0
3,103,3,3,9/24/2023,DET,,ATL,"W, 20-6",*,22,33,11,33.3,272,8.2,177,8,5.4,66,3,1,2,0,1,3.2,5,16.1,7,3,9,12,35.3,1,3,5,3,1,-2,-0.4,5,1,0
4,104,4,4,9/28/2023,DET,@,GNB,"W, 34-20",*,19,28,11,36.7,180,6.4,114,6,4.1,96,5.1,1,0,0,2,7.1,6,21.4,9,1,4,7,22.6,1,11,2,10,1,10,5,0,0,0
5,105,5,5,10/8/2023,DET,,CAR,"W, 42-24",*,20,28,11,36.7,159,5.7,115,5.8,4.1,121,6.1,0,1,0,4,14.8,3,11.1,10,2,5,9,30,0,,2,0,1,0,0,0,0,0
6,106,6,6,10/15/2023,DET,@,TAM,"W, 20-6",*,30,44,16,34,270,6.1,181,6,4.1,172,5.7,1,3,0,1,2.4,8,19.5,22,4,0,7,14.6,1,4,2,3,0,3,1.5,0,0,0
7,107,7,7,10/22/2023,DET,@,BAL,"L, 6-38",*,33,53,13,22.4,341,6.4,143,4.3,2.7,141,4.3,0,4,0,3,6.1,8,16.3,10,2,2,9,15.5,0,,0,0,0,0,,0,,0
8,108,8,8,10/30/2023,DET,,LVR,"W, 26-14",*,26,37,17,45.9,171,4.6,96,3.7,2.6,176,6.8,2,3,0,3,8.8,3,8.8,6,8,4,12,32.4,0,,2,-2,0,-2,-1,0,0,0
9,109,9,10,11/12/2023,DET,@,LAC,"W, 41-38",*,23,33,13,39.4,245,7.4,159,6.9,4.8,174,7.6,0,1,0,4,12.5,3,9.4,12,0,2,2,6.1,0,,3,-2,0,-2,-0.7,0,0,0
10,110,10,11,11/19/2023,DET,,CHI,"W, 31-26",*,23,35,14,37.8,245,7,142,6.2,4.1,94,4.1,0,4,0,0,0,7,22.6,9,1,5,8,21.1,1,4,2,3,0,3,1.5,0,0,0
11,111,11,12,11/23/2023,DET,,GNB,"L, 22-29",*,29,44,17,36.2,318,7.2,181,6.2,4.1,151,5.2,1,2,0,2,4.8,9,21.4,17,1,9,13,26,3,3,3,9,0,7,2.3,2,0.7,0
12,112,12,13,12/3/2023,DET,@,NOR,"W, 33-28",*,16,25,9,34.6,179,7.2,112,7,4.5,101,6.3,1,0,0,3,12,4,16,5,3,3,7,26.9,0,,2,-2,0,-2,-1,0,0,0
13,113,13,14,12/10/2023,DET,@,CHI,"L, 13-28",*,20,35,7,17.9,238,6.8,78,3.9,2.2,83,4.2,1,1,0,3,8.8,6,17.6,8,2,3,9,23.1,0,,1,0,0,0,0,0,0,0
14,114,14,15,12/16/2023,DET,,DEN,"W, 42-17",*,24,34,18,50,290,8.5,157,6.5,4.6,121,5,0,2,0,0,0,5,15.6,18,1,5,8,22.2,0,,0,0,0,0,,0,,0
15,115,15,16,12/24/2023,DET,@,MIN,"W, 30-24",*,30,40,16,39,149,3.7,97,3.2,2.4,160,5.3,1,1,0,3,7.7,3,7.7,28,5,2,8,19.5,0,,3,0,1,-1,-0.3,1,0.3,0
16,116,16,17,12/30/2023,DET,@,DAL,"L, 19-20",*,19,34,13,37.1,224,6.6,172,9.1,5.1,99,5.2,2,0,3,1,3.2,6,19.4,4,1,7,9,25.7,0,,0,0,0,0,,0,,0
17,117,17,18,1/7/2024,DET,,MIN,"W, 30-20",*,23,32,13,39.4,255,8,148,6.4,4.6,172,7.5,0,1,0,0,0,5,16.1,28,4,2,7,21.2,0,,0,0,0,0,,0,,0
,,,,,,,,5-Dec,,407,605,227,35.7,4064,6.7,2428,6,4,2147,5.3,14,27,4,35,6.1,87,15.2,212,42,69,141,22,7,4.4,32,21,5,13,0.4,8,0.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
