,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,16,1,1,9/12/2021,PHI,@,ATL,"W, 32-6",*,27,35,13,36.1,123,3.5,92,3.4,2.6,172,6.4,1,2,1,0,0,2,6.3,14,4,1,6,15.4,3,8,7,62,4,51,7.3,11,1.6,1,7
2,17,2,2,9/19/2021,PHI,,SFO,"L, 11-17",*,12,23,7,28,335,14.6,85,7.1,3.7,105,8.8,1,0,0,0,0,4,17.4,9,1,2,5,16.7,5,13.8,10,82,5,81,8.1,1,0.1,1,10
3,18,3,3,9/27/2021,PHI,@,DAL,"L, 21-41",*,25,39,11,26.8,277,7.1,96,3.8,2.5,230,9.2,2,1,0,1,2.6,3,7.9,9,9,2,13,27.1,7,4.9,9,35,0,24,2.7,11,1.2,0,
4,19,4,4,10/3/2021,PHI,,KAN,"L, 30-42",*,32,48,19,37.3,329,6.9,181,5.7,3.8,206,6.4,1,4,0,2,4.5,7,15.9,17,10,4,17,30.9,4,5.8,8,47,5,23,2.9,24,3,3,2.7
5,20,5,5,10/10/2021,PHI,@,CAR,"W, 21-18",*,22,37,8,20.5,291,7.9,103,4.7,2.8,95,4.3,0,3,0,5,14.7,4,11.8,7,2,3,7,17.5,1,4,9,30,4,27,3,3,0.3,0,
6,21,6,6,10/14/2021,PHI,,TAM,"L, 22-28",*,12,26,5,17.9,284,10.9,77,6.4,3,38,3.2,1,2,0,0,0,6,25,9,6,2,10,30.3,5,5.8,10,44,3,38,3.8,6,0.6,1,10
7,22,7,7,10/24/2021,PHI,@,LVR,"L, 22-33",*,18,34,12,33.3,405,11.9,166,9.2,4.9,70,3.9,1,4,0,2,6.7,4,13.3,3,6,5,13,32.5,4,8.3,13,61,4,56,4.3,5,0.4,0,
8,23,8,8,10/31/2021,PHI,@,DET,"W, 44-6",*,9,14,6,42.9,148,10.6,65,7.2,4.6,38,4.2,1,0,0,1,7.1,3,21.4,2,4,0,4,23.5,3,15.3,7,71,4,49,7,22,3.1,2,3.5
9,24,9,9,11/7/2021,PHI,,LAC,"L, 24-27",*,11,17,7,38.9,206,12.1,110,10,6.5,52,4.7,0,1,0,0,0,4,25,8,3,1,5,20.8,6,6.7,10,62,6,55,5.5,7,0.7,0,
10,25,10,10,11/14/2021,PHI,@,DEN,"W, 30-13",*,16,23,10,40,238,10.3,102,6.4,4.4,76,4.8,0,1,0,1,4.5,3,13.6,10,4,2,8,30.8,1,31,13,55,3,42,3.2,13,1,1,13
11,26,11,11,11/21/2021,PHI,,NOR,"W, 40-29",*,13,24,7,25.9,202,8.4,54,4.2,2.3,93,7.2,1,1,0,2,8.7,4,17.4,4,2,4,9,29,4,3.8,18,69,7,58,3.2,11,0.6,0,
12,27,12,12,11/28/2021,PHI,@,NYG,"L, 7-13",*,14,31,8,25,299,9.6,78,5.6,2.5,51,3.6,0,1,1,2,6.9,3,10.3,6,4,1,6,17.6,2,7,8,77,5,66,8.3,11,1.4,0,
13,28,14,15,12/21/2021,PHI,,WAS,"W, 27-17",*,20,26,12,41.4,235,9,180,9,6.9,116,5.8,0,0,0,3,11.5,3,11.5,8,8,0,11,34.4,3,8.3,8,38,4,32,4,6,0.8,0,
14,29,15,16,12/26/2021,PHI,,NYG,"W, 34-10",*,17,29,9,30,227,7.8,146,8.6,5,53,3.1,2,1,0,3,10.7,2,7.1,8,5,4,10,33.3,0,,2,7,0,7,3.5,0,0,0,
15,30,16,17,1/2/2022,PHI,@,WAS,"W, 20-16",*,17,26,9,33.3,264,10.2,146,8.6,5.6,68,4,0,1,0,0,0,5,20,10,8,2,11,37.9,2,14.5,7,44,2,33,4.7,11,1.6,0,
,,,,,,,,7-Aug,,265,432,143,31.2,3863,8.9,1681,6.3,3.9,1463,5.5,11,22,2,22,5.4,57,14,124,76,33,135,26.6,50,8.3,139,784,56,642,4.6,142,1,9,15.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
