,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,157,1,1,9/13/2020,MIA,@,NWE,"L, 11-21",*,20,30,11,35.5,251,8.4,132,6.6,4.4,59,3,0,0,0,0,0,4,13.3,11,3,4,8,23.5,3,5.7,5,18,2,15,3,3,0.6,0
2,158,2,2,9/20/2020,MIA,,BUF,"L, 28-31",*,31,47,20,40,313,6.7,207,6.7,4.4,121,3.9,0,0,1,2,4.3,5,10.9,20,3,7,13,25,2,6,3,12,0,7,2.3,5,1.7,0
3,159,3,3,9/24/2020,MIA,@,JAX,"W, 31-13",*,18,20,9,42.9,144,7.2,114,6.3,5.7,46,2.6,1,0,0,1,5,1,5,8,1,4,6,25,3,11.3,7,38,4,33,4.7,5,0.7,0
4,160,4,4,10/4/2020,MIA,,SEA,"L, 23-31",*,29,45,17,37,341,7.6,175,6,3.9,140,4.8,1,0,0,1,2.2,7,15.6,5,2,4,7,14,4,8.8,6,47,3,46,7.7,1,0.2,0
5,161,5,5,10/11/2020,MIA,@,SFO,"W, 43-17",*,22,28,12,40,268,9.6,209,9.5,7.5,141,6.4,0,1,0,2,7.4,3,11.1,13,2,4,8,25.8,1,17,3,16,1,16,5.3,0,0,0
6,162,6,6,10/18/2020,MIA,,NYJ,"W, 24-0",*,18,27,11,37.9,211,7.8,76,4.2,2.8,115,6.4,1,0,0,2,7.4,5,18.5,7,0,1,3,10,1,4,1,4,1,2,2,2,2,0
7,163,10,11,11/22/2020,MIA,@,DEN,"L, 13-20",,12,18,6,33.3,124,6.9,70,5.8,3.9,47,3.9,1,0,0,1,5.6,1,5.6,3,0,1,1,5.3,1,1,2,6,0,6,3,0,0,0
8,164,11,12,11/29/2020,MIA,@,NYJ,"W, 20-3",*,24,39,14,32.6,275,7.1,153,6.4,3.9,104,4.3,1,0,0,0,0,9,23.1,28,11,5,20,46.5,0,,3,10,1,6,2,4,1.3,0
9,165,15,16,12/26/2020,MIA,@,LVR,"W, 26-25",,9,13,6,46.2,145,11.2,100,11.1,7.7,82,9.1,0,1,0,1,8.3,2,16.7,4,0,2,2,15.4,0,,0,0,0,0,,0,,0
,,,,,,,,4-May,,183,267,106,37.7,2072,7.8,1236,6.8,4.6,855,4.7,5,2,1,10,3.8,37,14,99,22,32,68,23,15,8,30,151,12,131,4.4,20,0.7,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
