,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,134,1,1,9/11/2022,TEN,,NYG,"L, 20-21",*,20,33,13,38.2,296,9,163,8.2,4.9,103,5.2,1,1,1,4,12.9,5,16.1,15,5,4,10,28.6,1,9,2,7,1,7,3.5,0,0,0,
2,135,2,2,9/19/2022,TEN,@,BUF,"L, 7-41",*,11,20,6,27.3,174,8.7,74,6.7,3.7,43,3.9,1,0,0,0,0,3,15,4,1,1,4,18.2,0,,1,2,1,0,0,2,2,0,
3,136,3,3,9/25/2022,TEN,,LVR,"W, 24-22",*,19,27,13,46.4,192,7.1,134,7.1,5,130,6.8,4,1,0,1,3.8,2,7.7,10,2,3,6,21.4,0,,4,2,1,-1,-0.3,3,0.8,0,
4,137,4,4,10/2/2022,TEN,@,IND,"W, 24-17",*,17,21,9,37.5,90,4.3,51,3,2.4,86,5.1,0,0,0,2,9.5,2,9.5,4,0,2,5,19.2,2,6,5,9,1,9,1.8,0,0,0,
5,138,5,5,10/9/2022,TEN,@,WAS,"W, 21-17",*,15,25,6,20,234,9.4,108,7.2,4.3,73,4.9,0,2,0,3,13,4,17.4,10,2,7,14,45.2,1,1,3,3,0,3,1,0,0,0,
6,139,6,7,10/23/2022,TEN,,IND,"W, 19-10",*,13,20,6,27.3,128,6.4,84,6.5,4.2,48,3.7,0,0,0,1,5,3,15,3,2,5,9,40.9,0,,4,6,1,4,1,2,0.5,0,
7,140,9,10,11/13/2022,TEN,,DEN,"W, 17-10",*,19,36,11,29.7,247,6.9,127,6.7,3.5,128,6.7,2,0,0,4,11.1,1,2.8,15,0,3,4,10.5,1,11,2,12,1,12,6,0,0,0,
8,141,10,11,11/17/2022,TEN,@,GNB,"W, 27-17",*,22,27,14,46.7,257,9.5,190,8.6,7,143,6.5,0,3,0,0,0,2,8.3,18,3,1,7,23.3,0,,3,-3,0,-3,-1,0,0,0,
9,142,11,12,11/27/2022,TEN,,CIN,"L, 16-20",*,22,34,12,34.3,281,8.3,135,6.1,4,156,7.1,2,0,0,3,8.8,4,11.8,9,3,1,5,13.5,2,4.5,2,9,1,6,3,3,1.5,0,
10,143,12,13,12/4/2022,TEN,@,PHI,"L, 10-35",*,14,22,5,17.9,136,6.2,81,5.8,3.7,60,4.3,0,0,0,1,4.5,3,13.6,2,0,2,8,25.8,3,11.3,3,34,3,34,11.3,0,0,0,
11,144,13,14,12/11/2022,TEN,,JAX,"L, 22-36",*,25,38,14,33.3,350,9.2,160,6.4,4.2,94,3.8,1,0,0,0,0,6,15.8,4,4,5,13,29.5,2,8,2,16,1,6,3,10,5,1,2
12,145,14,15,12/18/2022,TEN,@,LAC,"L, 14-17",*,15,22,7,26.9,137,6.2,56,3.7,2.5,109,7.3,0,0,0,1,4.5,3,13.6,11,0,1,5,18.5,1,1,3,1,1,0,0,1,0.3,0,
,,,,,,,,6-Jun,,212,325,116,32.4,2522,7.8,1363,6.4,4.2,1173,5.5,11,7,1,20,6.3,38,12,105,22,35,90,24.3,13,7.2,34,98,12,77,2.3,21,0.6,1,34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
