,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,71,1,1,9/7/2025,IND,,MIA,"W, 33-8",*,22,29,14,46.7,196,6.8,160,7.3,5.5,112,5.1,0,0,0,0,0,3,10.3,16,4,1,6,18.2,3,6.7,7,26,4,18,2.6,8,1.1,0,
2,72,2,2,9/14/2025,IND,,DEN,"W, 29-28",*,23,34,16,45.7,329,9.7,185,8,5.4,131,5.7,0,1,0,1,3,4,12.1,21,1,4,6,15.8,3,2,6,2,2,0,0,2,0.3,0,
3,73,3,3,9/21/2025,IND,@,TEN,"W, 41-20",*,18,25,10,40,171,6.8,108,6,4.3,120,6.7,1,0,0,2,8,2,8,3,0,2,2,7.4,2,9.5,4,27,2,27,6.8,0,0,1,4
4,74,4,4,9/28/2025,IND,@,LAR,"L, 20-27",*,24,33,11,31.4,313,9.5,135,5.6,4.1,127,5.3,0,1,0,1,3.1,4,12.5,5,1,6,9,25.7,0,,1,-1,0,-1,-1,0,0,0,
5,75,5,5,10/5/2025,IND,,LVR,"W, 40-6",*,20,29,11,37.9,225,7.8,147,7.4,5.1,65,3.3,2,0,0,2,6.9,5,17.2,4,2,2,4,13.8,0,,1,2,1,-1,-1,3,3,0,
6,76,6,6,10/12/2025,IND,,ARI,"W, 31-27",*,22,30,13,41.9,204,6.8,97,4.4,3.2,115,5.2,0,0,0,2,6.7,2,6.7,10,5,4,10,30.3,2,10,5,20,3,13,2.6,7,1.4,0,
7,77,7,7,10/19/2025,IND,@,LAC,"W, 38-24",*,23,34,14,40,335,9.9,146,6.3,4.3,142,6.2,0,2,1,1,3.2,3,9.7,9,3,3,7,18.9,2,5,5,7,0,7,1.4,0,0,0,
8,78,8,8,10/26/2025,IND,,TEN,"W, 38-14",*,21,29,14,43.8,258,8.9,162,7.7,5.6,110,5.2,0,3,0,0,0,3,11.5,7,2,3,8,24.2,1,3,1,3,0,3,3,0,0,0,
9,79,9,9,11/2/2025,IND,@,PIT,"L, 20-27",*,31,50,17,30.9,430,8.6,254,8.2,5.1,88,2.8,3,1,1,0,0,7,14.6,14,0,4,9,16.1,1,1,3,4,2,1,0.3,3,1,0,
10,80,10,10,11/9/2025,IND,,ATL,"W, 31-25 (OT)",*,19,26,10,30.3,204,7.8,121,6.4,4.7,134,7.1,0,0,0,0,0,3,11.5,15,2,1,10,25.6,6,8.5,7,53,3,49,7,4,0.6,0,
11,81,11,12,11/23/2025,IND,@,KAN,"L, 20-23 (OT)",*,19,31,6,19.4,139,4.5,55,2.9,1.8,126,6.6,1,0,0,1,3.2,5,16.1,12,1,6,7,21.2,2,8.5,3,16,2,16,5.3,0,0,0,
12,82,12,13,11/30/2025,IND,,HOU,"L, 16-20",*,14,27,9,32.1,198,7.3,143,10.2,5.3,58,4.1,1,2,0,4,16,3,12,10,3,4,8,28.6,0,,1,1,0,1,1,0,0,0,
13,83,13,14,12/7/2025,IND,@,JAX,"L, 19-36",*,5,7,4,57.1,61,8.7,37,7.4,5.3,23,4.6,0,0,0,0,0,1,14.3,1,0,1,1,12.5,1,4,1,4,0,4,4,0,0,0,
,,,,,,,,5-Aug,,261,384,149,36.7,3063,8,1750,6.7,4.6,1351,5.2,8,10,2,14,3.8,45,12.1,127,24,41,87,20.3,23,6.6,45,164,19,137,3,27,0.6,1,45
