,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,213,1,1,9/8/2019,LAC,,IND,"W, 30-24 (OT)",*,25,34,14,36.8,234,6.9,147,5.9,4.3,186,7.4,2,0,0,1,2.9,5,14.7,12,4,4,12,30.8,1,6,1,6,1,6,6,0,0,0
2,214,2,2,9/15/2019,LAC,@,DET,"L, 10-13",*,21,36,13,35.1,378,10.5,199,9.5,5.5,94,4.5,1,1,0,4,11.4,4,11.4,5,4,2,7,18.4,1,12,1,12,1,12,12,0,0,0
3,215,3,3,9/22/2019,LAC,,HOU,"L, 20-27",*,31,46,17,33.3,471,10.2,157,5.1,3.4,161,5.2,0,0,0,1,2.2,10,21.7,20,2,6,13,24.5,2,4.5,2,9,0,9,4.5,0,0,0
4,216,4,4,9/29/2019,LAC,@,MIA,"W, 30-10",*,24,30,15,48.4,225,7.5,159,6.6,5.3,151,6.3,0,0,0,1,3.3,2,6.7,7,1,2,4,12.9,0,,1,0,0,0,0,0,0,0
5,217,5,5,10/6/2019,LAC,,DEN,"L, 13-20",*,32,48,14,29.2,212,4.4,81,2.5,1.7,130,4.1,2,1,1,1,2.2,8,17.4,5,5,1,6,12.5,0,,1,-3,0,-3,-3,0,0,0
6,218,6,6,10/13/2019,LAC,,PIT,"L, 17-24",*,26,44,18,40,481,10.9,217,8.3,4.9,103,4,3,2,0,2,4.8,6,14.3,3,8,4,13,28.9,0,,1,0,0,0,0,0,0,0
7,219,7,7,10/20/2019,LAC,@,TEN,"L, 20-23",*,24,38,19,48.7,426,11.2,213,8.9,5.6,116,4.8,0,1,0,1,2.7,7,18.9,10,2,4,7,17.9,0,,0,0,0,0,,0,,0
8,220,8,8,10/27/2019,LAC,@,CHI,"W, 17-16",*,19,29,8,26.7,259,8.9,147,7.7,5.1,54,2.8,1,0,0,4,13.8,2,6.9,4,0,5,6,20,0,,0,0,0,0,,0,,0
9,221,9,9,11/3/2019,LAC,,GNB,"W, 26-11",*,21,28,13,43.3,238,8.5,151,7.2,5.4,143,6.8,0,2,0,1,3.8,4,15.4,6,3,2,7,22.6,1,1,3,0,0,0,0,0,0,0
10,222,10,10,11/7/2019,LAC,@,OAK,"L, 24-26",*,17,31,11,30.6,397,12.8,142,8.4,4.6,65,3.8,0,0,0,0,0,9,29,4,0,2,7,19.4,0,,0,0,0,0,,0,,0
11,223,11,11,11/18/2019,LAC,,KAN,"L, 17-24",*,28,52,14,25.9,412,7.9,163,5.8,3.1,190,6.8,2,2,2,5,10.4,7,14.6,10,7,5,14,25.9,0,,0,0,0,0,,0,,0
12,224,12,13,12/1/2019,LAC,@,DEN,"L, 20-23",*,20,29,11,34.4,200,6.9,156,7.8,5.4,109,5.5,0,2,0,0,0,5,18.5,7,1,2,6,18.8,0,,0,0,0,0,,0,,0
13,225,13,14,12/8/2019,LAC,@,JAX,"W, 45-10",*,16,22,9,39.1,231,10.5,104,6.5,4.7,210,13.1,0,1,0,1,4.8,2,9.5,4,0,6,7,30.4,0,,1,0,0,0,0,0,0,0
14,226,14,15,12/15/2019,LAC,,MIN,"L, 10-39",*,28,39,14,33.3,339,8.7,180,6.4,4.6,127,4.5,1,1,0,0,0,5,13.2,6,1,2,6,14.3,0,,0,0,0,0,,0,,0
15,227,15,16,12/22/2019,LAC,,OAK,"L, 17-24",*,27,39,13,32.5,208,5.3,103,3.8,2.6,176,6.5,0,2,0,3,8.1,2,5.4,1,1,2,4,10,0,,0,0,0,0,,0,,0
16,228,16,17,12/29/2019,LAC,@,KAN,"L, 21-31",*,31,46,14,28.6,314,6.8,111,3.6,2.4,170,5.5,1,1,0,0,0,10,22.2,10,1,5,9,18,1,5,1,5,0,5,5,0,0,0
,,,,,,,,11-May,,390,591,217,34.7,5025,8.5,2430,6.2,4.1,2185,5.6,13,16,3,25,4.4,88,15.4,114,40,54,128,20.3,6,5.5,12,29,2,29,2.4,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
