,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,22,4,4,9/30/2024,TEN,@,MIA,"W, 31-12",,9,17,5,27.8,68,4,45,5,2.6,40,4.4,1,2,1,2,14.3,0,0,2,1,2,4,22.2,0,,0,0,0,0,,0,,0,
2,23,6,7,10/20/2024,TEN,@,BUF,"L, 10-34",*,25,40,13,30.2,225,5.6,104,4.2,2.6,111,4.4,0,0,1,2,5.1,8,20.5,12,2,7,12,27.3,1,8,5,13,1,12,2.4,1,0.2,0,
3,24,7,8,10/27/2024,TEN,@,DET,"L, 14-52",*,22,38,12,30.8,335,8.8,187,8.5,4.9,79,3.6,0,0,0,1,2.6,13,34.2,8,4,4,9,22,2,12.5,4,29,3,27,6.8,2,0.5,0,
4,25,8,9,11/3/2024,TEN,,NWE,"W, 20-17 (OT)",*,20,33,13,38.2,309,9.4,159,8,4.8,81,4.1,0,6,0,2,7.4,3,11.1,7,5,3,9,25,2,8,4,19,2,14,3.5,5,1.3,0,
5,26,14,15,12/15/2024,TEN,,CIN,"L, 27-37",,21,26,10,38.5,141,5.4,75,3.6,2.9,134,6.4,0,0,1,0,0,2,8,2,2,2,4,14.8,1,12,2,14,2,14,7,0,0,0,
6,27,15,16,12/22/2024,TEN,@,IND,"L, 30-38",*,23,34,11,31.4,215,6.3,134,5.8,3.9,118,5.1,1,1,0,2,6.1,6,18.2,2,0,3,4,11.4,0,,4,3,1,0,0,3,0.8,0,
7,28,16,17,12/29/2024,TEN,@,JAX,"L, 13-20",*,19,31,11,32.4,274,8.8,146,7.7,4.7,47,2.5,2,1,0,0,0,6,20,4,1,2,6,15.8,4,5.5,5,23,3,11,2.2,12,2.4,1,5
8,29,17,18,1/5/2025,TEN,,HOU,"L, 14-23",,7,9,3,30,24,2.7,24,3.4,2.7,46,6.6,1,0,0,0,0,1,11.1,1,0,0,1,9.1,1,5,1,5,1,5,5,0,0,0,
,,,,,,,,6-Feb,,146,228,78,32.6,1591,7,874,6,3.8,656,4.5,5,10,3,9,4.2,39,18.1,38,15,23,49,19.6,11,8,25,106,13,83,3.3,23,0.9,1,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
