,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,54,1,1,9/8/2024,MIA,,JAX,"W, 20-17",*,23,37,11,27.5,238,6.4,95,4.1,2.6,243,10.6,1,1,0,1,2.8,7,19.4,11,2,1,6,14.6,1,11,1,11,1,11,11,0,0,0
2,55,2,2,9/12/2024,MIA,,BUF,"L, 10-31",*,17,25,8,30.8,181,7.2,31,1.8,1.2,114,6.7,0,0,0,0,0,7,28,0,0,1,2,7.1,2,8.5,2,17,2,17,8.5,0,0,0
3,56,7,8,10/27/2024,MIA,,ARI,"L, 27-28",*,28,38,15,38.5,192,5.1,104,3.7,2.7,130,4.6,2,0,0,3,7.9,3,7.9,2,1,3,5,12.5,1,13,3,13,1,13,4.3,0,0,0
4,57,8,9,11/3/2024,MIA,@,BUF,"L, 27-30",*,25,28,14,48.3,137,4.9,109,4.4,3.9,122,4.9,0,1,0,0,0,1,3.7,2,1,1,3,10,1,4,2,3,1,3,1.5,0,0,0
5,58,9,10,11/11/2024,MIA,@,LAR,"W, 23-15",*,20,28,11,35.5,153,5.5,86,4.3,3.1,121,6.1,1,0,0,1,3.6,4,14.3,7,3,1,7,22.6,0,,1,-1,0,-1,-1,0,0,0
6,59,10,11,11/17/2024,MIA,,LVR,"W, 34-19",*,28,36,18,47.4,178,4.9,129,4.6,3.6,159,5.7,1,0,1,2,5.7,3,8.6,6,1,0,3,7.9,0,,0,0,0,0,,0,,0
7,60,11,12,11/24/2024,MIA,,NWE,"W, 34-15",*,29,40,19,45.2,227,5.7,150,5.2,3.8,167,5.8,0,0,0,1,2.5,2,5,8,3,0,5,11.9,0,,3,-2,0,-2,-0.7,0,0,0
8,61,12,13,11/28/2024,MIA,@,GNB,"L, 17-30",*,37,46,20,39.2,312,6.8,219,5.9,4.8,146,3.9,1,0,0,1,2.2,5,10.9,4,3,1,9,17.3,1,9,2,6,0,6,3,0,0,0
9,62,13,14,12/8/2024,MIA,,NYJ,"W, 32-26 (OT)",*,33,47,21,44.7,282,6,132,4,2.8,199,6,0,1,1,3,6.7,5,11.1,12,7,0,7,14.6,1,3,1,3,0,3,3,0,0,0
10,63,14,15,12/15/2024,MIA,@,HOU,"L, 12-20",*,29,40,11,25.6,184,4.6,56,1.9,1.4,140,4.8,0,0,0,0,0,6,15,7,2,2,7,16.3,0,,0,0,0,0,,0,,0
11,64,15,16,12/22/2024,MIA,,SFO,"W, 29-17",*,22,34,13,38.2,197,5.8,71,3.2,2.1,144,6.5,0,3,0,2,6.5,2,6.5,5,3,1,4,11.8,0,,2,-1,0,-1,-0.5,0,0,0
,,,,,,,,5-Jun,,291,399,161,38.3,2281,5.7,1182,4.1,3,1685,5.8,6,6,2,14,3.6,45,11.5,64,26,11,58,13.6,7,8.1,17,49,5,49,2.9,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
