,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,14,1,1,9/7/2025,NWE,,LVR,"L, 13-20",*,30,46,15,30,362,7.9,173,5.8,3.8,114,3.8,2,1,0,1,2.2,11,24.4,12,3,6,13,24.5,3,2.3,4,11,0,10,2.5,1,0.3,0,
2,15,2,2,9/14/2025,NWE,@,MIA,"W, 33-27",*,19,23,9,34.6,134,5.8,101,5.3,4.4,129,6.8,1,0,0,0,0,2,8.7,9,1,0,4,13.3,4,7.3,10,31,4,28,2.8,3,0.3,0,
3,16,3,3,9/21/2025,NWE,,PIT,"L, 14-21",*,28,37,13,31,207,5.6,159,5.7,4.3,109,3.9,2,1,0,1,2.8,3,8.3,15,5,3,13,27.7,5,8.4,7,45,5,18,2.6,27,3.9,1,7
4,17,4,4,9/28/2025,NWE,,CAR,"W, 42-13",*,14,17,8,44.4,133,7.8,93,6.6,5.5,110,7.9,0,1,0,0,0,1,6.3,3,0,0,1,4.8,3,3.7,3,11,1,8,2.7,3,1,0,
5,18,5,5,10/5/2025,NWE,@,BUF,"W, 23-20",*,22,30,13,38.2,205,6.8,173,7.9,5.8,100,4.5,0,2,0,2,7.1,4,14.3,8,5,4,13,36.1,2,6,3,12,1,10,3.3,2,0.7,0,
6,19,6,6,10/12/2025,NWE,@,NOR,"W, 25-19",*,18,26,12,44.4,284,10.9,175,9.7,6.7,86,4.8,0,2,0,1,4.2,3,12.5,7,8,1,10,32.3,4,7.5,9,28,3,20,2.2,8,0.9,0,
7,20,7,7,10/19/2025,NWE,@,TEN,"W, 31-13",*,21,23,12,44.4,185,8,162,7.7,7,60,2.9,0,0,0,0,0,2,8.7,5,0,1,5,14.3,8,7.8,8,62,3,48,6,14,1.8,0,
8,21,8,8,10/26/2025,NWE,,CLE,"W, 32-13",*,18,24,11,36.7,277,11.5,202,11.2,8.4,80,4.4,1,1,0,1,4.3,3,13,7,0,2,8,23.5,4,13.3,7,50,2,48,6.9,2,0.3,0,
9,22,9,9,11/2/2025,NWE,,ATL,"W, 24-23",*,19,29,14,40,309,10.7,148,7.8,5.1,111,5.8,0,1,0,2,7.1,5,17.9,17,2,1,9,22.5,5,4.6,8,20,2,20,2.5,0,0,0,
10,23,10,10,11/9/2025,NWE,@,TAM,"W, 28-23",*,16,31,9,28.1,347,11.2,136,8.5,4.4,134,8.4,1,2,0,1,3.4,8,27.6,8,3,4,8,22.2,4,3.5,7,13,0,9,1.3,4,0.6,0,
11,24,11,11,11/13/2025,NWE,,NYJ,"W, 27-14",*,25,34,16,45.7,399,11.7,187,7.5,5.5,94,3.8,1,1,0,2,6.1,3,9.1,12,1,3,5,13.5,2,2.5,4,2,0,2,0.5,0,0,0,
12,25,12,12,11/23/2025,NWE,@,CIN,"W, 26-20",*,22,35,12,33.3,297,8.5,189,8.6,5.4,105,4.8,1,2,0,0,0,7,21.2,9,3,2,6,15.4,3,7.7,5,22,2,18,3.6,4,0.8,0,
13,26,13,13,12/1/2025,NWE,,NYG,"W, 33-15",*,24,31,14,41.2,245,7.9,147,6.1,4.7,135,5.6,0,1,0,0,0,2,6.7,11,5,1,9,25,2,5,6,12,3,11,1.8,1,0.2,0,
14,27,14,15,12/14/2025,NWE,,BUF,"L, 31-35",*,14,23,6,23.1,244,10.6,87,6.2,3.8,68,4.9,1,1,0,1,4.5,5,22.7,4,1,2,6,20.7,3,11.7,4,43,4,25,6.3,18,4.5,0,
15,28,15,16,12/21/2025,NWE,@,BAL,"W, 28-24",*,31,44,17,36.2,468,10.6,276,8.9,6.3,104,3.4,0,2,0,0,0,5,11.9,16,3,7,13,26,3,4,10,25,3,16,1.6,9,0.9,0,
16,29,16,17,12/28/2025,NWE,@,NYJ,"W, 42-10",*,19,21,15,68.2,181,8.6,144,7.6,6.9,112,5.9,1,0,0,1,4.8,0,0,6,0,2,3,12.5,2,10,3,22,2,19,6.3,3,1,0,
17,30,17,18,1/4/2026,NWE,,MIA,"W, 38-10",*,14,18,7,38.9,207,11.5,96,6.9,5.3,95,6.8,0,2,0,0,0,1,6.3,9,2,3,5,21.7,5,8.2,5,41,3,25,5,16,3.2,1,5
,,,,,,,,14-3,,354,492,203,37.7,4484,9.1,2648,7.5,5.4,1746,4.9,11,20,0,13,2.8,65,13.8,158,42,42,131,21.8,62,6.9,103,450,38,335,3.3,115,1.1,2,51.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
