,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,59,1,1,9/11/2022,BAL,@,NYJ,"W, 24-9",*,17,30,8,25,360,12,147,8.6,4.9,66,3.9,1,1,0,2,6.9,7,24.1,5,0,2,4,11.8,2,4.5,6,17,2,17,2.8,0,0,1,6
2,60,2,2,9/18/2022,BAL,,MIA,"L, 38-42",*,21,29,13,44.8,314,10.8,172,8.2,5.9,146,7,1,0,0,1,3.4,5,17.2,17,2,0,2,6.5,2,14.5,9,119,3,101,11.2,18,2,1,9
3,61,3,3,9/25/2022,BAL,@,NWE,"W, 37-26",*,18,29,11,33.3,276,9.5,105,5.8,3.6,113,6.3,1,2,0,1,3.7,7,25.9,15,2,2,8,23.5,1,8,11,107,6,85,7.7,22,2,1,11
4,62,4,4,10/2/2022,BAL,,BUF,"L, 20-23",*,20,29,7,22.6,133,4.6,72,3.6,2.5,72,3.6,1,1,0,3,10.7,2,7.1,6,6,2,10,26.3,7,7.3,11,73,4,51,4.6,22,2,1,11
5,63,5,5,10/9/2022,BAL,,CIN,"W, 19-17",*,19,32,7,21.2,295,9.2,99,5.2,3.1,75,3.9,2,5,0,0,0,6,22.2,17,5,3,9,25.7,2,2.5,12,58,5,52,4.3,6,0.5,2,6
6,64,6,6,10/16/2022,BAL,@,NYG,"L, 20-24",*,17,32,13,38.2,310,9.7,141,8.3,4.4,69,4.1,1,0,0,5,15.6,7,21.9,14,1,1,4,11.1,2,13.5,7,77,4,38,5.4,39,5.6,1,7
7,65,7,7,10/23/2022,BAL,,CLE,"W, 23-20",*,9,16,5,26.3,88,5.5,67,7.4,4.2,53,5.9,1,0,0,1,6.3,3,18.8,9,3,1,7,33.3,2,8.5,10,59,5,34,3.4,25,2.5,3,3.3
8,66,8,8,10/27/2022,BAL,@,TAM,"W, 27-22",*,27,38,15,36.6,219,5.8,117,4.3,3.1,121,4.5,0,3,1,0,0,4,11.8,12,2,0,5,11.6,2,5,9,43,2,23,2.6,20,2.2,0,
9,67,9,9,11/7/2022,BAL,@,NOR,"W, 27-13",*,12,22,7,28,217,9.9,66,5.5,3,67,5.6,0,1,0,3,14.3,5,23.8,10,2,0,5,20,0,,11,82,7,30,2.7,52,4.7,3,3.7
10,68,10,11,11/20/2022,BAL,,CAR,"W, 13-3",*,24,33,9,25,148,4.5,114,4.8,3.5,95,4,0,1,0,5,15.6,2,6.3,10,1,0,4,11.1,0,,11,31,4,31,2.8,0,0,0,
11,69,11,12,11/27/2022,BAL,@,JAX,"L, 27-28",*,16,32,10,30.3,376,11.8,167,10.4,5.2,87,5.4,0,2,0,5,16.7,7,23.3,7,7,2,10,27,4,10.3,14,89,5,73,5.2,16,1.1,1,14
12,70,12,13,12/4/2022,BAL,,DEN,"W, 10-9",*,3,4,0,0,16,4,4,1.3,1,7,2.3,0,0,0,0,0,1,25,3,0,2,4,66.7,0,,1,9,0,7,7,2,2,0,
,,,,,,,,4-Aug,,203,326,105,29.8,2752,8.4,1271,6.3,3.9,971,4.8,8,16,1,26,8.4,56,18.1,125,31,15,72,19.1,24,8.2,112,764,47,542,4.8,222,2,14,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
