,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,111,1,1,9/13/2021,LVR,,BAL,"W, 33-27 (OT)",*,34,56,17,28.8,544,9.7,266,7.8,4.8,169,5,1,2,2,5,9.6,9,17.3,22,6,4,13,21.3,2,3,4,6,0,5,1.3,1,0.3,0
2,112,2,2,9/19/2021,LVR,@,PIT,"W, 26-17",*,28,37,17,43.6,308,8.3,228,8.1,6.2,154,5.5,2,0,0,0,0,5,13.5,8,8,2,12,30,1,5,4,9,2,9,2.3,0,0,0
3,113,3,3,9/26/2021,LVR,,MIA,"W, 31-28 (OT)",*,26,43,18,39.1,399,9.3,200,7.7,4.7,186,7.2,1,3,0,1,2.5,9,22.5,18,1,6,10,21.7,0,,2,-2,0,-2,-1,0,0,0
4,114,4,4,10/4/2021,LVR,@,LAC,"L, 14-28",*,21,34,8,21.1,293,8.6,132,6.3,3.9,64,3,1,3,0,3,9.7,3,9.7,7,5,3,12,30,2,2,3,6,1,5,1.7,1,0.3,0
5,115,5,5,10/10/2021,LVR,,CHI,"L, 9-20",*,22,35,7,18.4,319,9.1,97,4.4,2.8,109,5,0,0,0,2,5.7,9,25.7,5,1,1,5,12.8,1,8,3,10,1,10,3.3,0,0,0
6,116,6,6,10/17/2021,LVR,@,DEN,"W, 34-24",*,18,27,11,37.9,320,11.9,213,11.8,7.9,128,7.1,0,2,0,2,8,4,16,9,5,2,9,31,0,,2,-1,0,-1,-0.5,0,0,0
7,117,7,7,10/24/2021,LVR,,PHI,"W, 33-22",*,31,34,16,47.1,193,5.7,177,5.7,5.2,146,4.7,0,0,0,0,0,2,5.9,6,2,2,4,11.4,1,2,2,1,0,1,0.5,0,0,0
8,118,8,9,11/7/2021,LVR,@,NYG,"L, 16-23",*,30,46,15,31.9,266,5.8,109,3.6,2.4,187,6.2,2,0,0,0,0,10,21.7,15,3,2,6,12.5,1,4,2,5,1,5,2.5,0,0,0
9,119,9,10,11/14/2021,LVR,,KAN,"L, 14-41",*,25,35,11,29.7,256,7.3,132,5.3,3.8,129,5.2,2,1,0,0,0,3,8.8,7,4,3,9,22.5,3,6,3,18,0,16,5.3,2,0.7,0
10,120,10,11,11/21/2021,LVR,,CIN,"L, 13-32",*,19,27,8,27.6,232,8.6,127,6.7,4.7,88,4.6,0,2,0,1,4,5,20,6,5,3,10,34.5,0,,0,0,0,0,,0,,0
11,121,11,12,11/25/2021,LVR,@,DAL,"W, 36-33 (OT)",*,24,39,14,33.3,376,9.6,149,6.2,3.8,224,9.3,0,1,0,2,5.3,10,26.3,9,3,5,11,25.6,1,22,2,21,1,21,10.5,0,0,0
12,122,12,13,12/5/2021,LVR,,WAS,"L, 15-17",*,28,38,14,35,361,9.5,120,4.3,3.2,129,4.6,0,1,0,1,2.7,3,8.1,11,3,1,6,14.3,2,12,2,24,1,23,11.5,1,0.5,0
13,123,13,14,12/12/2021,LVR,@,KAN,"L, 9-48",*,33,45,13,26.5,193,4.3,74,2.2,1.6,189,5.7,0,2,0,5,11.6,4,9.3,11,3,5,12,24.5,0,,0,0,0,0,,0,,0
14,124,14,15,12/20/2021,LVR,@,CLE,"W, 16-14",*,25,38,14,35,331,8.7,128,5.1,3.4,108,4.3,0,1,1,3,8.3,4,11.1,10,7,0,9,22,1,6,3,7,0,5,1.7,2,0.7,0
15,125,15,16,12/26/2021,LVR,,DEN,"W, 17-13",*,20,25,11,40.7,141,5.6,128,6.4,5.1,73,3.7,0,0,0,0,0,3,12,8,1,2,5,17.2,2,4,7,5,2,4,0.6,1,0.1,0
16,126,16,17,1/2/2022,LVR,@,IND,"W, 23-20",*,24,31,13,39.4,274,8.8,157,6.5,5.1,98,4.1,0,0,0,0,0,3,9.7,6,1,4,7,21.2,0,,0,0,0,0,,0,,0
17,127,17,18,1/9/2022,LVR,,LAC,"W, 35-32 (OT)",*,20,36,10,25.6,280,7.8,88,4.4,2.4,98,4.9,1,4,0,1,3.1,8,25,10,0,3,6,15.4,0,,1,-1,0,-1,-1,0,0,0
,,,,,,,,7-Oct,,428,626,217,32.6,5086,8.1,2525,5.9,4,2279,5.3,10,22,3,26,4.3,94,15.6,168,58,48,146,21.4,17,6.3,40,108,9,100,2.5,8,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
