,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,31,1,1,9/11/2022,PHI,@,DET,"W, 38-35",*,18,32,12,36.4,130,4.1,100,5.6,3.1,143,7.9,3,3,0,2,6.9,4,13.8,17,4,4,9,20.9,10,7.2,17,90,6,76,4.5,14,0.8,1,17
2,32,2,2,9/19/2022,PHI,,MIN,"W, 24-7",*,26,31,13,38.2,287,9.3,192,7.4,6.2,141,5.4,0,0,0,1,3.2,3,9.7,5,1,2,6,15.8,4,4.5,11,57,3,47,4.3,10,0.9,3,3.7
3,33,3,3,9/25/2022,PHI,@,WAS,"W, 24-8",*,22,35,16,42.1,396,11.3,191,8.7,5.5,149,6.8,1,1,0,0,0,5,14.7,8,2,4,9,22,3,4.3,9,20,1,13,1.4,7,0.8,0,
4,34,4,4,10/2/2022,PHI,,JAX,"W, 29-21",*,16,25,8,29.6,156,6.2,75,4.7,3,129,8.1,1,1,0,2,8.3,2,8.3,4,7,3,12,40,3,6.7,16,38,4,30,1.9,8,0.5,0,
5,35,5,5,10/9/2022,PHI,@,ARI,"W, 20-17",*,26,36,12,31.6,137,3.8,73,2.8,2,166,6.4,1,1,0,2,5.7,4,11.4,16,0,3,5,12.5,2,15,15,61,8,59,3.9,2,0.1,0,
6,36,6,6,10/16/2022,PHI,,DAL,"W, 26-17",*,15,25,9,31,133,5.3,47,3.1,1.9,108,7.2,1,3,0,1,4.5,3,13.6,14,3,0,7,23.3,1,5,9,27,3,23,2.6,4,0.4,0,
7,37,7,8,10/30/2022,PHI,,PIT,"W, 35-13",*,19,28,12,38.7,303,10.8,187,9.8,6.7,98,5.2,1,0,0,3,10.7,4,14.3,21,0,0,3,9.4,1,2,2,10,0,10,5,0,0,0,
8,38,8,9,11/3/2022,PHI,@,HOU,"W, 29-17",*,21,27,14,45.2,207,7.7,135,6.4,5,108,5.1,1,2,0,0,0,3,12,10,2,2,8,24.2,2,6,9,23,3,7,0.8,16,1.8,0,
9,39,9,10,11/14/2022,PHI,,WAS,"L, 21-32",*,17,26,10,37,208,8,124,7.3,4.8,51,3,0,1,0,3,12,2,8,6,4,0,5,17.9,1,1,6,28,4,19,3.2,9,1.5,0,
10,40,10,11,11/20/2022,PHI,@,IND,"W, 17-16",*,18,25,6,21.4,203,8.1,105,5.8,4.2,85,4.7,0,2,0,0,0,1,4.3,5,3,0,6,19.4,3,13.7,16,86,8,55,3.4,31,1.9,4,4
11,41,11,12,11/27/2022,PHI,,GNB,"W, 40-33",*,16,28,6,20,197,7,94,5.9,3.4,59,3.7,1,3,0,4,16,3,12,10,3,1,6,17.1,5,17.4,17,157,10,134,7.9,23,1.4,0,
12,42,12,13,12/4/2022,PHI,,TEN,"W, 35-10",*,29,39,15,36.6,375,9.6,208,7.2,5.3,172,5.9,1,2,0,1,2.7,5,13.5,6,3,2,7,17.1,0,,5,12,3,9,1.8,3,0.6,0,
13,43,13,14,12/11/2022,PHI,@,NYG,"W, 48-22",*,21,31,10,28.6,297,9.6,120,5.7,3.9,97,4.6,0,0,0,2,6.5,6,19.4,18,0,1,5,13.9,1,8,7,77,6,71,10.1,6,0.9,0,
14,44,14,15,12/18/2022,PHI,@,CHI,"W, 25-20",*,22,37,11,28.9,466,12.6,177,8,4.8,138,6.3,1,0,0,0,0,10,27,11,1,0,2,4.8,4,4.3,17,61,5,61,3.6,0,0,0,
15,45,17,18,1/8/2023,PHI,,NYG,"W, 22-16",*,20,35,11,28.9,239,6.8,100,5,2.9,129,6.5,1,4,0,1,3.2,7,22.6,21,6,0,9,21.4,4,3.8,9,13,3,13,1.4,0,0,0,
,,,,,,,,14-1,,306,460,165,33.1,3734,8.1,1928,6.3,4.2,1773,5.8,13,23,0,22,5,62,14.2,172,39,22,99,18.3,44,7.8,165,760,67,627,3.8,133,0.8,8,20.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
