,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,84,1,1,9/11/2022,DET,,PHI,"L, 35-38",*,21,37,12,31.6,306,8.3,96,4.6,2.6,119,5.7,0,0,0,5,13.5,9,24.3,9,0,4,5,12.8,1,10,2,9,1,4,2,5,2.5,0
2,85,2,2,9/18/2022,DET,,WAS,"W, 36-27",*,20,34,12,32.4,297,8.7,126,6.3,3.7,130,6.5,0,0,0,4,11.8,6,17.6,16,1,6,10,27,0,,2,-2,0,-2,-1,0,0,0
3,86,3,3,9/25/2022,DET,@,MIN,"L, 24-28",*,25,41,14,34.1,345,8.4,141,5.6,3.4,136,5.4,0,3,1,0,0,6,16.2,8,5,2,7,16.3,2,4,2,8,0,8,4,0,0,0
4,87,4,4,10/2/2022,DET,,SEA,"L, 45-48",*,26,39,18,45,387,9.9,211,8.1,5.4,167,6.4,0,1,0,4,10.5,6,15.8,2,1,2,4,9.8,1,1,1,1,0,1,1,0,0,0
5,88,5,5,10/9/2022,DET,@,NWE,"L, 0-29",*,19,35,9,24.3,290,8.3,113,5.9,3.2,116,6.1,0,5,0,2,6.7,7,23.3,11,7,4,13,33.3,2,4,3,7,0,7,2.3,0,0,0
6,89,6,7,10/23/2022,DET,@,DAL,"L, 6-24",*,21,26,11,35.5,146,5.6,87,4.1,3.3,141,6.7,0,1,0,0,0,2,8,12,4,1,10,31.3,1,4,1,4,0,4,4,0,0,0
7,90,7,8,10/30/2022,DET,,MIA,"L, 27-31",*,27,37,13,34.2,255,6.9,152,5.6,4.1,169,6.3,3,0,0,2,5.4,5,13.5,15,0,3,4,10.3,1,3,1,3,0,3,3,0,0,0
8,91,8,9,11/6/2022,DET,,GNB,"W, 15-9",*,14,26,10,38.5,106,4.1,44,3.1,1.7,93,6.6,2,2,0,0,0,7,29.2,15,1,3,4,15.4,0,,1,-1,0,-1,-1,0,0,0
9,92,9,10,11/13/2022,DET,@,CHI,"W, 31-30",*,19,26,12,42.9,175,6.7,90,4.7,3.5,146,7.7,2,1,0,0,0,3,12,13,5,0,7,23.3,2,7.5,4,14,1,14,3.5,0,0,0
10,93,10,11,11/20/2022,DET,@,NYG,"W, 31-18",*,17,26,9,34.6,154,5.9,63,3.7,2.4,102,6,0,1,0,2,8,4,16,14,3,2,5,19.2,0,,4,-1,1,-1,-0.3,0,0,0
11,94,11,12,11/24/2022,DET,,BUF,"L, 25-28",*,23,37,13,33.3,248,6.7,104,4.5,2.8,136,5.9,0,2,0,3,8.6,8,22.9,19,4,8,14,35.9,0,,0,0,0,0,,0,,0
12,95,12,13,12/4/2022,DET,,JAX,"W, 40-14",*,31,41,21,48.8,246,6,181,5.8,4.4,159,5.1,0,2,0,1,2.6,4,10.3,8,2,2,6,14,0,,0,0,0,0,,0,,0
13,96,13,14,12/11/2022,DET,,MIN,"W, 34-23",*,27,39,18,46.2,252,6.5,203,7.5,5.2,127,4.7,0,3,0,3,8.3,5,13.9,7,3,3,6,14.6,2,4.5,2,9,0,9,4.5,0,0,0
14,97,14,15,12/18/2022,DET,@,NYJ,"W, 20-17",*,23,38,14,36.8,200,5.3,84,3.7,2.2,168,7.3,0,2,0,2,5.6,8,22.2,5,2,5,7,18.4,0,,0,0,0,0,,0,,0
15,98,15,16,12/24/2022,DET,@,CAR,"L, 23-37",*,25,42,15,34.1,320,7.6,236,9.4,5.6,119,4.8,4,3,0,0,0,5,12.8,12,1,5,8,17.8,1,1,3,15,1,15,5,0,0,0
16,99,16,17,1/1/2023,DET,,CHI,"W, 41-10",*,21,29,14,46.7,192,6.6,124,5.9,4.3,131,6.2,0,0,0,1,3.4,6,20.7,7,1,1,3,10,0,,1,2,1,1,1,1,1,0
17,100,17,18,1/8/2023,DET,@,GNB,"W, 20-16",*,23,34,12,34.3,187,5.5,96,4.2,2.8,128,5.6,0,1,0,5,15.2,3,9.1,13,3,2,6,16.7,1,6,2,5,0,5,2.5,0,0,0
,,,,,,,,8-Sep,,382,587,227,37.2,4106,7,2151,5.6,3.7,2287,6,11,27,1,34,6.1,94,16.8,186,43,53,119,19.1,14,4.6,29,73,5,67,2.3,6,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
