,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,49,1,1,9/8/2019,DAL,,NYG,"W, 35-17",*,25,32,18,56.3,301,9.4,232,9.3,7.3,173,6.9,0,0,0,3,9.4,2,6.3,13,1,2,3,9.4,0,,4,12,2,11,2.8,1,0.3,0,
2,50,2,2,9/15/2019,DAL,@,WAS,"W, 31-21",*,26,30,12,38.7,257,8.6,174,6.7,5.8,95,3.7,1,0,0,1,3.3,1,3.3,5,2,1,4,12.5,1,15,5,69,3,59,11.8,10,2,0,
3,51,3,3,9/22/2019,DAL,,MIA,"W, 31-6",*,19,32,12,36.4,413,12.9,141,7.4,4.4,105,5.5,0,1,0,2,6.5,6,19.4,6,2,3,6,17.6,1,8,2,7,1,7,3.5,0,0,0,
4,52,4,4,9/29/2019,DAL,@,NOR,"L, 10-12",*,22,33,8,23.5,316,9.6,172,7.8,5.2,51,2.3,0,1,1,1,3.2,4,12.9,5,5,5,11,31.4,1,7,1,7,1,7,7,0,0,0,
5,53,5,5,10/6/2019,DAL,,GNB,"L, 24-34",*,27,44,19,40.4,470,10.7,292,10.8,6.6,171,6.3,1,1,0,4,9.3,7,16.3,4,2,5,10,19.6,4,6.8,4,27,2,14,3.5,13,3.3,3,1.3
6,54,6,6,10/13/2019,DAL,@,NYJ,"L, 22-24",*,28,40,15,36.6,341,8.5,175,6.3,4.4,103,3.7,0,0,0,5,12.5,4,10,17,2,7,10,23.8,1,8,3,11,1,9,3,2,0.7,0,
7,55,7,7,10/20/2019,DAL,,PHI,"W, 37-10",*,21,27,12,40,225,8.3,155,7.4,5.7,84,4,0,2,0,2,8,0,0,7,0,1,4,12.9,1,8,5,30,2,24,4.8,6,1.2,0,
8,56,8,9,11/4/2019,DAL,@,NYG,"W, 37-18",*,22,35,10,28.6,360,10.3,124,5.6,3.5,133,6,0,2,0,1,3,6,18.2,11,4,5,9,25,1,11,3,12,1,9,3,3,1,0,
9,57,9,10,11/10/2019,DAL,,MIN,"L, 24-28",*,28,46,22,46.8,567,12.3,299,10.7,6.5,98,3.5,0,1,0,1,2.2,8,17.8,16,4,4,9,19.1,0,,0,0,0,0,,0,,0,
10,58,10,11,11/17/2019,DAL,@,DET,"W, 35-27",*,29,46,21,44.7,454,9.9,230,7.9,5,214,7.4,0,1,0,2,4.4,11,24.4,15,4,5,10,20.4,2,6,6,18,1,13,2.2,5,0.8,0,
11,59,11,12,11/24/2019,DAL,@,NWE,"L, 9-13",*,19,33,8,24.2,185,5.6,74,3.9,2.2,138,7.3,0,1,0,2,6.3,7,21.9,10,2,6,8,23.5,1,4,1,4,0,4,4,0,0,0,
12,60,12,13,11/28/2019,DAL,,BUF,"L, 15-26",*,32,49,22,41.5,331,6.8,233,7.3,4.8,122,3.8,2,0,0,2,4.1,3,6.1,14,5,1,10,17.9,3,7.7,4,25,2,5,1.3,20,5,2,2
13,61,13,14,12/5/2019,DAL,@,CHI,"L, 24-31",*,27,49,17,33.3,513,10.5,272,10.1,5.6,62,2.3,1,3,0,1,2.2,11,23.9,11,4,6,12,23.5,0,,3,1,0,-1,-0.3,2,0.7,0,
14,62,14,15,12/15/2019,DAL,,LAR,"W, 44-21",*,15,23,8,34.8,137,6,63,4.2,2.7,149,9.9,1,1,0,2,9.1,3,13.6,9,2,1,3,12,2,1.5,7,12,2,-4,-0.6,16,2.3,0,
15,63,15,16,12/22/2019,DAL,@,PHI,"L, 9-17",*,25,44,12,26.1,463,10.5,187,7.5,4.3,78,3.1,1,0,0,4,9.1,10,22.7,5,1,2,5,10.6,1,7,1,7,0,0,0,7,7,1,1
16,64,16,17,12/29/2019,DAL,,WAS,"W, 47-16",*,23,33,13,36.1,206,6.2,161,7,4.9,142,6.2,2,0,0,3,9.1,3,9.1,7,0,3,6,16.2,1,13,3,35,1,21,7,14,4.7,1,3
,,,,,,,,8-Aug,,388,596,229,37,5539,9.3,2984,7.7,5,1918,4.9,9,14,1,36,6.2,86,14.8,155,40,57,120,18.8,20,7.3,52,277,19,178,3.4,99,1.9,7,7.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
