,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,49,1,1,9/12/2021,SFO,@,DET,"W, 41-33",*,17,25,12,46.2,162,6.5,126,7.4,5,188,11.1,0,2,1,2,9.1,1,4.5,14,2,2,5,18.5,1,3,3,2,0,2,0.7,0,0,0
2,50,2,2,9/19/2021,SFO,@,PHI,"W, 17-11",*,22,30,9,30,119,4,62,2.8,2.1,127,5.8,0,0,0,3,10,4,13.3,2,0,2,2,6.1,3,4.3,11,20,5,20,1.8,0,0,0
3,51,3,3,9/26/2021,SFO,,GNB,"L, 28-30",*,25,40,15,34.1,261,6.5,143,5.7,3.6,114,4.6,0,2,0,3,7.9,4,10.5,9,3,6,13,29.5,0,,1,4,0,4,4,0,0,0
4,52,4,4,10/3/2021,SFO,,SEA,"L, 21-28",*,14,23,8,33.3,225,9.8,109,7.8,4.7,56,4,1,1,0,1,4.5,3,13.6,6,3,2,6,25,0,,0,0,0,0,,0,,0
5,53,6,7,10/24/2021,SFO,,IND,"L, 18-30",*,16,27,8,27.6,237,8.8,132,8.3,4.9,49,3.1,0,0,0,2,7.4,5,18.5,2,0,3,5,17.2,0,,2,0,0,0,0,0,0,0
6,54,7,8,10/31/2021,SFO,@,CHI,"W, 33-22",*,17,28,12,42.9,241,8.6,159,9.4,5.7,163,9.6,1,0,1,2,7.4,4,14.8,7,4,0,4,14.3,0,,5,4,2,3,0.6,1,0.2,0
7,55,8,9,11/7/2021,SFO,,ARI,"L, 17-31",*,28,40,17,37.8,355,8.9,194,6.9,4.9,132,4.7,1,1,0,1,2.6,7,17.9,9,4,3,12,26.1,1,3,1,3,0,0,0,3,3,0
8,56,9,10,11/15/2021,SFO,,LAR,"W, 31-10",*,15,19,9,45,125,6.6,89,5.9,4.7,93,6.2,0,0,0,0,0,2,10.5,6,0,0,1,5,0,,2,1,1,1,0.5,0,0,0
9,57,10,11,11/21/2021,SFO,@,JAX,"W, 30-10",*,16,22,8,33.3,141,6.4,105,6.6,4.8,71,4.4,0,2,0,0,0,3,15,9,1,2,5,20,1,3,2,6,1,6,3,0,0,0
10,58,11,12,11/28/2021,SFO,,MIN,"W, 34-26",*,17,26,10,35.7,227,8.7,106,6.2,4.1,124,7.3,0,0,0,1,3.8,6,23.1,4,2,4,8,28.6,0,,3,0,1,-1,-0.3,1,0.3,0
11,59,12,13,12/5/2021,SFO,@,SEA,"L, 23-30",*,20,30,11,35.5,218,7.3,134,6.7,4.5,165,8.3,1,0,0,2,6.7,4,13.3,5,2,2,5,16.1,0,,2,0,1,0,0,0,0,0
12,60,13,14,12/12/2021,SFO,@,CIN,"W, 26-23 (OT)",*,27,41,14,30.4,353,8.6,173,6.4,4.2,123,4.6,0,3,0,2,5.3,1,2.6,10,0,5,10,21.7,0,,1,3,1,0,0,3,3,0
13,61,14,15,12/19/2021,SFO,,ATL,"W, 31-13",*,18,23,11,47.8,132,5.7,87,4.8,3.8,148,8.2,0,0,0,2,8.7,2,8.7,4,0,3,3,13,0,,3,4,1,2,0.7,2,0.7,0
14,62,15,16,12/23/2021,SFO,@,TEN,"L, 17-20",*,26,35,14,37.8,226,6.5,81,3.1,2.3,241,9.3,1,0,0,1,2.9,5,14.3,3,2,0,4,10.8,0,,1,3,1,3,3,0,0,0
15,63,17,18,1/9/2022,SFO,@,LAR,"W, 27-24 (OT)",*,23,32,14,40,282,8.8,144,6.3,4.5,172,7.5,0,0,1,1,3.2,4,12.9,10,1,2,6,17.1,0,,1,1,1,0,0,1,1,0
,,,,,,,,6-Sep,,301,441,172,36.6,3304,7.5,1844,6.1,4.2,1966,6.5,5,11,3,23,5.4,55,12.9,100,24,36,89,18.7,6,3.7,38,51,15,40,1.1,11,0.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
