,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,1,3,3,9/20/2018,CLE,,NYJ,"W, 21-17",,17,23,9,37.5,221,9.6,145,8.5,6.3,56,3.3,0,1,0,3,13.6,0,0,13,3,2,6,25,0,,2,-2,0,-2,-1,0,0,0,
2,2,4,4,9/30/2018,CLE,@,OAK,"L, 42-45 (OT)",*,21,41,13,30.2,390,9.5,150,7.1,3.7,145,6.9,0,2,0,5,12.8,6,15.4,7,5,2,9,20,2,5.5,4,10,1,8,2,2,0.5,0,
3,3,5,5,10/7/2018,CLE,,BAL,"W, 12-9 (OT)",*,25,43,13,27.1,409,9.5,174,7,4,168,6.7,0,0,1,1,2.4,10,23.8,26,11,3,19,38,2,11.5,2,23,0,21,10.5,2,1,0,
4,4,6,6,10/14/2018,CLE,,LAC,"L, 14-38",*,22,46,13,25.5,450,9.8,124,5.6,2.7,114,5.2,0,3,0,7,16.3,10,23.3,12,9,2,16,30.8,1,6,2,8,1,3,1.5,5,2.5,0,
5,5,7,7,10/21/2018,CLE,@,TAM,"L, 23-26 (OT)",*,23,34,8,20.5,289,8.5,128,5.6,3.8,87,3.8,0,0,0,0,0,7,20.6,11,6,0,11,26.2,3,14.3,4,43,1,18,4.5,25,6.3,0,
6,6,8,8,10/28/2018,CLE,@,PIT,"L, 18-33",*,22,36,9,23.7,283,7.9,69,3.1,1.9,111,5,0,3,0,1,3,7,21.2,21,8,5,15,38.5,1,9,1,9,1,5,5,4,4,0,
7,7,9,9,11/4/2018,CLE,,KAN,"L, 21-37",*,29,42,17,38.6,374,8.9,125,4.3,3,172,5.9,0,0,0,2,4.8,10,23.8,13,6,0,8,18.2,0,,0,0,0,0,,0,,0,
8,8,10,10,11/11/2018,CLE,,ATL,"W, 28-16",*,17,20,13,65,152,7.6,112,6.6,5.6,104,6.1,0,0,0,0,0,3,15,7,1,0,1,4.5,2,8,6,20,1,18,3,2,0.3,0,
9,9,11,12,11/25/2018,CLE,@,CIN,"W, 35-20",*,19,26,14,53.8,256,9.8,144,7.6,5.5,114,6,0,1,0,1,4,3,12,5,3,1,4,14.8,1,5,4,-4,0,-4,-1,0,0,0,
10,10,12,13,12/2/2018,CLE,@,HOU,"L, 13-29",*,29,43,15,34.9,396,9.2,208,7.2,4.8,189,6.5,0,1,2,2,5,4,10,2,13,1,14,32.6,0,,0,0,0,0,,0,,0,
11,11,13,14,12/9/2018,CLE,,CAR,"W, 26-20",*,18,22,5,21.7,242,11,165,9.2,7.5,73,4.1,0,0,0,3,13.6,1,4.5,7,5,0,6,25,1,1,4,2,0,2,0.5,0,0,0,
12,12,14,15,12/15/2018,CLE,@,DEN,"W, 17-16",*,18,31,13,39.4,314,10.1,121,6.7,3.9,67,3.7,0,1,0,3,10,4,13.3,13,3,1,6,17.6,1,9,4,6,1,2,0.5,4,1,1,4
13,13,15,16,12/23/2018,CLE,,CIN,"W, 26-18",*,27,37,13,35.1,255,6.9,116,4.3,3.1,168,6.2,0,0,0,2,5.4,6,16.2,9,3,0,3,7.5,3,6.3,6,16,2,12,2,4,0.7,0,
14,14,16,17,12/30/2018,CLE,@,BAL,"L, 24-26",*,23,42,16,38.1,483,11.5,251,10.9,6,125,5.4,0,1,0,1,2.4,10,24.4,23,8,1,9,21.4,0,,0,0,0,0,,0,,0,
,,,,,,,,7-Jul,,310,486,171,33.5,4514,9.3,2032,6.6,4.2,1693,5.5,0,13,3,31,6.6,81,17.2,169,84,18,127,24.1,17,8.4,39,131,8,83,2.1,48,1.2,1,39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
