,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,43,1,1,9/7/2025,GNB,,DET,"W, 27-13",*,16,22,8,36.4,253,11.5,149,9.3,6.8,39,2.4,0,0,0,0,0,4,18.2,8,0,2,2,8.7,1,3,3,4,1,2,0.7,2,0.7,0,
2,44,2,2,9/11/2025,GNB,,WAS,"W, 27-18",*,19,31,14,42.4,408,13.2,162,8.5,5.2,130,6.8,0,4,0,1,3.7,4,14.8,14,3,1,6,17.6,1,14,3,12,1,7,2.3,5,1.7,1,3
3,45,3,3,9/21/2025,GNB,@,CLE,"L, 10-13",*,18,25,8,26.7,48,1.9,46,2.6,1.8,137,7.6,0,0,0,1,4,5,20,7,1,0,6,19.4,1,4,4,18,1,18,4.5,0,0,0,
4,46,4,4,9/28/2025,GNB,@,DAL,"T, 40-40 (OT)",*,31,43,16,36.4,255,5.9,85,2.7,2,252,8.1,0,7,0,1,2.8,3,8.3,13,5,4,10,21.7,2,14.5,3,28,1,-1,-0.3,29,9.7,0,
5,47,5,6,10/12/2025,GNB,,CIN,"W, 27-18",*,19,26,11,40.7,246,9.5,154,8.1,5.9,105,5.5,0,0,0,0,0,2,7.7,3,3,3,7,21.9,5,4.8,7,26,3,21,3,5,0.7,0,
6,48,6,7,10/19/2025,GNB,@,ARI,"W, 27-23",*,19,29,10,33.3,190,6.6,100,5.3,3.4,79,4.2,1,1,0,1,3.6,5,17.9,7,1,1,3,9.1,3,7.7,4,22,1,22,5.5,0,0,0,
7,49,7,8,10/26/2025,GNB,@,PIT,"W, 35-25",*,29,37,16,43.2,157,4.2,115,4,3.1,245,8.4,0,1,0,2,5.6,4,11.1,16,2,5,7,18.9,0,,1,-1,0,-1,-1,0,0,0,
8,50,8,9,11/2/2025,GNB,,CAR,"L, 13-16",*,26,37,13,34.2,325,8.8,172,6.6,4.6,101,3.9,0,2,0,1,2.9,5,14.3,8,2,5,8,21.1,0,,1,1,0,1,1,0,0,0,
9,51,9,10,11/10/2025,GNB,,PHI,"L, 7-10",*,20,36,10,25.6,304,8.4,105,5.3,2.9,71,3.6,2,2,1,1,3,7,21.2,5,3,5,11,26.2,3,8.7,5,28,2,24,4.8,4,0.8,0,
10,52,10,11,11/16/2025,GNB,@,NYG,"W, 27-20",*,13,24,9,34.6,290,12.1,145,11.2,6,29,2.2,1,1,0,2,8.7,3,13,10,2,5,9,33.3,1,4,2,7,0,3,1.5,4,2,1,2
11,53,11,12,11/23/2025,GNB,,MIN,"W, 23-6",*,14,21,8,36.4,176,8.4,80,5.7,3.8,59,4.2,1,1,0,0,0,3,15,7,0,4,5,21.7,1,13,3,15,1,15,5,0,0,0,
12,54,12,13,11/27/2025,GNB,@,DET,"W, 31-24",*,18,30,11,36.7,343,11.4,195,10.8,6.5,39,2.2,0,1,0,1,3.4,5,17.2,6,4,2,6,18.8,2,3.5,5,4,0,2,0.4,2,0.4,0,
13,55,13,14,12/7/2025,GNB,,CHI,"W, 28-21",*,17,25,9,34.6,311,12.4,139,8.2,5.6,95,5.6,0,2,0,0,0,4,17.4,13,0,0,1,3.8,0,,1,-1,0,-1,-1,0,0,0,
14,56,14,15,12/14/2025,GNB,@,DEN,"L, 26-34",*,24,40,12,27.9,452,11.3,176,7.3,4.4,100,4.2,0,4,0,5,13.9,3,8.3,17,11,11,25,54.3,3,9.7,3,29,2,29,9.7,0,0,0,
15,57,15,16,12/20/2025,GNB,@,CHI,"L, 16-22 (OT)",*,8,13,4,30.8,76,5.8,47,5.9,3.6,30,3.8,1,0,0,1,7.7,3,23.1,1,0,1,1,7.1,1,7,2,7,1,7,3.5,0,0,0,
,,,,,,,,9/5/2001,,291,439,159,34.6,3834,8.7,1870,6.4,4.3,1511,5.2,6,26,1,17,4.1,60,14.6,135,37,49,107,22.1,24,7.6,47,199,14,148,3.1,51,1.1,2,23.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
