,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,143,1,1,9/10/2023,MIN,,TAM,"L, 17-20",*,33,44,15,32.6,298,6.8,199,6,4.5,145,4.4,1,0,0,1,2.3,7,15.9,21,4,7,13,27.7,1,4,3,7,1,6,2,1,0.3,0
2,144,2,2,9/14/2023,MIN,@,PHI,"L, 28-34",*,31,44,19,41.3,404,9.2,209,6.7,4.8,155,5,0,1,0,3,7,7,16.3,8,0,8,10,21.7,0,,0,0,0,0,,0,,0
3,145,3,3,9/24/2023,MIN,,LAC,"L, 24-28",*,32,50,15,27.8,397,7.9,218,6.8,4.4,149,4.7,0,1,0,1,2,10,20.4,13,7,7,18,32.7,1,10,1,10,0,10,10,0,0,0
4,146,4,4,10/1/2023,MIN,@,CAR,"W, 21-13",*,12,19,9,42.9,167,8.8,92,7.7,4.8,47,3.9,0,1,0,1,5.6,2,11.1,7,2,2,6,28.6,0,,1,0,0,0,0,0,0,0
5,147,5,5,10/8/2023,MIN,,KAN,"L, 20-27",*,29,47,15,30,355,7.6,147,5.1,3.1,137,4.7,0,0,1,3,6.5,7,15.2,20,1,9,13,26,0,,3,5,3,4,1.3,1,0.3,0
6,148,6,6,10/15/2023,MIN,@,CHI,"W, 19-13",*,21,31,8,24.2,189,6.1,100,4.8,3.2,81,3.9,0,1,0,4,13.3,2,6.7,11,2,2,6,18.2,0,,2,-5,1,-6,-3,1,0.5,0
7,149,7,7,10/23/2023,MIN,,SFO,"W, 22-17",*,35,45,18,40,248,5.5,203,5.8,4.5,175,5,1,1,1,1,2.3,3,7,12,5,6,11,24.4,0,,2,-1,0,-1,-0.5,0,0,0
8,150,8,8,10/29/2023,MIN,@,GNB,"W, 24-10",*,23,31,13,39.4,198,6.4,167,7.3,5.4,107,4.7,1,0,0,2,6.5,1,3.2,14,0,4,6,17.6,1,7,2,9,1,9,4.5,0,0,0
,,,,,,,,4-Apr,,216,311,112,34.1,2256,7.3,1335,6.2,4.3,996,4.6,3,5,2,16,5.3,39,12.8,106,21,45,83,25.1,3,7,14,25,6,22,1.6,3,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
