,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,28,1,1,9/10/2023,CHI,,GNB,"L, 20-38",*,24,37,12,29.3,112,3,86,3.6,2.3,130,5.4,1,1,0,2,5.6,6,16.7,14,4,1,9,18.8,7,8.6,9,59,2,42,4.7,17,1.9,4,2.3
2,29,2,2,9/17/2023,CHI,@,TAM,"L, 17-27",*,16,29,9,25.7,182,6.3,100,6.3,3.4,111,6.9,1,1,0,1,3.6,5,17.9,10,2,3,11,31.4,0,,4,3,1,-2,-0.5,5,1.3,1,4
3,30,3,3,9/24/2023,CHI,@,KAN,"L, 10-41",*,11,22,5,20,314,14.3,59,5.4,2.7,40,3.6,0,2,0,1,5,6,30,9,5,1,9,30,5,5.2,11,47,4,35,3.2,12,1.1,0,
4,31,4,4,10/1/2023,CHI,,DEN,"L, 28-31",*,28,35,17,43.6,310,8.9,205,7.3,5.9,130,4.6,0,2,0,1,3,0,0,10,0,5,9,22,2,11.5,4,25,1,21,5.3,4,1,0,
5,32,5,5,10/5/2023,CHI,@,WAS,"W, 40-20",*,15,29,9,28.1,266,9.2,125,8.3,4.3,157,10.5,2,4,0,0,0,6,24,12,7,5,15,45.5,1,9,11,57,6,38,3.5,19,1.7,0,
6,33,6,6,10/15/2023,CHI,,MIN,"L, 13-19",*,6,10,3,21.4,41,4.1,24,4,2.4,34,5.7,0,0,0,1,10,2,20,10,2,1,7,41.2,3,8,8,46,2,36,4.5,10,1.3,0,
7,34,11,11,11/19/2023,CHI,@,DET,"L, 26-31",*,16,23,10,40,250,10.9,122,7.6,5.3,47,2.9,1,1,0,0,0,4,18.2,4,0,2,4,13.8,4,12.5,18,104,4,76,4.2,28,1.6,1,18
8,35,12,12,11/27/2023,CHI,@,MIN,"W, 12-10",*,27,37,12,30,100,2.7,54,2,1.5,163,6,2,5,0,0,0,2,6.3,22,9,2,14,31.8,4,4.8,12,59,4,50,4.2,9,0.8,1,12
9,36,13,14,12/10/2023,CHI,,DET,"W, 28-13",*,19,33,10,27.8,244,7.4,130,6.8,3.9,93,4.9,2,2,0,3,9.7,5,16.1,9,3,5,11,27.5,4,11.5,12,58,4,23,1.9,35,2.9,0,
10,37,14,15,12/17/2023,CHI,@,CLE,"L, 17-20",*,19,40,6,14,432,10.8,70,3.7,1.8,96,5.1,0,3,0,2,5.4,10,27,17,0,5,8,17.8,2,5.5,7,30,2,28,4,2,0.3,0,
11,38,15,16,12/24/2023,CHI,,ARI,"W, 27-16",*,15,27,8,28.6,284,10.5,135,9,5,35,2.3,0,2,0,1,4,3,12,8,7,1,9,27.3,5,9.6,9,97,5,64,7.1,33,3.7,0,
12,39,16,17,12/31/2023,CHI,,ATL,"W, 37-17",*,20,32,12,34.3,288,9,136,6.8,4.3,132,6.6,1,2,0,1,3.3,7,23.3,14,3,2,8,21.1,3,11,11,45,4,22,2,23,2.1,2,5.5
13,40,17,18,1/7/2024,CHI,@,GNB,"L, 9-17",*,11,16,8,38.1,142,8.9,92,8.4,5.8,56,5.1,1,0,0,0,0,2,12.5,4,2,0,7,29.2,3,4.7,8,27,4,14,1.8,13,1.6,0,
,,,,,,,,8-May,,227,370,121,29.2,2965,8,1338,5.9,3.6,1224,5.4,11,25,0,13,3.8,58,16.8,143,44,33,121,26.5,43,8.4,124,657,43,447,3.6,210,1.7,9,13.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
