,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,153,4,4,10/2/2022,NOR,,MIN,"L, 25-28",*,20,28,11,36.7,311,11.1,180,9,6.4,56,2.8,0,0,0,0,0,3,10.7,7,1,1,4,13.3,0,,1,3,0,2,2,1,1,0
2,154,5,5,10/9/2022,NOR,,SEA,"W, 39-32",*,16,24,8,32,179,7.5,76,4.8,3.2,111,6.9,0,0,0,3,12.5,4,16.7,16,1,4,6,23.1,1,5,7,4,1,4,0.6,0,0,0
3,155,6,6,10/16/2022,NOR,,CIN,"L, 26-30",*,17,32,10,30.3,232,7.3,92,5.4,2.9,70,4.1,2,4,0,2,7.1,6,21.4,4,1,3,5,15.2,0,,0,0,0,0,,0,,0
4,156,7,7,10/20/2022,NOR,@,ARI,"L, 34-42",*,30,47,15,31.9,386,8.2,174,5.8,3.7,187,6.2,1,3,0,2,4.5,5,11.4,9,3,2,5,10,3,7.3,4,21,2,21,5.3,0,0,0
5,157,8,8,10/30/2022,NOR,,LVR,"W, 24-0",*,22,30,12,40,168,5.6,103,4.7,3.4,126,5.7,1,2,0,2,7.1,3,10.7,8,0,0,0,0,0,,0,0,0,0,,0,,0
6,158,9,9,11/7/2022,NOR,,BAL,"L, 13-27",*,19,29,9,27.3,198,6.8,115,6.1,4,95,5,3,2,0,1,3.7,2,7.4,7,2,2,8,23.5,1,3,2,5,1,3,1.5,2,1,0
7,159,10,10,11/13/2022,NOR,@,PIT,"L, 10-20",*,17,27,8,27.6,266,9.9,128,7.5,4.7,46,2.7,0,0,0,4,14.8,4,14.8,6,0,1,3,10,1,1,3,1,0,0,0,1,0.3,0
8,160,11,11,11/20/2022,NOR,,LAR,"W, 27-20",*,21,25,13,46.4,186,7.4,146,7,5.8,114,5.4,0,1,0,1,4.2,2,8.3,8,1,1,5,17.9,0,,2,-2,0,-2,-1,0,0,0
9,161,12,12,11/27/2022,NOR,@,SFO,"L, 0-13",*,18,29,8,26.7,216,7.4,112,6.2,3.9,92,5.1,0,0,0,0,0,6,20.7,7,0,3,4,11.8,4,5.3,4,21,0,18,4.5,3,0.8,0
10,162,13,13,12/5/2022,NOR,@,TAM,"L, 16-17",*,20,28,11,36.7,203,7.3,130,6.5,4.6,99,5,1,1,0,3,11.1,1,3.7,7,1,1,4,12.9,1,1,1,1,0,0,0,1,1,0
11,163,14,15,12/18/2022,NOR,,ATL,"W, 21-18",*,11,17,9,47.4,157,9.2,90,8.2,5.3,61,5.5,0,0,0,0,0,3,17.6,3,0,0,2,10.5,0,,2,1,1,1,0.5,0,0,0
12,164,15,16,12/24/2022,NOR,@,CLE,"W, 17-10",*,8,15,5,33.3,103,6.9,24,3,1.6,68,8.5,1,0,0,3,20,1,6.7,3,1,0,1,6.7,0,,1,-1,0,-1,-1,0,0,0
13,165,16,17,1/1/2023,NOR,@,PHI,"W, 20-10",*,18,22,9,32.1,133,6,98,5.4,4.5,107,5.9,0,1,0,1,4.8,0,0,6,3,1,10,35.7,0,,2,-2,0,-2,-1,0,0,0
14,166,17,18,1/8/2023,NOR,,CAR,"L, 7-10",*,15,25,7,26.9,235,9.4,75,5,3,96,6.4,1,0,0,3,12,5,20,8,1,2,4,15.4,0,,1,2,1,1,1,1,1,0
,,,,,,,,8-Jun,,252,378,135,33.5,2973,7.9,1543,6.1,4.1,1328,5.3,10,14,0,25,6.9,45,12.4,99,15,21,61,14.7,11,4.8,30,54,6,45,1.5,9,0.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
