,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,192,1,1,9/10/2023,LAR,@,SEA,"W, 30-13",*,24,38,17,44.7,409,10.8,228,9.5,6,106,4.4,0,1,0,2,5.4,10,27,12,1,2,3,7.7,1,9,3,11,1,9,3,2,0.7,0
2,193,2,2,9/17/2023,LAR,,SFO,"L, 23-30",*,34,55,17,30.4,363,6.6,163,4.8,3,144,4.2,2,2,1,6,11.5,6,11.5,16,7,2,10,16.9,3,5,4,17,1,17,4.3,0,0,0
3,194,3,3,9/25/2023,LAR,@,CIN,"L, 16-19",*,18,33,12,30.8,317,9.6,170,9.4,5.2,99,5.5,1,1,0,3,9.4,7,21.9,15,1,4,11,27.5,1,7,1,7,1,7,7,0,0,0
4,195,4,4,10/1/2023,LAR,@,IND,"W, 29-23 (OT)",*,27,40,16,38.1,297,7.4,205,7.6,5.1,114,4.2,1,1,0,0,0,5,12.8,7,1,6,9,20.5,2,7,2,14,0,14,7,0,0,0
5,196,5,5,10/8/2023,LAR,,PHI,"L, 14-23",*,21,37,13,31.7,366,9.9,132,6.3,3.6,90,4.3,0,2,0,3,8.6,9,25.7,12,1,4,9,22,0,,0,0,0,0,,0,,0
6,197,6,6,10/15/2023,LAR,,ARI,"W, 26-9",*,15,24,7,25.9,191,8,142,9.5,5.9,84,5.6,0,1,2,1,4.8,4,19,9,0,0,3,10.7,1,2,1,2,0,2,2,0,0,0
7,198,7,7,10/22/2023,LAR,,PIT,"L, 17-24",*,14,29,8,25.8,263,9.1,119,8.5,4.1,112,8,0,2,0,4,14.8,7,25.9,15,3,2,7,21.9,1,8,1,8,1,6,6,2,2,0
8,199,8,8,10/29/2023,LAR,@,DAL,"L, 20-43",*,13,22,6,26.1,152,6.9,69,5.3,3.1,93,7.2,1,0,0,0,0,5,22.7,7,0,2,3,12.5,1,9,1,9,0,9,9,0,0,0
9,200,10,11,11/19/2023,LAR,,SEA,"W, 17-16",*,17,31,9,28.1,158,5.1,66,3.9,2.1,124,7.3,2,2,0,4,13.8,3,10.3,6,6,2,9,27.3,1,3,2,1,0,1,0.5,0,0,0
10,201,11,12,11/26/2023,LAR,@,ARI,"W, 37-14",*,25,33,16,48.5,192,5.8,100,4,3,129,5.2,0,2,0,0,0,5,16.1,6,2,3,5,14.7,1,2,1,2,0,2,2,0,0,0
11,202,12,13,12/3/2023,LAR,,CLE,"W, 36-19",*,22,37,10,27,292,7.9,131,6,3.5,148,6.7,0,3,0,2,5.9,8,23.5,8,3,2,5,13.5,0,,1,-2,0,-2,-2,0,0,0
12,203,13,14,12/10/2023,LAR,@,BAL,"L, 31-37 (OT)",*,23,41,14,32.6,385,9.4,151,6.6,3.7,143,6.2,0,3,0,2,5.3,11,28.9,9,0,8,10,23.3,0,,1,-1,0,-1,-1,0,0,0
13,204,14,15,12/17/2023,LAR,,WAS,"W, 28-20",*,25,33,10,27.8,172,5.2,117,4.7,3.5,141,5.6,1,1,0,1,3.1,4,12.5,11,0,3,6,16.2,1,2,1,2,0,2,2,0,0,0
14,205,15,16,12/21/2023,LAR,,NOR,"W, 30-22",*,24,34,18,51.4,278,8.2,200,8.3,5.9,128,5.3,0,1,0,2,6.1,4,12.1,11,2,1,4,11.4,0,,1,-4,0,-4,-4,0,0,0
15,206,16,17,12/31/2023,LAR,@,NYG,"W, 26-25",*,24,34,14,36.8,198,5.8,82,3.4,2.4,235,9.8,0,0,0,3,8.8,6,17.6,27,0,2,6,15.8,0,,1,-1,0,-1,-1,0,0,0
,,,,,,,,6-Sep,,326,521,187,33.9,4033,7.7,2075,6.4,4,1890,5.8,8,22,3,33,6.7,94,19,171,27,43,100,17.7,13,5.5,21,65,4,61,2.9,4,0.2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
