,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,254,1,1,9/9/2018,NWE,,HOU,"W, 27-20",*,26,39,16,39,320,8.2,184,7.1,4.7,93,3.6,0,0,0,0,0,6,15.4,10,4,3,9,22,0,,1,2,1,2,2,0,0,0
2,255,2,2,9/16/2018,NWE,@,JAX,"L, 20-31",*,24,35,12,32.4,213,6.1,98,4.1,2.8,136,5.7,0,2,0,1,3,8,24.2,10,0,3,5,13.2,1,10,3,10,2,9,3,1,0.3,0
3,256,3,3,9/23/2018,NWE,@,DET,"L, 10-26",*,14,26,4,14.3,333,12.8,85,6.1,3.3,48,3.4,0,0,0,2,7.7,9,34.6,0,1,4,7,25,0,,1,2,1,2,2,0,0,0
4,257,4,4,9/30/2018,NWE,,MIA,"W, 38-7",*,23,35,13,37.1,279,8,93,4,2.7,181,7.9,0,2,0,1,3,4,12.1,4,2,6,8,22.9,0,,0,0,0,0,,0,,0
5,258,5,5,10/4/2018,NWE,,IND,"W, 38-24",*,34,44,18,40.9,285,6.5,174,5.1,4,167,4.9,0,2,0,4,9.5,4,9.5,6,5,3,8,18.2,0,,3,-1,1,-1,-0.3,0,0,0
6,259,6,6,10/14/2018,NWE,,KAN,"W, 43-40",*,24,35,14,37.8,323,9.2,168,7,4.8,172,7.2,0,0,0,2,5.7,9,25.7,2,1,0,3,7.9,1,4,3,2,1,-9,-3,11,3.7,0
7,260,7,7,10/21/2018,NWE,@,CHI,"W, 38-31",*,25,36,15,40.5,235,6.5,145,5.8,4,132,5.3,0,1,0,2,5.7,6,17.1,3,1,1,3,7.9,1,6,1,6,0,6,6,0,0,0
8,261,8,8,10/29/2018,NWE,@,BUF,"W, 25-6",*,29,45,15,31.9,343,7.6,192,6.6,4.3,132,4.6,0,3,1,1,2.4,8,19.5,1,13,2,17,35.4,1,8,1,8,1,6,6,2,2,0
9,262,9,9,11/4/2018,NWE,,GNB,"W, 31-17",*,22,35,12,32.4,266,7.6,135,6.1,3.9,159,7.2,0,1,0,1,2.9,9,26.5,6,1,1,4,10.8,0,,5,-1,1,-1,-0.2,0,0,0
10,263,10,10,11/11/2018,NWE,@,TEN,"L, 10-34",*,21,41,12,27.3,354,8.6,136,6.5,3.3,118,5.6,0,6,1,1,2.9,7,20.6,12,3,2,8,18.2,0,,1,0,0,0,0,0,0,0
11,264,11,12,11/25/2018,NWE,@,NYJ,"W, 27-13",*,20,31,12,38.7,297,9.6,174,8.7,5.6,109,5.5,0,0,0,1,3.2,7,22.6,7,1,4,5,16.1,0,,1,-1,0,-1,-1,0,0,0
12,265,12,13,12/2/2018,NWE,,MIN,"W, 24-10",*,24,32,14,43.8,123,3.8,83,3.5,2.6,228,9.5,0,1,0,1,3.2,4,12.9,6,2,1,3,9.1,1,5,2,5,1,5,2.5,0,0,0
13,266,13,14,12/9/2018,NWE,@,MIA,"L, 33-34",*,27,43,21,46.7,360,8.4,221,8.2,5.1,137,5.1,0,2,0,2,4.9,7,17.1,12,3,1,6,13.3,0,,1,3,1,3,3,0,0,0
14,267,14,15,12/16/2018,NWE,@,PIT,"L, 10-17",*,25,36,9,24.3,334,9.3,150,6,4.2,129,5.2,0,0,0,3,8.3,4,11.1,8,4,6,11,29.7,0,,0,0,0,0,,0,,0
15,268,15,16,12/23/2018,NWE,,BUF,"W, 24-12",*,13,24,4,16,105,4.4,33,2.5,1.4,93,7.2,0,1,0,2,8.7,7,30.4,12,5,0,6,24,0,,0,0,0,0,,0,,0
16,269,16,17,12/30/2018,NWE,,NYJ,"W, 38-3",*,24,33,14,41.2,317,9.6,163,6.8,4.9,87,3.6,0,1,0,1,3.1,4,12.5,9,2,2,5,14.7,0,,0,0,0,0,,0,,0
,,,,,,,,5-Nov,,375,570,205,34.7,4487,7.9,2234,6,3.9,2121,5.7,0,22,2,25,4.6,103,18.9,108,48,39,108,18.1,5,6.6,23,35,10,21,0.9,14,0.6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
