,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
1,17,1,1,9/13/2020,ARI,@,SFO,"W, 24-20",*,26,40,12,28.6,192,4.8,97,3.7,2.4,133,5.1,1,2,1,0,0,7,18.9,12,4,1,7,14,8,11.4,13,91,4,91,7,0,0,0,
2,18,2,2,9/20/2020,ARI,,WAS,"W, 30-15",*,26,38,13,31.7,352,9.3,168,6.5,4.4,118,4.5,0,4,0,1,2.9,5,14.7,7,7,0,10,23.3,2,4,8,67,3,64,8,3,0.4,0,
3,19,3,3,9/27/2020,ARI,,DET,"L, 23-26",*,23,35,16,44.4,332,9.5,151,6.6,4.3,119,5.2,0,2,0,1,3,3,9.1,9,1,1,3,8.1,1,7,5,29,3,24,4.8,5,1,1,5
4,20,4,4,10/4/2020,ARI,@,CAR,"L, 21-31",*,24,31,11,34.4,213,6.9,70,2.9,2.3,63,2.6,0,0,0,1,3.2,4,12.9,7,3,3,7,20,3,20,6,78,3,72,12,6,1,0,
5,21,5,5,10/11/2020,ARI,@,NYJ,"W, 30-10",*,27,37,17,44.7,336,9.1,228,8.4,6.2,152,5.6,0,1,1,1,2.9,4,11.4,10,5,0,6,15.8,0,,9,31,4,30,3.3,1,0.1,0,
6,22,6,6,10/19/2020,ARI,@,DAL,"W, 38-10",*,9,24,7,28,240,10,71,7.9,3,117,13,1,3,0,1,4.8,9,42.9,4,5,0,6,22.2,2,8.5,10,74,6,63,6.3,11,1.1,0,
7,23,7,7,10/25/2020,ARI,,SEA,"W, 37-34 (OT)",*,34,48,17,35.4,387,8.1,185,5.4,3.9,175,5.1,0,0,4,3,6.8,7,15.9,3,5,0,5,9.6,4,8.8,14,67,5,47,3.4,20,1.4,1,14
8,24,8,9,11/8/2020,ARI,,MIA,"L, 31-34",*,21,26,17,63,250,9.6,231,11,8.9,52,2.5,2,1,0,0,0,2,8,15,3,4,8,25,5,6.6,11,106,6,72,6.5,34,3.1,2,5.5
9,25,9,10,11/15/2020,ARI,,BUF,"W, 32-30",*,22,32,11,31.4,231,7.2,149,6.8,4.7,96,4.4,3,0,0,1,3.1,4,12.5,15,1,1,5,12.5,5,5.6,11,61,5,53,4.8,8,0.7,0,
10,26,10,11,11/19/2020,ARI,@,SEA,"L, 21-28",*,29,42,17,37.8,284,6.8,133,4.6,3.2,136,4.7,1,3,0,0,0,6,15.4,16,8,4,15,31.9,2,7,5,15,0,15,3,0,0,0,
11,27,11,12,11/29/2020,ARI,@,NWE,"L, 17-20",*,23,34,12,33.3,229,6.7,95,4.1,2.8,75,3.3,1,1,0,1,3,8,24.2,9,0,3,5,12.8,3,9.7,5,31,2,31,6.2,0,0,0,
12,28,12,13,12/6/2020,ARI,,LAR,"L, 28-38",*,21,39,11,26.8,240,6.2,86,4.1,2.2,87,4.1,2,2,1,0,0,11,30.6,11,4,4,10,23.8,1,4,5,15,1,14,2.8,1,0.2,0,
13,29,13,14,12/13/2020,ARI,@,NYG,"W, 26-7",*,24,35,12,33.3,191,5.5,116,4.8,3.3,128,5.3,0,3,0,0,0,6,18.8,7,4,3,8,18.2,8,6.5,13,47,4,33,2.5,14,1.1,0,
14,30,14,15,12/20/2020,ARI,,PHI,"W, 33-26",*,27,36,18,48.6,350,9.7,241,8.9,6.7,165,6.1,1,0,0,0,0,5,13.9,10,4,1,6,15.4,2,5.5,8,29,2,15,1.9,14,1.8,1,8
15,31,15,16,12/26/2020,ARI,,SFO,"L, 12-20",*,31,50,9,17,406,8.1,151,4.9,3,96,3.1,2,3,1,3,6.5,6,13,18,1,2,6,10.3,5,7.8,8,75,4,64,8,11,1.4,0,
16,32,16,17,1/3/2021,ARI,@,LAR,"L, 7-18",*,8,11,5,38.5,107,9.7,41,5.1,3.7,46,5.8,0,0,0,0,0,1,9.1,3,0,0,2,15.4,0,,2,3,0,3,1.5,0,0,0,
,,,,,,,,8-Aug,,375,558,205,35,4340,7.8,2213,5.9,4,1758,4.7,14,25,8,13,2.5,88,16.8,156,55,27,109,17.1,51,8.4,133,819,52,691,5.2,128,1,5,26.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
