,,,,,,,,,,Passing,,,,Air Yards,,,,,,,Accuracy,,,,,,,Pressure,,,,,,,Rushing,,,,,,,
Rk,Gcar,Gtm,Week,Date,Team,,Opp,Result,GS,Cmp,Att,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Att,Yds,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl
1,160,1,1,9/8/2024,NOR,,CAR,"W, 47-10",*,19,23,7,29.2,200,8.7,104,5.5,4.5,96,5.1,0,0,0,0,0,2,8.7,8,1,0,2,8,1,8,2,13,1,10,5,3,1.5,0
2,161,2,2,9/15/2024,NOR,@,DAL,"W, 44-19",*,11,16,8,47.1,135,8.4,110,10,6.9,133,12.1,0,1,0,1,6.7,1,6.7,7,7,1,9,52.9,0,,1,1,1,1,1,0,0,0
3,162,3,3,9/22/2024,NOR,,PHI,"L, 12-15",*,14,25,7,26.9,168,6.7,92,6.6,3.7,50,3.6,2,2,0,0,0,1,4.3,6,2,3,6,22.2,1,4,2,3,0,3,1.5,0,0,0
4,163,4,4,9/29/2024,NOR,@,ATL,"L, 24-26",*,28,36,11,29.7,193,5.4,127,4.5,3.5,112,4,1,0,0,2,5.6,4,11.1,10,1,2,4,10.5,1,5,3,5,0,5,1.7,0,0,0
5,164,5,5,10/7/2024,NOR,@,KAN,"L, 13-26",*,18,28,9,31,350,12.5,120,6.7,4.3,45,2.5,0,2,0,1,3.8,6,23.1,11,6,4,11,37.9,0,,0,0,0,0,,0,,0
6,165,9,9,11/3/2024,NOR,@,CAR,"L, 22-23",*,18,31,12,37.5,199,6.4,77,4.3,2.5,159,8.8,0,4,0,1,3.7,6,22.2,9,2,3,6,18.8,0,,0,0,0,0,,0,,0
7,166,10,10,11/10/2024,NOR,,ATL,"W, 20-17",*,16,25,8,32,195,7.8,104,6.5,4.2,165,10.3,0,4,0,1,4.8,3,14.3,9,6,1,7,25.9,2,9,4,17,0,17,4.3,0,0,0
8,167,11,11,11/17/2024,NOR,,CLE,"W, 35-14",*,21,27,10,35.7,153,5.7,80,3.8,3,168,8,0,1,0,0,0,3,11.5,4,6,2,9,32.1,0,,1,8,1,6,6,2,2,0
9,168,12,13,12/1/2024,NOR,,LAR,"L, 14-21",*,24,37,11,29.7,258,7,120,5,3.2,64,2.7,2,3,0,2,5.9,3,8.8,3,5,3,8,20.5,2,6,2,12,1,12,6,0,0,0
10,169,13,14,12/8/2024,NOR,@,NYG,"W, 14-11",*,20,31,10,31.3,316,10.2,124,6.2,4,95,4.8,0,0,0,2,6.5,8,25.8,12,6,2,9,27.3,1,3,2,12,0,12,6,0,0,0
,,,,,,,,5-May,,189,279,93,32.4,2167,7.8,1058,5.6,3.8,1087,5.8,5,17,0,10,3.8,37,14.1,79,42,21,71,24.1,8,6.3,17,71,4,66,3.9,5,0.3,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
